CO_CURSO,ITEM,n_total,n_valido,media,mediana,dp,concordancia_n,nao_sabe_n,nao_aplica_n,concordancia_pct,ausencia_analitica_pct
1396228,QE_I32,18,18,6.0,6.0,0.0,18,0,0,1.0,0.0
1399848,QE_I32,13,7,4.857142857142857,5.0,1.7728105208558365,6,1,5,0.8571428571428571,0.46153846153846156
1401623,QE_I32,525,291,4.285223367697594,5.0,1.5966845611659997,207,7,10,0.711340206185567,0.44571428571428573
1405215,QE_I32,30,25,5.68,6.0,0.8020806277010645,24,0,0,0.96,0.16666666666666663
1406007,QE_I32,3,3,6.0,6.0,0.0,3,0,0,1.0,0.0
1406064,QE_I32,1,0,,,,0,0,0,nan,1.0
1407205,QE_I32,1,0,,,,0,0,0,nan,1.0
1414995,QE_I32,9,5,4.4,4.0,0.894427190999916,5,0,4,1.0,0.4444444444444444
1416142,QE_I32,10,8,5.875,6.0,0.3535533905932738,8,1,0,1.0,0.19999999999999996
1419680,QE_I32,15,13,6.0,6.0,0.0,13,1,0,1.0,0.1333333333333333
1419827,QE_I32,10,7,5.285714285714286,6.0,0.9511897312113419,7,0,1,1.0,0.30000000000000004
1420449,QE_I32,4,4,5.75,6.0,0.4999999999999999,4,0,0,1.0,0.0
1420637,QE_I32,20,13,5.153846153846154,5.0,1.3445044840729643,12,0,3,0.9230769230769231,0.35
1439555,QE_I32,35,28,5.428571428571429,6.0,1.0338196500275416,26,1,1,0.9285714285714286,0.19999999999999996
1441230,QE_I32,13,12,5.583333333333333,6.0,0.6685579234215215,12,0,0,1.0,0.07692307692307687
1442119,QE_I32,24,20,5.15,5.0,0.8750939799154207,20,1,2,1.0,0.16666666666666663
1442126,QE_I32,4,3,6.0,6.0,0.0,3,0,0,1.0,0.25
1442906,QE_I32,22,17,5.470588235294118,6.0,0.7174300539794394,17,0,5,1.0,0.2272727272727273
1442928,QE_I32,6,5,3.4,3.0,1.51657508881031,2,0,0,0.4,0.16666666666666663
1445889,QE_I32,3,1,6.0,6.0,,1,0,2,1.0,0.6666666666666667
1451120,QE_I32,62,51,5.372549019607843,6.0,1.1306773954355946,47,2,0,0.9215686274509803,0.17741935483870963
1452609,QE_I32,7,2,6.0,6.0,0.0,2,0,5,1.0,0.7142857142857143
1453816,QE_I32,9,6,4.833333333333333,5.0,1.1690451944500124,5,0,2,0.8333333333333334,0.33333333333333337
1454028,QE_I32,1,0,,,,0,0,0,nan,1.0
1454137,QE_I32,5,0,,,,0,0,1,nan,1.0
1457027,QE_I32,10,6,5.333333333333333,5.5,0.816496580927726,6,0,4,1.0,0.4
1457037,QE_I32,3,3,6.0,6.0,0.0,3,0,0,1.0,0.0
1457167,QE_I32,22,11,5.363636363636363,6.0,0.8090398349558905,11,3,8,1.0,0.5
1457267,QE_I32,4,2,5.5,5.5,0.7071067811865476,2,0,1,1.0,0.5
1458143,QE_I32,3,0,,,,0,0,3,nan,1.0
1458481,QE_I32,4,4,5.25,5.5,0.9574271077563381,4,0,0,1.0,0.0
1458668,QE_I32,11,9,4.111111111111111,4.0,1.2692955176439846,5,0,0,0.5555555555555556,0.18181818181818177
1465529,QE_I32,9,8,3.125,3.0,1.8850918886280925,4,0,0,0.5,0.11111111111111116
1467890,QE_I32,2,2,5.0,5.0,1.4142135623730951,2,0,0,1.0,0.0
1468161,QE_I32,4,4,6.0,6.0,0.0,4,0,0,1.0,0.0
1472818,QE_I32,13,12,5.75,6.0,0.621581560508061,12,0,0,1.0,0.07692307692307687
1473015,QE_I32,9,9,5.333333333333333,6.0,0.8660254037844386,9,0,0,1.0,0.0
1473185,QE_I32,1,0,,,,0,0,0,nan,1.0
1477654,QE_I32,32,28,5.785714285714286,6.0,0.5681120688308978,28,0,1,1.0,0.125
1483407,QE_I32,9,9,5.555555555555555,6.0,1.0137937550497031,8,0,0,0.8888888888888888,0.0
1483490,QE_I32,22,12,3.3333333333333335,3.5,1.874873733122184,6,1,0,0.5,0.4545454545454546
1483500,QE_I32,16,10,5.3,5.0,0.674948557710553,10,0,1,1.0,0.375
1483518,QE_I32,3,1,3.0,3.0,,0,0,0,0.0,0.6666666666666667
1485453,QE_I32,3,0,,,,0,0,0,nan,1.0
1486952,QE_I32,14,10,5.8,6.0,0.42163702135578407,10,0,4,1.0,0.2857142857142857
1487060,QE_I32,18,8,6.0,6.0,0.0,8,3,0,1.0,0.5555555555555556
1487353,QE_I32,7,5,5.6,6.0,0.5477225575051662,5,0,0,1.0,0.2857142857142857
1488240,QE_I32,7,3,4.666666666666667,5.0,0.5773502691896257,3,0,3,1.0,0.5714285714285714
1488974,QE_I32,18,12,5.0,5.0,0.8528028654224418,12,2,0,1.0,0.33333333333333337
1497052,QE_I32,3,1,6.0,6.0,,1,1,0,1.0,0.6666666666666667
1499549,QE_I32,8,7,5.857142857142857,6.0,0.37796447300922725,7,0,0,1.0,0.125
1506116,QE_I32,15,13,5.6923076923076925,6.0,0.6304251719561152,13,1,0,1.0,0.1333333333333333
1509485,QE_I32,3,3,4.0,5.0,2.6457513110645907,2,0,0,0.6666666666666666,0.0
1514192,QE_I32,1,0,,,,0,0,0,nan,1.0
1515609,QE_I32,19,14,4.857142857142857,5.5,1.4064216928154862,11,0,5,0.7857142857142857,0.26315789473684215
1515616,QE_I32,18,17,5.411764705882353,6.0,0.7952062255644573,17,0,0,1.0,0.05555555555555558
1515618,QE_I32,9,8,5.625,6.0,0.7440238091428449,8,0,1,1.0,0.11111111111111116
1516669,QE_I32,1,0,,,,0,0,0,nan,1.0
1517196,QE_I32,8,6,6.0,6.0,0.0,6,0,0,1.0,0.25
1517293,QE_I32,59,35,4.257142857142857,5.0,1.9605349981552476,23,4,3,0.6571428571428571,0.4067796610169492
1518083,QE_I32,5,5,6.0,6.0,0.0,5,0,0,1.0,0.0
1519071,QE_I32,4,3,5.0,5.0,1.0,3,0,1,1.0,0.25
1520538,QE_I32,1,0,,,,0,0,0,nan,1.0
1522008,QE_I32,30,12,5.083333333333333,5.0,1.083624669450832,10,0,0,0.8333333333333334,0.6
1525884,QE_I32,8,7,5.428571428571429,5.0,0.5345224838248488,7,0,0,1.0,0.125
1525963,QE_I32,1,0,,,,0,0,0,nan,1.0
1527381,QE_I32,8,8,6.0,6.0,0.0,8,0,0,1.0,0.0
1536334,QE_I32,146,103,4.912621359223301,5.0,1.4491836519869972,89,6,6,0.8640776699029126,0.29452054794520544
1541484,QE_I32,21,12,4.166666666666667,4.5,1.4668044012461756,8,0,0,0.6666666666666666,0.4285714285714286
1543037,QE_I32,2,1,6.0,6.0,,1,0,0,1.0,0.5
1546260,QE_I32,2,2,5.0,5.0,1.4142135623730951,2,0,0,1.0,0.0
1546969,QE_I32,2,2,6.0,6.0,0.0,2,0,0,1.0,0.0
1547032,QE_I32,1,0,,,,0,0,0,nan,1.0
1547054,QE_I32,1,0,,,,0,0,0,nan,1.0
1550087,QE_I32,365,266,5.056390977443609,6.0,1.3205975424788983,227,5,10,0.8533834586466166,0.27123287671232876
1550199,QE_I32,4,3,5.333333333333333,6.0,1.1547005383792517,3,0,0,1.0,0.25
1550498,QE_I32,6,5,6.0,6.0,0.0,5,0,0,1.0,0.16666666666666663
1550509,QE_I32,5,2,6.0,6.0,0.0,2,0,3,1.0,0.6
1551083,QE_I32,2,2,5.5,5.5,0.7071067811865476,2,0,0,1.0,0.0
1555830,QE_I32,32,25,5.84,6.0,0.47258156262526124,25,1,0,1.0,0.21875
1562928,QE_I32,8,4,5.75,6.0,0.4999999999999999,4,2,2,1.0,0.5
1571245,QE_I32,6,6,4.833333333333333,5.0,1.1690451944500122,5,0,0,0.8333333333333334,0.0
1572855,QE_I32,1,0,,,,0,0,0,nan,1.0
1575689,QE_I32,13,13,4.538461538461538,5.0,1.3301243435223524,10,0,0,0.7692307692307693,0.0
1576008,QE_I32,10,7,4.571428571428571,4.0,1.3972762620115438,5,1,0,0.7142857142857143,0.30000000000000004
1576347,QE_I32,1,0,,,,0,0,0,nan,1.0
1576448,QE_I32,5,3,4.333333333333333,5.0,2.081665999466133,2,0,0,0.6666666666666666,0.4
1576702,QE_I32,1,0,,,,0,0,0,nan,1.0
1577419,QE_I32,8,5,3.6,4.0,1.816590212458495,3,0,0,0.6,0.375
1584375,QE_I32,1,0,,,,0,0,0,nan,1.0
1591417,QE_I32,5,2,3.5,3.5,3.5355339059327378,1,0,0,0.5,0.6
1591581,QE_I32,9,1,5.0,5.0,,1,0,0,1.0,0.8888888888888888
1595470,QE_I32,1,0,,,,0,0,0,nan,1.0
1595646,QE_I32,16,4,5.75,6.0,0.4999999999999999,4,0,12,1.0,0.75
1595781,QE_I32,3,1,5.0,5.0,,1,0,2,1.0,0.6666666666666667
1596704,QE_I32,3,3,5.333333333333333,5.0,0.5773502691896257,3,0,0,1.0,0.0
1597098,QE_I32,1,0,,,,0,0,0,nan,1.0
1598572,QE_I32,5,5,5.2,5.0,0.8366600265340756,5,0,0,1.0,0.0
1598970,QE_I32,2,0,,,,0,0,2,nan,1.0
1599021,QE_I32,29,11,4.636363636363637,5.0,1.5015143870590968,10,4,14,0.9090909090909091,0.6206896551724138
1599390,QE_I32,1,0,,,,0,0,0,nan,1.0
1611291,QE_I32,37,35,5.714285714285714,6.0,0.5724780279076002,35,1,0,1.0,0.05405405405405406
1611292,QE_I32,10,9,4.777777777777778,6.0,1.6414763002993507,6,1,0,0.6666666666666666,0.09999999999999998
1615079,QE_I32,5,5,4.8,6.0,2.16794833886788,4,0,0,0.8,0.0
1625069,QE_I32,28,19,5.315789473684211,6.0,0.8852263727398502,18,3,6,0.9473684210526315,0.3214285714285714
1625081,QE_I32,13,5,4.8,6.0,2.16794833886788,4,0,8,0.8,0.6153846153846154
1625089,QE_I32,19,11,5.363636363636363,6.0,1.2060453783110545,10,0,8,0.9090909090909091,0.42105263157894735
1625094,QE_I32,14,9,5.0,6.0,1.6583123951777,8,1,4,0.8888888888888888,0.3571428571428571
1634832,QE_I32,7,4,5.25,5.5,0.9574271077563381,4,0,0,1.0,0.4285714285714286
1634842,QE_I32,3,3,5.0,5.0,0.0,3,0,0,1.0,0.0
1634877,QE_I32,2,0,,,,0,0,0,nan,1.0
1634891,QE_I32,11,4,5.25,6.0,1.5,3,1,0,0.75,0.6363636363636364
1668061,QE_I32,4,4,5.25,5.5,0.9574271077563381,4,0,0,1.0,0.0
1676716,QE_I32,15,11,5.909090909090909,6.0,0.3015113445777637,11,0,4,1.0,0.2666666666666667
5000138,QE_I32,9,5,6.0,6.0,0.0,5,0,4,1.0,0.4444444444444444
5000487,QE_I32,12,5,4.2,5.0,1.9235384061671346,4,1,6,0.8,0.5833333333333333
5000493,QE_I32,11,7,4.857142857142857,5.0,0.8997354108424376,7,1,2,1.0,0.36363636363636365
5000912,QE_I32,4,4,5.25,5.5,0.9574271077563381,4,0,0,1.0,0.0
5001337,QE_I32,32,18,5.333333333333333,6.0,1.0846522890932815,16,2,10,0.8888888888888888,0.4375
26,QE_I33,13,11,3.727272727272727,4.0,1.2720777563426766,6,2,0,0.5454545454545454,0.15384615384615385
34,QE_I33,7,6,4.833333333333333,4.5,0.983192080250175,6,0,0,1.0,0.1428571428571429
161,QE_I33,30,20,3.7,4.0,1.3018205875255096,11,1,0,0.55,0.33333333333333337
297,QE_I33,75,55,4.327272727272727,4.0,0.9632996044565407,45,12,1,0.8181818181818182,0.2666666666666667
379,QE_I33,68,43,4.441860465116279,5.0,1.419294351520121,33,3,0,0.7674418604651163,0.36764705882352944
624,QE_I33,8,8,3.375,3.5,1.0606601717798214,4,0,0,0.5,0.0
637,QE_I33,17,15,4.0,4.0,1.3093073414159544,11,1,0,0.7333333333333333,0.11764705882352944
696,QE_I33,17,15,3.8666666666666667,4.0,1.3557637102737476,9,1,0,0.6,0.11764705882352944
768,QE_I33,17,15,4.6,5.0,1.4040757000349273,12,2,0,0.8,0.11764705882352944
860,QE_I33,9,8,5.0,5.5,1.4142135623730951,7,1,0,0.875,0.11111111111111116
965,QE_I33,42,40,5.025,6.0,1.310460870193266,35,1,0,0.875,0.04761904761904767
1035,QE_I33,16,16,4.9375,5.0,1.1814539065631522,14,0,0,0.875,0.0
1112,QE_I33,4,3,5.0,5.0,1.0,3,0,0,1.0,0.25
1428,QE_I33,9,8,4.125,4.0,1.246423454758225,6,0,0,0.75,0.11111111111111116
1637,QE_I33,7,7,4.142857142857143,5.0,1.8644544714716087,4,0,0,0.5714285714285714,0.0
1717,QE_I33,8,7,5.142857142857143,5.0,0.8997354108424375,7,0,0,1.0,0.125
1907,QE_I33,1,0,,,,0,0,0,nan,1.0
2711,QE_I33,41,33,4.393939393939394,5.0,1.4777388541999297,25,2,0,0.7575757575757576,0.19512195121951215
2921,QE_I33,83,67,3.7313432835820897,4.0,1.4830567282335334,38,9,1,0.5671641791044776,0.19277108433734935
3145,QE_I33,19,17,4.294117647058823,4.0,1.5315313367000096,12,1,0,0.7058823529411765,0.10526315789473684
3163,QE_I33,20,14,4.0,4.0,1.7097008285302207,8,4,1,0.5714285714285714,0.30000000000000004
3179,QE_I33,34,29,4.241379310344827,4.0,1.3270583046130129,24,3,0,0.8275862068965517,0.1470588235294118
3217,QE_I33,34,31,3.7096774193548385,4.0,1.1602743464973209,19,2,0,0.6129032258064516,0.08823529411764708
3407,QE_I33,20,16,4.3125,5.0,1.9568256607747831,12,0,0,0.75,0.19999999999999996
3571,QE_I33,30,26,3.730769230769231,4.0,1.909087579084675,16,0,1,0.6153846153846154,0.1333333333333333
5965,QE_I33,15,15,4.533333333333333,4.0,1.245945806357946,11,0,0,0.7333333333333333,0.0
6754,QE_I33,3,3,5.333333333333333,5.0,0.5773502691896257,3,0,0,1.0,0.0
7081,QE_I33,12,11,4.454545454545454,5.0,1.5724907862137931,8,0,0,0.7272727272727273,0.08333333333333337
8908,QE_I33,2,2,6.0,6.0,0.0,2,0,0,1.0,0.0
9954,QE_I33,12,12,5.75,6.0,0.8660254037844386,11,0,0,0.9166666666666666,0.0
10508,QE_I33,11,5,4.8,5.0,1.0954451150103324,4,0,0,0.8,0.5454545454545454
10811,QE_I33,5,5,5.8,6.0,0.4472135954999579,5,0,0,1.0,0.0
11163,QE_I33,7,6,4.833333333333333,5.0,1.1690451944500122,5,0,0,0.8333333333333334,0.1428571428571429
11305,QE_I33,27,17,3.7058823529411766,3.0,1.5315313367000098,8,3,0,0.47058823529411764,0.37037037037037035
11328,QE_I33,14,13,2.8461538461538463,3.0,1.6756169931378435,3,0,0,0.23076923076923078,0.0714285714285714
11439,QE_I33,30,21,4.619047619047619,5.0,1.6271505915615332,16,0,0,0.7619047619047619,0.30000000000000004
11540,QE_I33,17,17,5.823529411764706,6.0,0.5285941398709243,17,0,0,1.0,0.0
11591,QE_I33,52,27,3.888888888888889,4.0,1.3397282541141675,17,5,0,0.6296296296296297,0.4807692307692307
11999,QE_I33,68,57,3.7017543859649122,4.0,1.5348907857925191,31,5,0,0.543859649122807,0.16176470588235292
12033,QE_I33,49,35,3.7142857142857144,4.0,1.6009450990224598,19,1,0,0.5428571428571428,0.2857142857142857
12035,QE_I33,68,52,4.211538461538462,4.0,1.4049846619990156,35,2,1,0.6730769230769231,0.23529411764705888
12037,QE_I33,31,28,5.142857142857143,5.5,1.0440053112638317,25,3,0,0.8928571428571429,0.09677419354838712
12044,QE_I33,45,33,4.878787878787879,5.0,1.3406522609716827,29,3,0,0.8787878787878788,0.2666666666666667
12074,QE_I33,86,77,4.87012987012987,5.0,1.2706261339928082,68,2,0,0.8831168831168831,0.10465116279069764
12354,QE_I33,20,18,3.5,3.5,1.5434872662825794,9,1,0,0.5,0.09999999999999998
12553,QE_I33,30,20,4.2,4.0,1.1516578439248717,13,1,0,0.65,0.33333333333333337
12702,QE_I33,66,53,3.9056603773584904,4.0,1.4710560171234945,34,8,0,0.6415094339622641,0.19696969696969702
12713,QE_I33,24,23,5.6521739130434785,6.0,0.6472807211834832,23,1,0,1.0,0.04166666666666663
12806,QE_I33,17,14,3.7142857142857144,4.0,1.4373357526806552,8,3,0,0.5714285714285714,0.17647058823529416
12918,QE_I33,30,26,4.730769230769231,5.0,1.3433597376039619,23,3,1,0.8846153846153846,0.1333333333333333
12969,QE_I33,64,48,3.5,3.5,1.429179202020993,24,9,0,0.5,0.25
13102,QE_I33,14,11,3.6363636363636362,4.0,1.2862913567871996,7,2,0,0.6363636363636364,0.2142857142857143
13276,QE_I33,32,29,4.103448275862069,4.0,1.4228951268002576,20,0,1,0.6896551724137931,0.09375
13402,QE_I33,66,48,3.5416666666666665,3.5,1.4135865556642118,24,7,0,0.5,0.2727272727272727
13448,QE_I33,17,17,4.352941176470588,5.0,1.366618841822229,12,0,0,0.7058823529411765,0.0
13619,QE_I33,27,19,3.5789473684210527,4.0,1.7737527534606836,11,2,0,0.5789473684210527,0.2962962962962963
13741,QE_I33,33,26,4.038461538461538,4.0,1.6847734383179058,16,2,1,0.6153846153846154,0.21212121212121215
13873,QE_I33,13,13,4.0,4.0,1.4142135623730951,9,0,0,0.6923076923076923,0.0
14121,QE_I33,13,11,4.0,4.0,1.6733200530681513,7,1,0,0.6363636363636364,0.15384615384615385
14233,QE_I33,34,28,3.4642857142857144,4.0,1.59819673514646,15,2,0,0.5357142857142857,0.17647058823529416
14328,QE_I33,94,76,3.5789473684210527,4.0,1.2885460322367153,41,7,1,0.5394736842105263,0.19148936170212771
14505,QE_I33,53,34,3.764705882352941,4.0,1.538571228778491,21,3,1,0.6176470588235294,0.3584905660377359
14542,QE_I33,11,11,4.545454545454546,5.0,1.5075567228888183,7,0,0,0.6363636363636364,0.0
14700,QE_I33,17,14,4.071428571428571,4.0,1.3280573269766118,10,1,0,0.7142857142857143,0.17647058823529416
15000,QE_I33,8,7,5.285714285714286,6.0,0.9511897312113418,7,1,0,1.0,0.125
15413,QE_I33,48,38,4.473684210526316,5.0,1.1327279224202258,32,3,0,0.8421052631578947,0.20833333333333337
15629,QE_I33,7,7,6.0,6.0,0.0,7,0,0,1.0,0.0
15833,QE_I33,15,14,4.5,4.5,1.400549342771779,10,1,0,0.7142857142857143,0.06666666666666665
15862,QE_I33,10,8,4.375,4.0,1.5059406173077154,6,0,0,0.75,0.19999999999999996
15865,QE_I33,6,5,5.6,6.0,0.5477225575051662,5,0,0,1.0,0.16666666666666663
15868,QE_I33,14,12,3.8333333333333335,4.0,1.337115846843043,8,1,0,0.6666666666666666,0.1428571428571429
16009,QE_I33,39,29,4.310344827586207,5.0,1.6058697749164308,21,0,0,0.7241379310344828,0.2564102564102564
16010,QE_I33,10,9,5.222222222222222,6.0,1.0929064207170003,8,0,0,0.8888888888888888,0.09999999999999998
16268,QE_I33,32,23,4.173913043478261,5.0,1.7228985595908761,15,1,0,0.6521739130434783,0.28125
16272,QE_I33,9,8,5.875,6.0,0.3535533905932738,8,1,0,1.0,0.11111111111111116
16403,QE_I33,13,11,5.2727272727272725,5.0,0.4670993664969137,11,1,0,1.0,0.15384615384615385
17154,QE_I33,19,9,4.888888888888889,5.0,1.0540925533894594,8,0,0,0.8888888888888888,0.5263157894736843
17196,QE_I33,39,25,4.28,4.0,1.429452109492771,19,1,1,0.76,0.3589743589743589
18354,QE_I33,1,0,,,,0,0,0,nan,1.0
18382,QE_I33,9,9,5.666666666666667,6.0,0.5,9,0,0,1.0,0.0
18877,QE_I33,9,9,5.666666666666667,6.0,0.7071067811865476,9,0,0,1.0,0.0
18892,QE_I33,16,14,4.285714285714286,5.0,1.4373357526806552,11,1,0,0.7857142857142857,0.125
18954,QE_I33,6,6,4.666666666666667,5.5,1.96638416050035,5,0,0,0.8333333333333334,0.0
18959,QE_I33,6,6,5.5,6.0,0.8366600265340756,6,0,0,1.0,0.0
18961,QE_I33,22,17,5.529411764705882,6.0,0.6242642728467979,17,2,0,1.0,0.2272727272727273
19026,QE_I33,1,0,,,,0,0,0,nan,1.0
19060,QE_I33,49,47,5.425531914893617,6.0,0.8006703944077336,46,0,0,0.9787234042553191,0.04081632653061229
19077,QE_I33,21,13,4.153846153846154,4.0,1.7246329970051526,8,0,0,0.6153846153846154,0.38095238095238093
19191,QE_I33,4,4,4.25,4.5,1.707825127659933,3,0,0,0.75,0.0
19367,QE_I33,2,2,5.0,5.0,1.4142135623730951,2,0,0,1.0,0.0
19396,QE_I33,9,8,4.125,4.5,1.457737973711325,6,1,0,0.75,0.11111111111111116
20315,QE_I33,11,11,5.2727272727272725,5.0,0.7862453931068965,11,0,0,1.0,0.0
20392,QE_I33,43,41,4.2439024390243905,4.0,1.5129522101652462,29,0,1,0.7073170731707317,0.046511627906976716
20578,QE_I33,10,10,3.6,4.0,1.577621275493231,6,0,0,0.6,0.0
20854,QE_I33,18,17,4.9411764705882355,5.0,1.088036547829054,15,0,0,0.8823529411764706,0.05555555555555558
21427,QE_I33,11,9,4.555555555555555,5.0,1.3333333333333337,7,2,0,0.7777777777777778,0.18181818181818177
21443,QE_I33,43,28,4.321428571428571,5.0,1.4670093394782469,20,2,1,0.7142857142857143,0.34883720930232553
21578,QE_I33,6,6,3.8333333333333335,3.5,1.4719601443879746,3,0,0,0.5,0.0
21808,QE_I33,5,4,4.5,4.5,1.2909944487358056,3,1,0,0.75,0.19999999999999996
21822,QE_I33,9,9,5.0,5.0,1.3228756555322951,8,0,0,0.8888888888888888,0.0
21869,QE_I33,10,10,5.5,5.5,0.5270462766947299,10,0,0,1.0,0.0
21876,QE_I33,10,8,5.0,5.0,1.0690449676496976,7,0,0,0.875,0.19999999999999996
21879,QE_I33,14,12,4.833333333333333,6.0,1.6422453217986943,10,2,0,0.8333333333333334,0.1428571428571429
21892,QE_I33,1,0,,,,0,0,0,nan,1.0
27518,QE_I33,13,10,3.7,3.0,1.8885620632287061,4,0,0,0.4,0.23076923076923073
29447,QE_I33,16,15,5.133333333333334,6.0,1.3557637102737474,14,1,0,0.9333333333333333,0.0625
38246,QE_I33,23,19,3.6842105263157894,4.0,1.4549773415168656,11,0,0,0.5789473684210527,0.17391304347826086
38431,QE_I33,8,4,5.0,5.0,1.1547005383792515,4,2,0,1.0,0.5
38678,QE_I33,15,14,3.642857142857143,3.0,1.27744594087896,6,1,0,0.42857142857142855,0.06666666666666665
39715,QE_I33,4,4,5.5,6.0,1.0,4,0,0,1.0,0.0
41069,QE_I33,6,6,4.166666666666667,4.0,1.3291601358251257,3,0,0,0.5,0.0
41490,QE_I33,16,15,3.066666666666667,3.0,1.2227992865708153,6,0,0,0.4,0.0625
43037,QE_I33,26,19,4.947368421052632,5.0,1.35292621998583,17,2,0,0.8947368421052632,0.2692307692307693
43084,QE_I33,9,3,3.6666666666666665,4.0,0.5773502691896258,2,3,0,0.6666666666666666,0.6666666666666667
44372,QE_I33,32,23,3.5652173913043477,4.0,1.5322617553657476,12,2,0,0.5217391304347826,0.28125
45102,QE_I33,7,5,5.4,6.0,0.894427190999916,5,0,0,1.0,0.2857142857142857
45701,QE_I33,7,7,4.571428571428571,5.0,1.1338934190276817,5,0,0,0.7142857142857143,0.0
45703,QE_I33,7,6,5.333333333333333,5.5,0.8164965809277259,6,1,0,1.0,0.1428571428571429
46729,QE_I33,13,11,4.636363636363637,5.0,1.3618169680781094,9,0,0,0.8181818181818182,0.15384615384615385
47333,QE_I33,6,6,5.5,6.0,0.8366600265340756,6,0,0,1.0,0.0
48289,QE_I33,34,31,3.161290322580645,3.0,1.9165380976046087,13,2,0,0.41935483870967744,0.08823529411764708
48946,QE_I33,11,9,4.0,4.0,1.5,7,1,1,0.7777777777777778,0.18181818181818177
49324,QE_I33,83,32,4.15625,4.0,1.6285630911743898,23,4,1,0.71875,0.6144578313253012
50439,QE_I33,3,3,5.0,5.0,1.0,3,0,0,1.0,0.0
52068,QE_I33,2,0,,,,0,0,0,nan,1.0
52139,QE_I33,6,3,3.0,3.0,1.0,1,1,0,0.3333333333333333,0.5
52442,QE_I33,40,39,4.589743589743589,5.0,1.3321519732718325,30,1,0,0.7692307692307693,0.025000000000000022
55811,QE_I33,18,14,3.9285714285714284,3.5,1.7743595036946849,7,0,0,0.5,0.2222222222222222
58522,QE_I33,13,11,5.2727272727272725,5.0,0.9045340337332911,10,1,0,0.9090909090909091,0.15384615384615385
58526,QE_I33,9,8,3.75,3.5,1.5811388300841898,4,0,1,0.5,0.11111111111111116
58588,QE_I33,19,14,4.285714285714286,5.0,1.9386185179765922,9,3,0,0.6428571428571429,0.26315789473684215
59272,QE_I33,27,26,4.076923076923077,5.0,1.4946056850708662,20,1,0,0.7692307692307693,0.03703703703703709
59426,QE_I33,69,60,4.4,5.0,1.237822034797615,49,4,2,0.8166666666666667,0.13043478260869568
59996,QE_I33,54,40,4.2,4.0,1.304823398994708,29,3,0,0.725,0.2592592592592593
60290,QE_I33,7,6,5.0,5.0,0.8944271909999159,6,1,0,1.0,0.1428571428571429
60760,QE_I33,31,25,5.08,6.0,1.3203534880225571,23,4,1,0.92,0.19354838709677424
61024,QE_I33,15,13,5.0,5.0,0.5773502691896257,13,2,0,1.0,0.1333333333333333
61669,QE_I33,18,9,4.777777777777778,5.0,1.7159383568311668,7,5,0,0.7777777777777778,0.5
63062,QE_I33,32,27,4.555555555555555,4.0,1.0500305245868342,24,1,0,0.8888888888888888,0.15625
63383,QE_I33,32,22,4.181818181818182,4.0,1.401915819643949,13,3,0,0.5909090909090909,0.3125
64604,QE_I33,11,10,4.4,4.5,1.4298407059684812,9,0,1,0.9,0.09090909090909094
68313,QE_I33,6,5,5.0,5.0,0.7071067811865475,5,1,0,1.0,0.16666666666666663
68511,QE_I33,37,31,4.612903225806452,5.0,1.453212977161038,26,2,0,0.8387096774193549,0.16216216216216217
70522,QE_I33,21,17,5.117647058823529,6.0,1.2187264326529799,15,1,0,0.8823529411764706,0.19047619047619047
71037,QE_I33,9,7,3.5714285714285716,4.0,1.3972762620115438,4,0,1,0.5714285714285714,0.2222222222222222
71419,QE_I33,15,15,4.866666666666666,5.0,1.4074631010979934,14,0,0,0.9333333333333333,0.0
74276,QE_I33,6,0,,,,0,0,0,nan,1.0
76212,QE_I33,2,2,5.5,5.5,0.7071067811865476,2,0,0,1.0,0.0
80827,QE_I33,5,5,4.0,4.0,2.1213203435596424,3,0,0,0.6,0.0
81423,QE_I33,23,21,4.904761904761905,5.0,1.0442586798663398,20,1,0,0.9523809523809523,0.08695652173913049
81660,QE_I33,9,9,6.0,6.0,0.0,9,0,0,1.0,0.0
81812,QE_I33,19,17,4.764705882352941,5.0,0.9034248560828042,15,0,0,0.8823529411764706,0.10526315789473684
82658,QE_I33,39,31,4.483870967741935,5.0,1.3132902127084092,24,8,0,0.7741935483870968,0.20512820512820518
83289,QE_I33,17,13,4.846153846153846,5.0,0.9870962335856491,12,0,0,0.9230769230769231,0.23529411764705888
83302,QE_I33,35,35,4.3428571428571425,5.0,1.2353341330053453,29,0,0,0.8285714285714286,0.0
83312,QE_I33,19,18,4.333333333333333,5.0,1.495090003192804,14,0,0,0.7777777777777778,0.052631578947368474
83318,QE_I33,22,21,4.904761904761905,5.0,1.3749458863810569,18,0,0,0.8571428571428571,0.045454545454545414
83330,QE_I33,14,12,4.5,5.0,0.674199862463242,11,0,0,0.9166666666666666,0.1428571428571429
83929,QE_I33,22,20,5.15,5.0,0.8127277008872492,20,2,0,1.0,0.09090909090909094
84374,QE_I33,10,9,3.888888888888889,4.0,1.7638342073763937,5,1,0,0.5555555555555556,0.09999999999999998
85320,QE_I33,22,19,4.7894736842105265,5.0,1.3156725094212398,16,3,0,0.8421052631578947,0.13636363636363635
85760,QE_I33,19,17,5.176470588235294,5.0,0.8828430011649194,17,0,0,1.0,0.10526315789473684
86396,QE_I33,34,20,5.15,5.0,0.8750939799154206,19,1,0,0.95,0.4117647058823529
88788,QE_I33,34,29,4.793103448275862,5.0,1.2922657385059222,26,0,0,0.896551724137931,0.1470588235294118
