CO_CURSO,ano_fim_em_n,ano_fim_em_mediana,ano_ingresso_n,ano_ingresso_mediana,anos_desde_ingresso_media,anos_desde_ingresso_mediana,turno_n_valido,turno_noturno_n,turno_noturno_pct
1405215,30,2015.5,30,2022.5,2.466666666666667,2.5,30,30,1.0
1406007,3,2010.0,3,2022.0,3.0,3.0,3,0,0.0
1406064,1,2018.0,1,2019.0,6.0,6.0,1,1,1.0
1407205,1,2005.0,1,2021.0,4.0,4.0,1,1,1.0
1414995,9,2015.0,9,2020.0,5.222222222222222,5.0,9,9,1.0
1416142,10,2021.0,10,2022.0,3.6,3.0,10,10,1.0
1419680,15,2015.0,15,2022.0,2.0,3.0,15,0,0.0
1419827,10,2007.0,10,2022.0,2.4,3.0,10,10,1.0
1420449,4,2008.0,4,2025.0,0.0,0.0,4,0,0.0
1420637,20,2011.5,20,2019.5,5.55,5.5,20,20,1.0
1439555,35,2005.0,35,2022.0,2.4857142857142858,3.0,35,0,0.0
1441230,13,2019.0,13,2021.0,3.923076923076923,4.0,13,0,0.0
1442119,24,2017.0,24,2019.0,6.041666666666667,6.0,24,24,1.0
1442126,4,2007.5,4,2017.5,7.5,7.5,4,0,0.0
1442906,22,2018.0,22,2021.0,4.7272727272727275,4.0,22,22,1.0
1442928,6,2013.0,6,2022.0,3.0,3.0,6,6,1.0
1445889,3,2011.0,3,2021.0,4.333333333333333,4.0,3,3,1.0
1451120,62,2018.0,62,2021.0,3.629032258064516,4.0,62,0,0.0
1452609,7,2011.0,7,2021.0,3.7142857142857144,4.0,7,7,1.0
1453816,9,2019.0,9,2021.0,4.333333333333333,4.0,9,9,1.0
1454028,1,2003.0,1,2023.0,2.0,2.0,1,1,1.0
1454137,5,2017.0,5,2022.0,3.0,3.0,5,0,0.0
1457027,10,2016.5,10,2021.0,3.8,4.0,10,10,1.0
1457037,3,2010.0,3,2021.0,5.333333333333333,4.0,3,0,0.0
1457167,22,2017.5,22,2021.0,4.2272727272727275,4.0,22,0,0.0
1457267,4,2018.5,4,2021.5,3.75,3.5,4,1,0.25
1458143,3,2021.0,3,2022.0,3.6666666666666665,3.0,3,3,1.0
1458481,4,2004.0,4,2023.0,2.25,2.0,4,0,0.0
1458668,11,2012.0,11,2022.0,2.6363636363636362,3.0,11,0,0.0
1465529,9,2009.0,9,2022.0,3.3333333333333335,3.0,9,0,0.0
1467890,2,2009.0,2,2018.0,7.0,7.0,2,0,0.0
1468161,4,2014.0,4,2021.0,4.0,4.0,4,4,1.0
1472818,13,2007.0,13,2021.0,3.923076923076923,4.0,13,0,0.0
1473015,9,1999.0,9,2022.0,3.3333333333333335,3.0,9,0,0.0
1473185,1,1996.0,1,2021.0,4.0,4.0,1,1,1.0
1477654,32,2010.0,32,2023.0,2.0,2.0,32,0,0.0
1483407,9,2013.0,9,2022.0,3.111111111111111,3.0,9,9,1.0
1483490,22,2014.0,22,2022.0,2.409090909090909,3.0,22,0,0.0
1483500,16,2021.0,16,2023.0,1.625,2.0,16,15,0.9375
1483518,3,2010.0,3,2018.0,7.0,7.0,3,0,0.0
1485453,3,2012.0,3,2013.0,11.333333333333334,12.0,3,3,1.0
1486952,14,2015.5,14,2020.5,4.5,4.5,14,14,1.0
1487060,18,2010.0,18,2021.0,4.222222222222222,4.0,18,0,0.0
1487353,7,2007.0,7,2017.0,7.428571428571429,8.0,7,0,0.0
1488240,7,2017.0,7,2022.0,3.5714285714285716,3.0,7,7,1.0
1488974,18,2004.5,18,2022.0,2.4444444444444446,3.0,18,18,1.0
1497052,3,2012.0,3,2018.0,7.0,7.0,3,0,0.0
1499549,8,2013.5,8,2020.5,4.25,4.5,8,8,1.0
1506116,15,2018.0,15,2022.0,3.3333333333333335,3.0,15,15,1.0
1509485,3,2011.0,3,2022.0,3.0,3.0,3,3,1.0
1514192,1,2020.0,1,2021.0,4.0,4.0,1,1,1.0
1515609,19,2019.0,19,2021.0,3.789473684210526,4.0,19,19,1.0
1515616,18,2019.0,18,2021.0,3.8333333333333335,4.0,18,18,1.0
1515618,9,2015.0,9,2020.0,5.222222222222222,5.0,9,4,0.4444444444444444
1516669,1,2003.0,1,2022.0,3.0,3.0,1,0,0.0
1517196,8,2018.0,8,2022.0,3.25,3.0,8,0,0.0
1517293,59,2018.0,59,2024.0,0.6949152542372882,1.0,59,0,0.0
1518083,5,2010.0,5,2022.0,2.4,3.0,5,5,1.0
1519071,4,2012.0,4,2022.5,2.5,2.5,4,4,1.0
1520538,1,2007.0,1,2021.0,4.0,4.0,1,1,1.0
1522008,30,2004.0,30,2025.0,0.3333333333333333,0.0,30,0,0.0
1525884,8,2015.0,8,2022.0,2.125,3.0,8,8,1.0
1525963,1,2017.0,1,2020.0,5.0,5.0,1,0,0.0
1527381,8,2002.0,8,2022.0,3.0,3.0,8,0,0.0
1536334,146,2005.0,146,2022.0,3.0,3.0,146,0,0.0
1541484,21,2021.0,21,2022.0,2.7142857142857144,3.0,21,21,1.0
1543037,2,2021.0,2,2022.0,3.0,3.0,2,2,1.0
1546260,2,2000.0,2,2022.0,3.0,3.0,2,0,0.0
1546969,2,2010.0,2,2022.0,3.0,3.0,2,0,0.0
1547032,1,2016.0,1,2024.0,1.0,1.0,1,0,0.0
1547054,1,2008.0,1,2022.0,3.0,3.0,1,0,0.0
1550087,365,2005.0,365,2024.0,1.1561643835616437,1.0,365,365,1.0
1550199,4,2011.5,4,2022.0,2.75,3.0,4,0,0.0
1550498,6,2020.5,6,2022.0,2.8333333333333335,3.0,6,0,0.0
1550509,5,2018.0,5,2022.0,3.2,3.0,5,5,1.0
1551083,2,2020.5,2,2023.0,2.0,2.0,2,0,0.0
1555830,32,2004.0,32,2023.0,2.40625,2.0,32,0,0.0
1562928,8,2020.0,8,2021.0,4.0,4.0,8,0,0.0
1571245,6,2006.5,6,2021.0,3.5,4.0,6,0,0.0
1572855,1,2021.0,1,2022.0,3.0,3.0,1,1,1.0
1575689,13,2005.0,13,2020.0,5.461538461538462,5.0,13,13,1.0
1576008,10,2008.5,10,2022.5,2.7,2.5,10,10,1.0
1576347,1,2022.0,1,2024.0,1.0,1.0,1,1,1.0
1576448,5,2010.0,5,2024.0,1.4,1.0,5,5,1.0
1576702,1,2021.0,1,2023.0,2.0,2.0,1,1,1.0
1577419,8,2017.5,8,2022.0,3.0,3.0,8,0,0.0
1584375,1,2015.0,1,2023.0,2.0,2.0,1,1,1.0
1591417,5,2020.0,5,2022.0,3.2,3.0,5,0,0.0
1591581,9,2022.0,9,2023.0,2.3333333333333335,2.0,9,0,0.0
1595470,1,2013.0,1,2021.0,4.0,4.0,1,1,1.0
1595646,16,2015.0,16,2022.0,3.0,3.0,16,16,1.0
1595781,3,2021.0,3,2022.0,3.0,3.0,3,3,1.0
1596704,3,2013.0,3,2024.0,1.0,1.0,3,1,0.3333333333333333
1597098,1,1997.0,1,2024.0,1.0,1.0,1,0,0.0
1598572,5,2010.0,5,2022.0,3.0,3.0,5,5,1.0
1598970,2,2020.0,2,2022.0,3.0,3.0,2,2,1.0
1599021,29,2019.0,29,2022.0,3.413793103448276,3.0,29,25,0.8620689655172413
1599390,1,1999.0,1,2022.0,3.0,3.0,1,1,1.0
1611291,37,2014.0,37,2022.0,3.0,3.0,37,0,0.0
1611292,10,2008.0,10,2022.0,3.0,3.0,10,0,0.0
1615079,5,1999.0,5,2023.0,2.4,2.0,5,0,0.0
1625069,28,2015.5,28,2022.0,3.0,3.0,28,0,0.0
1625081,13,2012.0,13,2022.0,3.0,3.0,13,0,0.0
1625089,19,2011.0,19,2022.0,3.0,3.0,19,0,0.0
1625094,14,2009.5,14,2022.0,3.0,3.0,14,0,0.0
1634832,7,2016.0,7,2023.0,2.142857142857143,2.0,7,0,0.0
1634842,3,2010.0,3,2023.0,2.0,2.0,3,0,0.0
1634877,2,2012.5,2,2023.5,1.5,1.5,2,0,0.0
1634891,11,2012.0,11,2023.0,2.0,2.0,11,0,0.0
1668061,4,2016.5,4,2019.0,6.0,6.0,4,2,0.5
1676716,15,2012.0,15,2022.0,3.0,3.0,15,15,1.0
5000138,9,2020.0,9,2021.0,4.333333333333333,4.0,9,4,0.4444444444444444
5000487,12,2018.0,12,2022.0,3.0,3.0,12,12,1.0
5000493,11,2018.0,11,2021.0,3.6363636363636362,4.0,11,0,0.0
5000912,4,2016.0,4,2019.0,6.5,6.0,4,4,1.0
5001337,32,2018.5,32,2021.0,4.5625,4.0,32,0,0.0
