CO_CURSO,registros_microdados,presentes_validos,ausentes,eliminados,resultado_desconsiderado,reaplicacoes,discursiva_valida,discursiva_zero,taxa_presenca_microdados,nt_ger_count,nt_ger_mean,nt_ger_median,nt_ger_std,nt_ger_min,nt_ger_max,nt_ger_p10,nt_ger_p25,nt_ger_p75,nt_ger_p90,nt_ger_iqr,nt_ger_erro_padrao,nt_ger_ic95_inf,nt_ger_ic95_sup,nt_obj_count,nt_obj_mean,nt_obj_median,nt_obj_std,nt_obj_min,nt_obj_max,nt_obj_p10,nt_obj_p25,nt_obj_p75,nt_obj_p90,nt_obj_iqr,nt_obj_erro_padrao,nt_obj_ic95_inf,nt_obj_ic95_sup,nt_dis_count,nt_dis_mean,nt_dis_median,nt_dis_std,nt_dis_min,nt_dis_max,nt_dis_p10,nt_dis_p25,nt_dis_p75,nt_dis_p90,nt_dis_iqr,nt_dis_erro_padrao,nt_dis_ic95_inf,nt_dis_ic95_sup,proficiencia_count,proficiencia_mean,proficiencia_median,proficiencia_std,proficiencia_min,proficiencia_max,proficiencia_p10,proficiencia_p25,proficiencia_p75,proficiencia_p90,proficiencia_iqr,proficiencia_erro_padrao,proficiencia_ic95_inf,proficiencia_ic95_sup,qt_acertos_count,qt_acertos_mean,qt_acertos_median,qt_acertos_std,qt_acertos_min,qt_acertos_max,qt_acertos_p10,qt_acertos_p25,qt_acertos_p75,qt_acertos_p90,qt_acertos_iqr,qt_acertos_erro_padrao,qt_acertos_ic95_inf,qt_acertos_ic95_sup
21808,5,4,1,0,0,0,4,0,0.8,4,63.74,63.730000000000004,5.102496121180954,59.06,68.44,59.222,59.465,68.005,68.266,8.539999999999992,2.551248060590477,58.739553801242664,68.74044619875734,4,63.425,62.5,4.356891093428893,59.5,69.2,59.86,60.400000000000006,65.525,67.73,5.125,2.1784455467144466,59.15524672843968,67.69475327156032,4,6.5,6.125,1.3994046353122223,5.25,8.5,5.475,5.8125,6.8125,7.825,1.0,0.6997023176561111,5.128583457394022,7.871416542605978,4,0.75335,0.7111700000000001,0.19612915914434206,0.5773,1.01376,0.593242,0.617155,0.847365,0.9472020000000001,0.23021000000000003,0.09806457957217103,0.5611434240385448,0.9455565759614551,4,49.25,48.5,3.593976442141304,46,54,46.3,46.75,51.0,52.8,4.25,1.796988221070652,45.727903086701524,52.772096913298476
21822,9,9,0,0,0,0,6,3,1.0,9,49.43111111111111,49.36,10.119956082469482,33.6,68.86,41.088,43.84,55.34,59.24400000000001,11.5,3.373318694156494,42.81940647056438,56.042815751657834,9,50.67777777777778,53.7,8.673490903001197,38.3,66.7,41.26,44.3,54.8,57.18,10.5,2.8911636343337324,45.01109705448366,56.34445850107189,9,4.444444444444445,6.0,3.3860416089850074,0.0,7.75,0.0,0.0,6.75,7.35,6.75,1.1286805363283359,2.2322305932409066,6.656658295647983,9,0.18064555555555556,0.31462,0.39030779674864013,-0.37497,0.90171,-0.24449,-0.10504,0.36689,0.4738540000000001,0.47192999999999996,0.13010259891621337,-0.07435553832022262,0.43564664943133374,9,38.44444444444444,41.0,7.3673453684334484,28,52,30.4,33.0,42.0,44.0,9.0,2.455781789477816,33.63111213706792,43.25777675182096
21869,10,10,0,0,0,0,9,1,1.0,10,58.9,60.620000000000005,12.738693461698148,40.16,73.36,42.392,47.155,69.48,72.946,22.325000000000003,4.028328575366105,51.00447599228243,66.79552400771756,10,56.5,58.9,11.187393699060465,33.3,70.5,43.199999999999996,51.650000000000006,63.1,67.08,11.449999999999996,3.5377645170047396,49.56598154667071,63.43401845332929,10,6.85,7.375,2.9748949561287037,0.0,10.0,3.825,6.1875,8.625,9.775,2.4375,0.940744386111339,5.006141003221775,8.693858996778225,10,0.44218900000000005,0.5508550000000001,0.5025086702944648,-0.59988,1.07078,-0.154524,0.2232825,0.7377,0.9186169999999999,0.5144175,0.15890719421131036,0.13073089934583176,0.7536471006541683,10,43.4,45.5,9.395034149308168,24,55,32.1,39.25,49.0,52.3,9.75,2.9709706606876254,37.57689750505225,49.223102494947746
21876,10,8,1,0,0,0,8,0,0.8,8,44.2775,42.79,14.582543135054125,21.52,70.9,30.774,37.29,51.515,57.656,14.225000000000001,5.155707568871054,34.17231316501274,54.38268683498727,8,40.425,41.35,15.579542446976511,19.4,70.5,23.53,31.299999999999997,45.8,53.839999999999996,14.5,5.508200056020374,29.628927890200067,51.22107210979993,8,5.96875,6.375,1.938507802408853,3.0,8.75,3.7,4.5625,7.25,7.699999999999999,2.6875,0.6853660062331659,4.625432627782995,7.312067372217005,8,-0.28070625,-0.23923,0.7002204770323112,-1.22557,1.07078,-1.040476,-0.6901975,-0.038872500000000004,0.3217169999999998,0.651325,0.24756532381761318,-0.7659342846825218,0.2045217846825218,8,30.125,30.5,12.574776339959291,14,55,16.8,22.5,34.25,41.0,11.75,4.4458548109446845,21.411124570548417,38.83887542945158
21879,14,13,1,0,0,0,12,1,0.9285714285714286,13,49.559999999999995,54.46,14.086255712573161,21.36,65.36,28.912,48.9,58.6,62.372,9.700000000000003,3.9068244039215436,41.90262416831377,57.21737583168622,13,48.96923076923077,50.2,10.862349700945973,26.7,66.7,36.14,45.5,56.0,59.26,10.5,3.012673755290895,43.064390208860615,54.87407132960092,13,5.1923076923076925,6.0,3.1377304798377064,0.0,8.25,0.0,5.0,7.25,8.2,2.25,0.870249856433929,3.4866179736971916,6.897997410918194,13,0.10345153846153848,0.15796,0.4889302378636812,-0.89839,0.90171,-0.475004,-0.05206,0.41925,0.5667220000000001,0.47131,0.13560484944171597,-0.16233396644422482,0.3692370433673018,13,37.07692307692308,38.0,9.059631508892792,19,52,26.2,34.0,43.0,45.8,9.0,2.5126896878555502,32.1520512887262,42.00179486511996
21892,1,0,1,0,0,0,0,0,0.0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,
27518,13,9,3,0,0,0,9,0,0.6923076923076923,9,71.27111111111111,76.8,13.107803443411528,48.4,85.94,53.648,62.3,79.68,84.17999999999999,17.38000000000001,4.3692678144705095,62.707346194748915,79.83487602747331,9,69.36666666666666,77.1,14.256489750285654,45.5,84.3,52.06,56.0,78.5,83.1,22.5,4.752163250095218,60.05242669648003,78.68090663685328,9,7.888888888888889,8.75,1.3756311682682647,6.0,9.25,6.0,7.0,9.0,9.25,2.0,0.45854372275608823,6.990143192286956,8.787634585490823,9,1.0214633333333334,1.36854,0.6419390600750199,-0.05206,1.69571,0.241284,0.41925,1.43121,1.64095,1.0119600000000002,0.2139796866916733,0.6020631474176537,1.4408635192490131,9,53.55555555555556,60.0,11.424875394409247,34,65,39.6,43.0,61.0,64.2,18.0,3.8082917981364157,46.091303631208184,61.01980747990293
29447,16,15,1,0,0,0,14,1,0.9375,15,50.768,50.9,11.607216474491821,33.6,81.18,37.868,43.16,57.099999999999994,58.983999999999995,13.939999999999998,2.996970406768746,44.89393800273326,56.642061997266744,15,46.79333333333333,45.5,11.399590635924895,29.4,77.1,35.3,40.8,50.75,56.72,9.950000000000003,2.943361645767942,41.024344507628165,52.562322159038494,15,6.666666666666667,6.75,2.122722869559845,0.0,9.75,5.85,6.25,7.625,8.3,1.375,0.5480846881612599,5.592420677870598,7.740912655462736,15,0.005421333333333337,-0.05206,0.5124784144704001,-0.77618,1.36854,-0.5099159999999999,-0.266015,0.18408,0.45075,0.450095,0.13232135763564276,-0.2539285276325265,0.26477119429919316,15,35.13333333333333,34.0,9.425396290771824,21,60,25.6,30.0,38.5,43.6,8.5,2.4336268577042954,30.363424692232915,39.903241974433755
38246,23,18,5,0,0,0,18,0,0.782608695652174,18,57.78333333333333,56.42,10.338775100960232,43.22,75.9,45.49,49.629999999999995,63.515,74.05000000000001,13.885000000000005,2.4368726610172042,53.00706291773961,62.55960374892705,18,55.25,55.4,11.091239256065757,35.9,73.0,42.620000000000005,47.9,59.2,71.25,11.300000000000004,2.6142301632421785,50.12610888004533,60.37389111995467,18,6.791666666666667,7.0,1.7155217007902732,3.75,8.75,4.425,5.125,8.0,8.75,2.875,0.40435234263382724,5.999136075104365,7.5841972582289685,18,0.38588,0.39307000000000003,0.49998726675551153,-0.48618,1.18711,-0.1822959999999999,0.05325,0.5640775,1.105679,0.5108275,0.11784812894324984,0.15489766727123033,0.6168623327287697,18,42.27777777777778,42.5,9.31037091290931,26,57,31.6,36.0,45.75,55.6,9.75,2.194475469293387,37.97660585796274,46.57894969759282
38431,8,6,2,0,0,0,4,2,0.75,6,46.303333333333335,45.16,19.851486258380422,24.56,77.8,26.119999999999997,31.055,55.38,67.63,24.325000000000003,8.104335328150677,30.41883609015801,62.18783057650866,6,46.31666666666666,40.2,17.58970342747901,30.7,78.5,32.65,35.85,50.475,66.1,14.625,7.180966354034658,32.24197261275873,60.391360720574596,6,4.625,6.0,3.770775782249589,0.0,8.25,0.0,1.1875,7.4375,7.875,6.25,1.5394127668259308,1.6077509770211758,7.642249022978824,6,-0.016563333333333336,-0.292985,0.7907990218422547,-0.71655,1.43121,-0.6296200000000001,-0.48705750000000003,0.1695125,0.872915,0.6565700000000001,0.3228423487675956,-0.6493343369178207,0.616207670251154,6,34.666666666666664,29.5,14.431447143882234,22,61,23.5,26.0,38.25,51.0,12.25,5.891613625409521,23.119103960864003,46.214229372469326
38678,15,15,0,0,0,0,14,1,1.0,15,50.31066666666666,47.98,11.824120303531293,28.72,70.4,38.328,43.66,60.129999999999995,65.896,16.47,3.0529747346086458,44.32683618683372,56.29449714649961,15,47.68,45.5,11.554046910065756,29.4,70.5,36.38,38.95,54.85,62.62,15.899999999999999,2.9832420842655956,41.832845514839434,53.527154485160565,15,6.083333333333333,6.75,2.606082628518648,0.0,8.75,2.400000000000001,6.0,7.5,8.1,1.5,0.6728876412728783,4.7644735564384915,7.402193110228175,15,0.04546066666666668,-0.05206,0.5194962838649799,-0.77618,1.07078,-0.463828,-0.348055,0.36707500000000004,0.7176939999999999,0.71513,0.13413336372171386,-0.21744072622789248,0.30836205956122587,15,35.93333333333333,34.0,9.691429694519252,21,55,26.4,28.5,42.0,48.599999999999994,13.5,2.50231638718754,31.028793214445752,40.837873452220904
39715,4,4,0,0,0,0,4,0,1.0,4,67.77,70.86,10.34118626335167,53.5,75.86,57.495999999999995,63.489999999999995,75.14,75.572,11.650000000000006,5.170593131675835,57.63563746191536,77.90436253808463,4,65.65,69.2,8.908984229416955,52.5,71.7,57.120000000000005,64.05000000000001,70.8,71.34,6.749999999999986,4.4544921147084775,56.91919545517139,74.38080454482862,4,7.625,7.75,1.8874586088176875,5.75,9.25,5.9,6.125,9.25,9.25,3.125,0.9437293044088437,5.775290563358666,9.474709436641334,4,0.8547875,1.014105,0.4012694955907647,0.2624,1.12854,0.4709090000000001,0.7836725,1.08522,1.111212,0.3015475000000001,0.20063474779538235,0.4615433943210506,1.2480316056789493,4,51.0,54.0,7.438637868140464,40,56,43.9,49.75,55.25,55.7,5.5,3.719318934070232,43.710134889222346,58.289865110777654
41069,6,5,1,0,0,0,4,1,0.8333333333333334,5,49.82000000000001,47.68,20.303014554494123,26.04,78.68,30.567999999999998,37.36,59.34,70.944,21.980000000000004,9.079784138403292,32.02362308872955,67.61637691127046,5,46.9,46.7,22.159309556030845,16.3,77.1,25.62,39.6,54.8,68.17999999999999,15.199999999999996,9.90994450034913,27.476508779315704,66.32349122068429,5,6.15,7.75,3.516034698349833,0.0,8.5,2.6,6.5,8.0,8.3,1.5,1.5724185193516387,3.0680597020707885,9.231940297929212,5,0.009686000000000038,0.00069,0.9974570308188718,-1.36753,1.36854,-0.9485819999999999,-0.32016,0.36689,0.9678800000000001,0.6870499999999999,0.44607634510922,-0.8646236364140711,0.8839956364140713,5,35.6,35.0,17.586926962946084,12,60,18.8,29.0,42.0,52.8,13.0,7.865112840894273,20.184378831847226,51.01562116815278
41490,16,14,2,0,0,0,14,0,0.875,14,57.82857142857143,59.12,11.219945740402776,39.2,78.54,42.706,50.629999999999995,63.59,70.18400000000001,12.960000000000008,2.998656632770062,51.95120442834211,63.70593842880075,14,57.82142857142857,60.1,11.45433599938526,33.3,81.3,46.7,50.45,64.0,65.98,13.549999999999997,3.061300064477895,51.8212804450519,63.82157669780524,14,5.785714285714286,6.375,2.6958963523950885,0.0,9.75,1.5000000000000002,5.8125,6.75,7.8500000000000005,0.9375,0.7205086072082862,4.373517415586044,7.197911155842527,14,0.5015064285714286,0.60387,0.5153033922264726,-0.59988,1.56045,0.00069,0.1709675,0.7783500000000001,0.8687670000000002,0.6073825000000002,0.1377206245681322,0.2315740044178895,0.7714388527249676,14,44.42857142857143,46.5,9.460153566116434,24,63,35.0,38.25,49.75,51.400000000000006,11.5,2.5283323907625284,39.47303994267688,49.384102914465984
43037,26,17,9,0,0,0,10,7,0.6538461538461539,17,39.212941176470586,35.02,11.812349345444519,19.12,65.44,27.472,33.52,47.4,53.376000000000005,13.879999999999995,2.864915531644905,33.597706734446575,44.8281756184946,17,41.699999999999996,42.0,10.42347111091118,23.9,64.3,29.4,32.0,47.9,52.04,15.899999999999999,2.528063080933003,36.74499636137131,46.655003638628685,17,2.926470588235294,2.75,3.024334516006105,0.0,8.0,0.0,0.0,5.5,6.25,5.5,0.7335088621584962,1.4887932184046415,4.364147958065947,17,-0.2237241176470588,-0.21187,0.46851453486069705,-1.02514,0.7919,-0.77618,-0.65781,0.05325,0.24153200000000008,0.71106,0.11363146555104597,-0.44644179012710894,-0.0010064451670086794,17,31.0,31.0,8.565920849505908,17,50,21.0,23.0,36.0,39.6,13.0,2.0775409672466716,26.928019704196522,35.07198029580348
43084,9,6,3,0,0,0,5,1,0.6666666666666666,6,52.88333333333333,58.22,23.225952438310614,11.68,79.18,27.91,47.22,64.39,72.52000000000001,17.17,9.4819553773353,34.29870079375614,71.46796587291053,6,51.416666666666664,58.400000000000006,23.317840094371235,14.6,77.1,23.949999999999996,38.4,65.8,71.9,27.4,9.51946835583678,32.75850868922657,70.07482464410676,6,5.875,6.5,3.2624760535519646,0.0,8.75,2.375,5.125,8.25,8.75,3.125,1.33190027154188,3.2644754677779155,8.485524532222085,6,0.2135366666666667,0.52616,1.0481673547037547,-1.44147,1.36854,-1.020675,-0.371255,0.8607075,1.135125,1.2319624999999998,0.4279125306778374,-0.6251718934618946,1.052245226795228,6,39.5,45.0,18.555322686496186,11,60,17.5,28.25,51.25,56.0,23.0,7.575178765767403,24.65264961909589,54.34735038090411
44372,32,22,10,0,0,0,20,2,0.6875,22,58.67909090909091,61.97,19.127619001276884,21.36,84.44,32.064,49.14,74.22999999999999,80.45,25.08999999999999,4.078022073249417,50.686167645522055,66.67201417265977,22,56.9,58.9,18.204421231694027,26.7,84.3,29.529999999999998,45.8,70.75,78.5,24.950000000000003,3.8811956474364506,49.292856531024555,64.50714346897544,22,6.579545454545454,7.5,3.039801806309915,0.0,9.75,0.3250000000000003,6.25,8.5,9.225000000000001,2.25,0.6480879226843524,5.309293126084123,7.849797783006785,22,0.46041454545454547,0.5508550000000001,0.8193838397160874,-0.89839,1.69571,-0.7702169999999999,-0.038872500000000004,1.0857625,1.43121,1.124635,0.1746932215976805,0.11801583112309172,0.8028132597859992,22,43.54545454545455,45.5,14.8411502337164,19,65,21.1,34.25,55.25,61.0,21.0,3.1641438613695714,37.34373257717019,49.74717651373891
