CO_CURSO,RESPOSTA,n,VARIAVEL
100620,9,1,QE_I68
100620,10,7,QE_I68
100620,,3,QE_I68
100690,4,1,QE_I68
100690,6,1,QE_I68
100690,7,2,QE_I68
100690,8,10,QE_I68
100690,9,8,QE_I68
100690,10,28,QE_I68
100690,,1,QE_I68
100724,7,3,QE_I68
100724,8,5,QE_I68
100724,9,3,QE_I68
100724,10,8,QE_I68
100724,,6,QE_I68
100775,6,1,QE_I68
100775,7,1,QE_I68
100775,8,1,QE_I68
100775,10,5,QE_I68
100808,7,1,QE_I68
100808,8,3,QE_I68
100808,10,6,QE_I68
100916,3,1,QE_I68
100916,5,1,QE_I68
100916,6,2,QE_I68
100916,7,1,QE_I68
100916,8,2,QE_I68
100916,9,1,QE_I68
100916,10,2,QE_I68
101556,5,1,QE_I68
101556,8,2,QE_I68
101556,9,1,QE_I68
101556,10,3,QE_I68
101556,,1,QE_I68
102152,5,2,QE_I68
102152,6,2,QE_I68
102152,8,8,QE_I68
102152,9,6,QE_I68
102152,10,7,QE_I68
102152,,3,QE_I68
102430,4,1,QE_I68
102430,6,2,QE_I68
102430,7,2,QE_I68
102430,8,5,QE_I68
102430,9,4,QE_I68
102430,10,15,QE_I68
102576,3,1,QE_I68
102576,4,2,QE_I68
102576,5,8,QE_I68
102576,6,4,QE_I68
102576,7,6,QE_I68
102576,8,7,QE_I68
102576,9,11,QE_I68
102576,10,32,QE_I68
102588,0,1,QE_I68
102588,1,1,QE_I68
102588,2,1,QE_I68
102588,6,1,QE_I68
102588,7,1,QE_I68
102588,8,3,QE_I68
102588,9,1,QE_I68
102588,10,4,QE_I68
102588,,6,QE_I68
102944,6,1,QE_I68
102944,8,2,QE_I68
102944,9,2,QE_I68
102944,10,2,QE_I68
103381,2,2,QE_I68
103381,7,1,QE_I68
103381,8,6,QE_I68
103381,9,3,QE_I68
103381,10,17,QE_I68
103381,,2,QE_I68
103572,7,2,QE_I68
103572,8,2,QE_I68
103572,9,3,QE_I68
103572,10,13,QE_I68
104282,7,1,QE_I68
104282,8,1,QE_I68
104282,9,2,QE_I68
104282,10,2,QE_I68
104814,7,1,QE_I68
104814,8,5,QE_I68
104814,9,4,QE_I68
104814,10,7,QE_I68
104814,,4,QE_I68
106404,5,1,QE_I68
106404,6,2,QE_I68
106404,7,2,QE_I68
106404,8,4,QE_I68
106404,9,3,QE_I68
106404,10,5,QE_I68
106404,,3,QE_I68
107520,3,1,QE_I68
107520,4,3,QE_I68
107520,5,4,QE_I68
107520,6,2,QE_I68
107520,7,6,QE_I68
107520,8,13,QE_I68
107520,9,8,QE_I68
107520,10,12,QE_I68
107520,,2,QE_I68
108012,10,1,QE_I68
108012,,1,QE_I68
108730,6,1,QE_I68
108730,8,6,QE_I68
108730,9,3,QE_I68
108730,10,4,QE_I68
108734,3,1,QE_I68
108734,4,1,QE_I68
108734,5,1,QE_I68
108734,6,2,QE_I68
108734,7,2,QE_I68
108734,8,4,QE_I68
108734,9,4,QE_I68
108734,10,20,QE_I68
108734,,5,QE_I68
109356,2,1,QE_I68
109356,5,1,QE_I68
109356,7,3,QE_I68
109356,8,2,QE_I68
109356,10,2,QE_I68
109356,,18,QE_I68
109768,6,1,QE_I68
109768,7,2,QE_I68
109768,8,4,QE_I68
109768,9,2,QE_I68
109768,10,9,QE_I68
109948,1,1,QE_I68
109948,3,1,QE_I68
109948,4,1,QE_I68
109948,5,1,QE_I68
109948,6,3,QE_I68
109948,7,2,QE_I68
109948,8,8,QE_I68
109948,9,5,QE_I68
109948,10,13,QE_I68
109948,,12,QE_I68
111506,9,1,QE_I68
111506,10,4,QE_I68
111506,,1,QE_I68
113030,3,1,QE_I68
113030,4,1,QE_I68
113030,7,3,QE_I68
113030,8,4,QE_I68
113030,10,9,QE_I68
113295,6,1,QE_I68
113295,7,3,QE_I68
113295,8,2,QE_I68
113295,9,1,QE_I68
113295,10,7,QE_I68
113490,5,1,QE_I68
113490,6,3,QE_I68
113490,7,2,QE_I68
113490,8,6,QE_I68
113490,9,6,QE_I68
113490,10,29,QE_I68
113490,,4,QE_I68
113589,8,1,QE_I68
113589,9,1,QE_I68
113589,10,5,QE_I68
113907,3,1,QE_I68
113907,5,2,QE_I68
113907,6,1,QE_I68
113907,7,4,QE_I68
113907,8,14,QE_I68
113907,9,8,QE_I68
113907,10,36,QE_I68
113907,,15,QE_I68
113953,5,1,QE_I68
113953,6,2,QE_I68
113953,7,2,QE_I68
113953,8,7,QE_I68
113953,9,4,QE_I68
113953,10,14,QE_I68
114388,8,2,QE_I68
114388,9,1,QE_I68
114388,,2,QE_I68
114556,6,2,QE_I68
114556,7,2,QE_I68
114556,8,2,QE_I68
114556,9,2,QE_I68
114556,10,5,QE_I68
114853,0,2,QE_I68
114853,2,1,QE_I68
114853,4,3,QE_I68
114853,5,6,QE_I68
114853,6,3,QE_I68
114853,7,10,QE_I68
114853,8,21,QE_I68
114853,9,9,QE_I68
114853,10,36,QE_I68
114853,,44,QE_I68
115086,1,1,QE_I68
115086,8,1,QE_I68
115086,9,1,QE_I68
115086,10,6,QE_I68
115086,,2,QE_I68
116144,7,1,QE_I68
116144,8,2,QE_I68
116144,9,2,QE_I68
116144,10,8,QE_I68
116730,7,1,QE_I68
116730,9,2,QE_I68
116730,10,2,QE_I68
116820,8,1,QE_I68
116820,10,2,QE_I68
116856,1,1,QE_I68
116856,3,1,QE_I68
116856,7,1,QE_I68
116856,8,3,QE_I68
116856,9,3,QE_I68
116856,10,1,QE_I68
116856,,1,QE_I68
116882,0,1,QE_I68
116882,2,1,QE_I68
116882,6,2,QE_I68
116882,7,1,QE_I68
116882,8,4,QE_I68
116882,9,1,QE_I68
116882,10,6,QE_I68
117196,9,1,QE_I68
117196,10,1,QE_I68
118100,3,1,QE_I68
118100,5,1,QE_I68
118100,6,1,QE_I68
118100,7,4,QE_I68
118100,8,7,QE_I68
118100,9,8,QE_I68
118100,10,36,QE_I68
118564,4,1,QE_I68
118564,8,1,QE_I68
118564,10,2,QE_I68
120389,0,1,QE_I68
120389,6,1,QE_I68
120389,8,3,QE_I68
120389,9,1,QE_I68
120389,10,5,QE_I68
120389,,2,QE_I68
120767,10,2,QE_I68
121013,5,1,QE_I68
121013,7,2,QE_I68
121013,8,3,QE_I68
121013,9,5,QE_I68
121013,10,12,QE_I68
121013,,3,QE_I68
121792,7,1,QE_I68
121792,8,2,QE_I68
121792,10,3,QE_I68
122122,6,2,QE_I68
122122,7,3,QE_I68
122122,8,8,QE_I68
122122,10,15,QE_I68
122122,,1,QE_I68
122358,,1,QE_I68
122746,4,1,QE_I68
122746,5,2,QE_I68
122746,6,1,QE_I68
122746,8,2,QE_I68
122746,9,5,QE_I68
122746,10,7,QE_I68
122746,,1,QE_I68
123356,0,1,QE_I68
123356,5,1,QE_I68
123356,8,1,QE_I68
123356,9,2,QE_I68
123356,10,8,QE_I68
123356,,18,QE_I68
123472,4,1,QE_I68
123472,5,4,QE_I68
123472,6,4,QE_I68
123472,7,3,QE_I68
123472,8,13,QE_I68
123472,9,6,QE_I68
123472,10,25,QE_I68
123472,,22,QE_I68
123494,10,2,QE_I68
123519,8,4,QE_I68
123519,9,2,QE_I68
123519,10,7,QE_I68
123787,9,1,QE_I68
123787,10,1,QE_I68
123787,,1,QE_I68
300520,4,2,QE_I68
300520,6,2,QE_I68
300520,7,3,QE_I68
300520,8,3,QE_I68
300520,9,1,QE_I68
300520,10,11,QE_I68
300520,,9,QE_I68
312333,0,1,QE_I68
312333,3,2,QE_I68
312333,4,1,QE_I68
312333,5,2,QE_I68
312333,6,4,QE_I68
312333,7,5,QE_I68
312333,8,7,QE_I68
312333,9,4,QE_I68
312333,10,14,QE_I68
312333,,3,QE_I68
1101770,3,1,QE_I68
1101770,5,1,QE_I68
1101770,6,2,QE_I68
1101770,7,2,QE_I68
1101770,8,4,QE_I68
1101770,9,8,QE_I68
1101770,10,25,QE_I68
1101770,,3,QE_I68
1102402,6,1,QE_I68
1102402,7,3,QE_I68
1102402,8,3,QE_I68
1102402,9,4,QE_I68
1102402,10,10,QE_I68
1102402,,15,QE_I68
1102641,10,4,QE_I68
1102795,7,1,QE_I68
1102795,8,1,QE_I68
1102795,9,2,QE_I68
1102795,10,5,QE_I68
1102795,,1,QE_I68
1102963,0,1,QE_I68
1102963,8,1,QE_I68
1102963,9,1,QE_I68
1102963,10,1,QE_I68
1103025,7,1,QE_I68
1103025,8,3,QE_I68
1103025,9,1,QE_I68
1103025,10,5,QE_I68
1103031,7,1,QE_I68
1103031,8,1,QE_I68
1103031,9,4,QE_I68
1103031,10,4,QE_I68
1103032,7,1,QE_I68
1103032,9,1,QE_I68
1103032,10,2,QE_I68
1103185,9,1,QE_I68
1103185,10,1,QE_I68
1103461,2,1,QE_I68
1103461,5,1,QE_I68
1103461,6,1,QE_I68
1103461,8,2,QE_I68
1103461,9,4,QE_I68
1103461,10,6,QE_I68
1103556,0,1,QE_I68
1103556,5,1,QE_I68
1103556,7,1,QE_I68
1103556,8,3,QE_I68
1103556,9,1,QE_I68
1103556,10,7,QE_I68
1103556,,6,QE_I68
1103657,0,1,QE_I68
1103657,2,1,QE_I68
1103657,6,2,QE_I68
1103657,7,2,QE_I68
1103657,8,1,QE_I68
1103657,9,2,QE_I68
1103657,10,5,QE_I68
1103657,,1,QE_I68
1103813,5,2,QE_I68
1103813,6,1,QE_I68
1103813,7,1,QE_I68
1103813,8,4,QE_I68
1103813,9,6,QE_I68
1103813,10,15,QE_I68
1103813,,1,QE_I68
1103910,5,2,QE_I68
1103910,6,1,QE_I68
1103910,7,4,QE_I68
1103910,8,4,QE_I68
1103910,9,4,QE_I68
1103910,10,3,QE_I68
1103910,,6,QE_I68
1103911,2,1,QE_I68
1103911,4,1,QE_I68
1103911,5,2,QE_I68
1103911,6,3,QE_I68
1103911,7,2,QE_I68
1103911,8,1,QE_I68
1103911,9,2,QE_I68
1103911,10,16,QE_I68
1103912,5,1,QE_I68
1103912,8,1,QE_I68
1103912,9,3,QE_I68
1103912,10,5,QE_I68
1103912,,1,QE_I68
1103914,4,2,QE_I68
1103914,5,1,QE_I68
1103914,7,3,QE_I68
1103914,8,2,QE_I68
1103914,9,5,QE_I68
1103914,10,12,QE_I68
1103914,,1,QE_I68
1105218,0,1,QE_I68
1105218,2,2,QE_I68
1105218,4,1,QE_I68
1105218,5,1,QE_I68
1105218,6,1,QE_I68
1105218,7,2,QE_I68
1105218,8,3,QE_I68
1105218,9,2,QE_I68
1105218,10,9,QE_I68
1105218,,3,QE_I68
1106721,8,1,QE_I68
1106721,9,1,QE_I68
1106721,10,4,QE_I68
1108212,0,1,QE_I68
1108212,6,1,QE_I68
1108212,7,5,QE_I68
1108212,8,3,QE_I68
1108212,9,2,QE_I68
1108212,10,11,QE_I68
1108212,,1,QE_I68
1111510,8,2,QE_I68
1111510,10,3,QE_I68
1111510,,1,QE_I68
1117203,5,1,QE_I68
1117203,8,1,QE_I68
1117203,9,2,QE_I68
1117203,10,6,QE_I68
1122743,5,1,QE_I68
1122743,6,3,QE_I68
1122743,7,1,QE_I68
1122743,8,1,QE_I68
1122743,9,3,QE_I68
1122743,10,6,QE_I68
1122743,,2,QE_I68
1123270,1,1,QE_I68
1123270,5,2,QE_I68
1123270,7,2,QE_I68
1123270,8,4,QE_I68
1123270,9,2,QE_I68
1123270,10,11,QE_I68
1123270,,2,QE_I68
1126144,9,1,QE_I68
1126144,10,6,QE_I68
1127113,6,3,QE_I68
1127113,7,4,QE_I68
1127113,8,8,QE_I68
1127113,9,1,QE_I68
1127113,10,10,QE_I68
1127113,,5,QE_I68
1127676,6,1,QE_I68
1127676,7,2,QE_I68
1127676,8,1,QE_I68
1127676,9,1,QE_I68
1127676,10,5,QE_I68
1128030,4,2,QE_I68
1128030,7,2,QE_I68
1128030,9,1,QE_I68
1128030,10,12,QE_I68
1128096,5,1,QE_I68
1128096,7,1,QE_I68
1128096,8,5,QE_I68
1128096,10,18,QE_I68
1128169,0,1,QE_I68
1128169,2,2,QE_I68
1128169,4,1,QE_I68
1128169,5,2,QE_I68
1128169,6,4,QE_I68
1128169,7,5,QE_I68
1128169,8,9,QE_I68
1128169,9,7,QE_I68
1128169,10,16,QE_I68
1128169,,1,QE_I68
1128360,6,1,QE_I68
1128360,7,1,QE_I68
1128360,8,4,QE_I68
1128360,9,1,QE_I68
1128360,10,6,QE_I68
1128360,,2,QE_I68
1128375,8,1,QE_I68
1128375,10,5,QE_I68
1128375,,2,QE_I68
1128378,5,1,QE_I68
1128378,8,2,QE_I68
1128378,9,3,QE_I68
1128378,10,5,QE_I68
1128378,,3,QE_I68
1128936,4,1,QE_I68
1128936,5,1,QE_I68
1128936,7,2,QE_I68
1128936,8,2,QE_I68
1128936,10,6,QE_I68
1128936,,3,QE_I68
1128938,8,2,QE_I68
1128938,10,10,QE_I68
1129073,8,1,QE_I68
1129073,9,1,QE_I68
1129073,10,9,QE_I68
1131697,0,1,QE_I68
1131697,3,1,QE_I68
1131697,5,1,QE_I68
1131697,6,2,QE_I68
1131697,7,2,QE_I68
1131697,8,7,QE_I68
1131697,9,1,QE_I68
1131697,10,11,QE_I68
1131697,,3,QE_I68
1135958,8,1,QE_I68
1135958,10,2,QE_I68
1137846,3,2,QE_I68
1137846,5,1,QE_I68
1137846,6,1,QE_I68
1137846,7,3,QE_I68
1137846,8,1,QE_I68
1137846,9,5,QE_I68
1137846,10,9,QE_I68
1137846,,5,QE_I68
1139335,9,1,QE_I68
1139335,10,3,QE_I68
1139335,,1,QE_I68
1140021,5,1,QE_I68
1140021,7,2,QE_I68
1140021,8,4,QE_I68
1140021,9,2,QE_I68
1140021,10,9,QE_I68
1140021,,1,QE_I68
1142320,6,2,QE_I68
1142320,7,1,QE_I68
1142320,8,1,QE_I68
1142320,9,3,QE_I68
1142320,10,3,QE_I68
1151457,5,1,QE_I68
1151457,8,1,QE_I68
1151457,9,1,QE_I68
1151457,10,3,QE_I68
1151457,,10,QE_I68
1152312,8,1,QE_I68
1152312,9,1,QE_I68
1152312,10,2,QE_I68
1152591,4,1,QE_I68
1152591,6,2,QE_I68
1152591,10,4,QE_I68
1152591,,2,QE_I68
1152637,1,1,QE_I68
1152637,6,1,QE_I68
1152637,7,1,QE_I68
1152637,8,1,QE_I68
1152637,9,4,QE_I68
1152637,10,7,QE_I68
1152880,5,2,QE_I68
1152880,6,1,QE_I68
1152880,7,3,QE_I68
1152880,8,3,QE_I68
1152880,9,2,QE_I68
1152880,10,15,QE_I68
1153801,0,1,QE_I68
1153801,5,3,QE_I68
1153801,7,3,QE_I68
1153801,8,8,QE_I68
1153801,9,2,QE_I68
1153801,10,16,QE_I68
1153801,,11,QE_I68
1154825,4,1,QE_I68
1154825,5,1,QE_I68
1154825,7,2,QE_I68
1154825,8,3,QE_I68
1154825,9,1,QE_I68
1154825,10,10,QE_I68
1154825,,4,QE_I68
1155366,3,2,QE_I68
1155366,8,2,QE_I68
1155366,9,2,QE_I68
1155366,10,10,QE_I68
1155366,,5,QE_I68
1156565,10,4,QE_I68
1156623,8,1,QE_I68
1156623,9,2,QE_I68
1156623,10,4,QE_I68
1160182,8,1,QE_I68
1160182,9,2,QE_I68
1160182,10,4,QE_I68
1160182,,6,QE_I68
1160371,4,1,QE_I68
1160371,5,3,QE_I68
1160371,6,4,QE_I68
1160371,7,2,QE_I68
1160371,8,3,QE_I68
1160371,9,6,QE_I68
1160371,10,10,QE_I68
1160371,,3,QE_I68
1160424,9,1,QE_I68
1160424,10,4,QE_I68
1160424,,6,QE_I68
1160481,9,1,QE_I68
1160481,10,4,QE_I68
1160830,0,7,QE_I68
1160830,1,3,QE_I68
1160830,2,5,QE_I68
1160830,3,7,QE_I68
1160830,4,6,QE_I68
1160830,5,12,QE_I68
1160830,6,19,QE_I68
1160830,7,37,QE_I68
1160830,8,54,QE_I68
1160830,9,47,QE_I68
1160830,10,126,QE_I68
1160830,,306,QE_I68
1160979,4,1,QE_I68
1160979,5,1,QE_I68
1160979,6,3,QE_I68
1160979,7,1,QE_I68
1160979,8,2,QE_I68
1160979,9,6,QE_I68
1160979,10,7,QE_I68
1160979,,3,QE_I68
1161404,2,1,QE_I68
1161404,6,1,QE_I68
1161404,7,4,QE_I68
1161404,8,9,QE_I68
1161404,9,7,QE_I68
1161404,10,6,QE_I68
1161404,,2,QE_I68
1166758,3,1,QE_I68
1166758,4,1,QE_I68
1166758,5,1,QE_I68
1166758,8,4,QE_I68
1166758,9,7,QE_I68
1166758,10,4,QE_I68
1168573,9,1,QE_I68
1168573,10,8,QE_I68
1172590,0,1,QE_I68
1172590,2,1,QE_I68
1172590,3,1,QE_I68
1172590,4,4,QE_I68
1172590,5,5,QE_I68
1172590,6,4,QE_I68
1172590,7,7,QE_I68
1172590,8,16,QE_I68
1172590,9,13,QE_I68
1172590,10,62,QE_I68
1172590,,136,QE_I68
1179877,3,1,QE_I68
1179877,4,2,QE_I68
1179877,5,1,QE_I68
1179877,6,3,QE_I68
1179877,7,3,QE_I68
1179877,8,5,QE_I68
1179877,9,5,QE_I68
1179877,10,13,QE_I68
1179877,,2,QE_I68
1181042,6,1,QE_I68
1181042,7,1,QE_I68
1181042,9,5,QE_I68
1181042,10,13,QE_I68
1181042,,1,QE_I68
1182640,5,1,QE_I68
1182640,6,1,QE_I68
1182640,7,4,QE_I68
1182640,8,2,QE_I68
1182640,9,1,QE_I68
1182640,10,9,QE_I68
1182640,,2,QE_I68
1182765,7,3,QE_I68
1182765,9,5,QE_I68
1182765,10,5,QE_I68
1184450,1,1,QE_I68
1184450,3,1,QE_I68
1184450,5,1,QE_I68
1184450,6,2,QE_I68
1184450,7,1,QE_I68
1184450,8,2,QE_I68
1184450,9,5,QE_I68
1184450,10,12,QE_I68
1185309,1,1,QE_I68
1185309,7,1,QE_I68
1185309,9,1,QE_I68
1185309,10,2,QE_I68
1185309,,1,QE_I68
1185450,,2,QE_I68
1188419,7,3,QE_I68
1188419,8,4,QE_I68
1188419,9,3,QE_I68
1188419,10,2,QE_I68
1188419,,1,QE_I68
1190159,0,4,QE_I68
1190159,1,2,QE_I68
1190159,2,2,QE_I68
1190159,3,9,QE_I68
1190159,4,13,QE_I68
1190159,5,30,QE_I68
1190159,6,29,QE_I68
1190159,7,102,QE_I68
1190159,8,167,QE_I68
1190159,9,115,QE_I68
1190159,10,476,QE_I68
1190159,,383,QE_I68
1193885,2,1,QE_I68
1193885,8,1,QE_I68
1193885,10,4,QE_I68
1193885,,2,QE_I68
1202856,3,1,QE_I68
1202856,5,2,QE_I68
1202856,6,1,QE_I68
1202856,7,2,QE_I68
1202856,8,9,QE_I68
1202856,9,5,QE_I68
1202856,10,20,QE_I68
1202856,,19,QE_I68
1203136,4,1,QE_I68
1203136,5,4,QE_I68
1203136,6,1,QE_I68
1203136,7,3,QE_I68
1203136,8,5,QE_I68
1203136,9,2,QE_I68
1203136,10,11,QE_I68
1203136,,9,QE_I68
1205924,2,1,QE_I68
1205924,6,1,QE_I68
1205924,7,1,QE_I68
1205924,8,4,QE_I68
1205924,9,1,QE_I68
1205924,10,13,QE_I68
1205924,,3,QE_I68
1214485,5,1,QE_I68
1214485,7,1,QE_I68
1214485,8,1,QE_I68
1214485,10,4,QE_I68
1258370,6,1,QE_I68
1258370,10,3,QE_I68
1260434,8,2,QE_I68
1260434,9,6,QE_I68
1260434,10,3,QE_I68
1264321,8,3,QE_I68
1264321,10,3,QE_I68
1264336,2,1,QE_I68
1264336,4,1,QE_I68
1264336,7,2,QE_I68
1264336,9,1,QE_I68
1264336,10,1,QE_I68
1264336,,1,QE_I68
1266766,2,1,QE_I68
1266766,3,2,QE_I68
1266766,4,2,QE_I68
1266766,5,3,QE_I68
1266766,6,3,QE_I68
1266766,7,6,QE_I68
1266766,8,13,QE_I68
1266766,9,5,QE_I68
1266766,10,15,QE_I68
1266766,,13,QE_I68
1268237,,3,QE_I68
1270326,10,3,QE_I68
1270371,5,2,QE_I68
1270371,8,1,QE_I68
1270371,9,2,QE_I68
1270371,10,7,QE_I68
1284904,10,5,QE_I68
1284904,,1,QE_I68
1285866,0,5,QE_I68
1285866,1,2,QE_I68
1285866,2,4,QE_I68
1285866,3,6,QE_I68
1285866,4,4,QE_I68
1285866,5,19,QE_I68
1285866,6,26,QE_I68
1285866,7,44,QE_I68
1285866,8,100,QE_I68
1285866,9,42,QE_I68
1285866,10,135,QE_I68
1285866,,135,QE_I68
1292570,0,7,QE_I68
1292570,1,3,QE_I68
1292570,2,5,QE_I68
1292570,3,11,QE_I68
1292570,4,7,QE_I68
1292570,5,30,QE_I68
1292570,6,30,QE_I68
1292570,7,62,QE_I68
1292570,8,87,QE_I68
1292570,9,76,QE_I68
1292570,10,269,QE_I68
1292570,,214,QE_I68
1292767,5,1,QE_I68
1292767,7,1,QE_I68
1292767,8,2,QE_I68
1292767,9,4,QE_I68
1292767,10,3,QE_I68
1292902,7,2,QE_I68
1292902,8,1,QE_I68
1292902,9,1,QE_I68
1292902,10,7,QE_I68
1292902,,4,QE_I68
1296649,3,1,QE_I68
1296649,4,2,QE_I68
1296649,5,3,QE_I68
1296649,6,6,QE_I68
1296649,7,12,QE_I68
1296649,8,16,QE_I68
1296649,9,9,QE_I68
1296649,10,45,QE_I68
1296649,,38,QE_I68
1298841,3,1,QE_I68
1298841,5,1,QE_I68
1298841,8,1,QE_I68
1298841,9,2,QE_I68
1298841,10,5,QE_I68
1298841,,4,QE_I68
1300008,0,2,QE_I68
1300008,4,1,QE_I68
1300008,6,1,QE_I68
1300008,7,10,QE_I68
1300008,8,11,QE_I68
1300008,9,6,QE_I68
1300008,10,25,QE_I68
1300008,,13,QE_I68
1300375,4,1,QE_I68
1300375,5,2,QE_I68
1300375,6,2,QE_I68
1300375,7,2,QE_I68
1300375,8,9,QE_I68
1300375,9,2,QE_I68
1300375,10,10,QE_I68
1300375,,7,QE_I68
1304557,2,1,QE_I68
1304557,4,1,QE_I68
1304557,6,3,QE_I68
1304557,8,5,QE_I68
1304557,9,2,QE_I68
1304557,10,4,QE_I68
1304557,,2,QE_I68
1312211,2,1,QE_I68
1312211,4,1,QE_I68
1312211,6,1,QE_I68
1312211,8,2,QE_I68
1312211,9,1,QE_I68
1312211,10,2,QE_I68
1313067,4,1,QE_I68
1313067,7,5,QE_I68
1313067,8,4,QE_I68
1313067,9,3,QE_I68
1313067,10,13,QE_I68
1313067,,5,QE_I68
1313355,4,1,QE_I68
1313355,7,2,QE_I68
1313355,8,1,QE_I68
1313355,9,3,QE_I68
1313355,10,3,QE_I68
1313355,,1,QE_I68
1313360,4,1,QE_I68
1313360,5,1,QE_I68
1313360,8,2,QE_I68
1313360,9,5,QE_I68
1313360,10,1,QE_I68
1313360,,1,QE_I68
1315060,0,8,QE_I68
1315060,1,6,QE_I68
1315060,2,8,QE_I68
1315060,3,4,QE_I68
1315060,4,14,QE_I68
1315060,5,34,QE_I68
1315060,6,38,QE_I68
1315060,7,73,QE_I68
1315060,8,170,QE_I68
1315060,9,153,QE_I68
1315060,10,499,QE_I68
1315060,,381,QE_I68
1321332,5,1,QE_I68
1321332,7,2,QE_I68
1321332,8,3,QE_I68
1321332,9,1,QE_I68
1321332,10,11,QE_I68
1321332,,2,QE_I68
1321334,5,1,QE_I68
1321334,10,2,QE_I68
1321334,,1,QE_I68
1321678,9,1,QE_I68
1321678,10,3,QE_I68
1321678,,1,QE_I68
1327336,0,1,QE_I68
1327336,3,1,QE_I68
1327336,7,2,QE_I68
1327336,8,1,QE_I68
1327336,9,3,QE_I68
1327336,10,3,QE_I68
1327336,,1,QE_I68
1327524,3,2,QE_I68
1327524,5,2,QE_I68
1327524,7,1,QE_I68
1327524,8,2,QE_I68
1327524,9,3,QE_I68
1327524,10,2,QE_I68
1327524,,2,QE_I68
1330050,0,4,QE_I68
1330050,4,1,QE_I68
1330050,5,4,QE_I68
1330050,6,5,QE_I68
1330050,7,10,QE_I68
1330050,8,15,QE_I68
1330050,9,9,QE_I68
1330050,10,27,QE_I68
1330050,,57,QE_I68
1330203,,1,QE_I68
1330366,8,1,QE_I68
1330366,9,1,QE_I68
1330369,4,1,QE_I68
1330369,10,2,QE_I68
1330372,8,1,QE_I68
1330372,10,2,QE_I68
1330372,,2,QE_I68
1330384,4,1,QE_I68
1330384,6,3,QE_I68
1330384,8,4,QE_I68
1330384,9,2,QE_I68
1330384,10,7,QE_I68
1331356,5,1,QE_I68
1331356,8,2,QE_I68
1331356,9,1,QE_I68
1331356,10,10,QE_I68
1332695,5,3,QE_I68
1332695,8,5,QE_I68
1332695,9,5,QE_I68
1332695,10,5,QE_I68
1333201,3,2,QE_I68
1333201,8,3,QE_I68
1333201,9,2,QE_I68
1333201,10,10,QE_I68
1338287,8,2,QE_I68
1338287,9,1,QE_I68
1340989,0,1,QE_I68
1340989,3,1,QE_I68
1340989,4,1,QE_I68
1340989,6,1,QE_I68
1340989,8,1,QE_I68
1340989,9,5,QE_I68
1340989,10,6,QE_I68
1341230,5,1,QE_I68
1341230,7,2,QE_I68
1341230,8,3,QE_I68
1341230,9,2,QE_I68
1341230,10,4,QE_I68
1341347,7,1,QE_I68
1341347,8,1,QE_I68
1341347,9,3,QE_I68
1341347,10,8,QE_I68
1349112,3,1,QE_I68
1349112,8,1,QE_I68
1349112,9,3,QE_I68
1349112,10,7,QE_I68
1349112,,2,QE_I68
1350689,6,1,QE_I68
1350689,9,1,QE_I68
1350689,10,5,QE_I68
1366967,7,1,QE_I68
1366967,9,2,QE_I68
1366967,10,14,QE_I68
1375344,5,1,QE_I68
1375344,6,2,QE_I68
1375344,7,2,QE_I68
1375344,8,4,QE_I68
1375344,9,6,QE_I68
1375344,10,11,QE_I68
1375344,,6,QE_I68
1379285,0,2,QE_I68
1379285,2,1,QE_I68
1379285,5,5,QE_I68
1379285,6,2,QE_I68
1379285,7,7,QE_I68
1379285,8,9,QE_I68
1379285,9,7,QE_I68
1379285,10,31,QE_I68
1379285,,37,QE_I68
1382647,8,3,QE_I68
1382647,9,1,QE_I68
1382647,10,5,QE_I68
1382647,,1,QE_I68
1382815,8,2,QE_I68
1382815,9,1,QE_I68
1382815,10,1,QE_I68
1385337,,2,QE_I68
1387235,5,2,QE_I68
1387235,8,1,QE_I68
1387235,9,2,QE_I68
1387235,10,3,QE_I68
1387235,,2,QE_I68
1396228,9,2,QE_I68
1396228,10,16,QE_I68
1399848,3,1,QE_I68
1399848,4,1,QE_I68
1399848,6,1,QE_I68
1399848,8,1,QE_I68
1399848,9,1,QE_I68
1399848,10,8,QE_I68
1401623,1,1,QE_I68
1401623,2,2,QE_I68
1401623,3,8,QE_I68
1401623,4,3,QE_I68
1401623,5,18,QE_I68
1401623,6,11,QE_I68
1401623,7,39,QE_I68
1401623,8,60,QE_I68
1401623,9,29,QE_I68
1401623,10,137,QE_I68
1401623,,217,QE_I68
1405215,5,2,QE_I68
1405215,7,2,QE_I68
1405215,8,3,QE_I68
1405215,9,3,QE_I68
1405215,10,15,QE_I68
1405215,,5,QE_I68
1406007,8,2,QE_I68
1406007,10,1,QE_I68
1406064,,1,QE_I68
1407205,,1,QE_I68
1414995,1,1,QE_I68
1414995,6,1,QE_I68
1414995,7,1,QE_I68
1414995,9,2,QE_I68
1414995,10,4,QE_I68
1416142,0,1,QE_I68
1416142,6,1,QE_I68
1416142,8,2,QE_I68
1416142,10,5,QE_I68
1416142,,1,QE_I68
1419680,8,1,QE_I68
1419680,9,1,QE_I68
1419680,10,12,QE_I68
1419680,,1,QE_I68
1419827,4,1,QE_I68
1419827,7,1,QE_I68
1419827,8,2,QE_I68
1419827,10,4,QE_I68
1419827,,2,QE_I68
1420449,8,1,QE_I68
1420449,10,3,QE_I68
1420637,6,2,QE_I68
1420637,7,1,QE_I68
