NU_ANO,CO_CURSO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NO_IES,SG_IES,AREA,MODALIDADE,MUNICIPIO,UF,INSCRITOS,PARTICIPANTES,TOTAL_PADRAO_PROFICIENCIA,PCT_PADRAO_PROFICIENCIA,CONCEITO_ENADE,SITUACAO_CONCEITO,ROTULO_OFERTA,CONCEITO_ENADE_NUM,INSCRITOS_NUM,PARTICIPANTES_NUM,PCT_PADRAO_PROFICIENCIA_NUM,GRUPO_CODIGO,GRUPO
2025,19191,756,2,10028,702,1,2207009,22,2,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,MATEMÁTICA ,Presencial,Oeiras,PI,4,3,0,0,1,Conceito 1,Oeiras - Presencial,1,4,3,0.0,E,Restante do Brasil
2025,19367,150,8,10028,702,1,3552205,35,3,UNIVERSIDADE DE SOROCABA,UNISO,MATEMÁTICA ,Presencial,Sorocaba,SP,2,2,2,1,5,Conceito superior a 1,Sorocaba - Presencial,5,2,2,1.0,E,Restante do Brasil
2025,19396,609,2,10028,702,1,4108304,41,4,UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ,UNIOESTE,MATEMÁTICA ,Presencial,Foz do Iguaçu,PR,9,9,4,0.444,2,Conceito superior a 1,Foz do Iguaçu - Presencial,2,9,9,0.444,E,Restante do Brasil
2025,20315,482,8,10028,702,1,4204608,42,4,UNIVERSIDADE DO EXTREMO SUL CATARINENSE,UNESC,MATEMÁTICA ,Presencial,Criciúma,SC,11,11,6,0.545,2,Conceito superior a 1,Criciúma - Presencial,2,11,11,0.545,E,Restante do Brasil
2025,20392,756,2,10028,702,1,2211001,22,2,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,MATEMÁTICA ,Presencial,Teresina,PI,43,40,12,0.3,1,Conceito 1,Teresina - Presencial,1,43,40,0.3,E,Restante do Brasil
2025,20578,688,2,10028,702,1,2933307,29,2,UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA,UESB,MATEMÁTICA ,Presencial,Vitória da Conquista,BA,10,8,5,0.625,3,Conceito superior a 1,Vitória da Conquista - Presencial,3,10,8,0.625,E,Restante do Brasil
2025,20854,1036,2,10028,702,1,3147907,31,3,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,UEMG,MATEMÁTICA ,Presencial,Passos,MG,18,14,4,0.286,1,Conceito 1,Passos - Presencial,1,18,14,0.286,E,Restante do Brasil
2025,21427,55,2,10028,702,1,3548906,35,3,UNIVERSIDADE DE SÃO PAULO,USP,MATEMÁTICA ,Presencial,São Carlos,SP,11,11,11,1,5,Conceito superior a 1,São Carlos - Presencial,5,11,11,1.0,E,Restante do Brasil
2025,21443,600,1,10026,702,1,2111300,21,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",IFMA,MATEMÁTICA ,Presencial,São Luís,MA,43,29,16,0.552,2,Conceito superior a 1,São Luís - Presencial,2,43,29,0.552,E,Restante do Brasil
2025,21578,1027,2,10028,702,1,3301009,33,3,UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO,UENF,MATEMÁTICA ,Presencial,Campos dos Goytacazes,RJ,6,6,6,1,5,Conceito superior a 1,Campos dos Goytacazes - Presencial,5,6,6,1.0,E,Restante do Brasil
2025,21808,47,2,10028,702,1,5218508,52,5,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,MATEMÁTICA ,Presencial,Quirinópolis,GO,5,4,4,1,5,Conceito superior a 1,Quirinópolis - Presencial,5,5,4,1.0,E,Restante do Brasil
2025,21822,47,2,10028,702,1,5213806,52,5,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,MATEMÁTICA ,Presencial,Morrinhos,GO,9,9,3,0.333,1,Conceito 1,Morrinhos - Presencial,1,9,9,0.333,E,Restante do Brasil
2025,21869,47,2,10028,702,1,5201108,52,5,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,MATEMÁTICA ,Presencial,Anápolis,GO,10,10,7,0.7,3,Conceito superior a 1,Anápolis - Presencial,3,10,10,0.7,E,Restante do Brasil
2025,21876,47,2,10028,702,1,5208905,52,5,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,MATEMÁTICA ,Presencial,Goiás,GO,10,8,3,0.375,1,Conceito 1,Goiás - Presencial,1,10,8,0.375,E,Restante do Brasil
2025,21879,47,2,10028,702,1,5208004,52,5,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,MATEMÁTICA ,Presencial,Formosa,GO,14,13,8,0.615,3,Conceito superior a 1,Formosa - Presencial,3,14,13,0.615,E,Restante do Brasil
2025,21892,47,2,10028,702,1,5218300,52,5,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,MATEMÁTICA ,Presencial,Posse,GO,1,,,,SC,Sem conceito,Posse - Presencial,,1,,,E,Restante do Brasil
2025,27518,55,2,10028,702,1,3548906,35,3,UNIVERSIDADE DE SÃO PAULO,USP,MATEMÁTICA ,Presencial,São Carlos,SP,13,9,8,0.889,4,Conceito superior a 1,São Carlos - Presencial,4,13,9,0.889,E,Restante do Brasil
2025,29447,3515,5,10020,702,1,2616407,26,2,CENTRO UNIVERSITÁRIO DA VITÓRIA DE SANTO ANTÃO,UNIVISA,MATEMÁTICA ,Presencial,Vitória de Santo Antão,PE,16,15,8,0.533,2,Conceito superior a 1,Vitória de Santo Antão - Presencial,2,16,15,0.533,E,Restante do Brasil
2025,38246,583,1,10028,702,1,2304400,23,2,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,MATEMÁTICA ,Presencial,Fortaleza,CE,23,18,13,0.722,3,Conceito superior a 1,Fortaleza - Presencial,3,23,18,0.722,E,Restante do Brasil
2025,38431,14,8,10028,702,1,4318705,43,4,UNIVERSIDADE DO VALE DO RIO DOS SINOS,UNISINOS,MATEMÁTICA ,Presencial,São Leopoldo,RS,8,6,2,0.333,1,Conceito 1,São Leopoldo - Presencial,1,8,6,0.333,E,Restante do Brasil
2025,38678,688,2,10028,702,1,2918001,29,2,UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA,UESB,MATEMÁTICA ,Presencial,Jequié,BA,15,15,6,0.4,2,Conceito superior a 1,Jequié - Presencial,2,15,15,0.4,E,Restante do Brasil
2025,39715,1036,2,10028,702,1,3122306,31,3,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,UEMG,MATEMÁTICA ,Presencial,Divinópolis,MG,4,4,4,1,5,Conceito superior a 1,Divinópolis - Presencial,5,4,4,1.0,E,Restante do Brasil
2025,41069,582,1,10028,702,1,4316907,43,4,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,MATEMÁTICA ,Presencial,Santa Maria,RS,6,5,2,0.4,2,Conceito superior a 1,Santa Maria - Presencial,2,6,5,0.4,E,Restante do Brasil
2025,41490,24,2,10028,702,1,2913606,29,2,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,UESC,MATEMÁTICA ,Presencial,Ilhéus,BA,16,14,11,0.786,4,Conceito superior a 1,Ilhéus - Presencial,4,16,14,0.786,E,Restante do Brasil
2025,43037,719,2,10028,702,1,5101704,51,5,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT,UNEMAT,MATEMÁTICA ,Presencial,Barra do Bugres,MT,26,17,4,0.235,1,Conceito 1,Barra do Bugres - Presencial,1,26,17,0.235,E,Restante do Brasil
2025,43084,18492,2,10028,702,1,4118402,41,4,Universidade Estadual do Paraná,UNESPAR,MATEMÁTICA ,Presencial,Paranavaí,PR,9,6,4,0.667,3,Conceito superior a 1,Paranavaí - Presencial,3,9,6,0.667,E,Restante do Brasil
2025,44372,2,1,10028,702,1,5300108,53,5,UNIVERSIDADE DE BRASÍLIA,UNB,MATEMÁTICA ,Presencial,Brasília,DF,32,22,15,0.682,3,Conceito superior a 1,Brasília - Presencial,3,32,22,0.682,E,Restante do Brasil
2025,45102,47,2,10028,702,1,5218003,52,5,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,MATEMÁTICA ,Presencial,Porangatu,GO,7,5,1,0.2,1,Conceito 1,Porangatu - Presencial,1,7,5,0.2,E,Restante do Brasil
2025,45701,1028,2,10028,702,1,5002902,50,5,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,UEMS,MATEMÁTICA ,Presencial,Cassilândia,MS,7,6,5,0.833,4,Conceito superior a 1,Cassilândia - Presencial,4,7,6,0.833,E,Restante do Brasil
2025,45703,1028,2,10028,702,1,5006200,50,5,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,UEMS,MATEMÁTICA ,Presencial,Nova Andradina,MS,7,7,5,0.714,3,Conceito superior a 1,Nova Andradina - Presencial,3,7,7,0.714,E,Restante do Brasil
2025,46729,18492,2,10028,702,1,4128203,41,4,Universidade Estadual do Paraná,UNESPAR,MATEMÁTICA ,Presencial,União da Vitória,PR,13,9,6,0.667,3,Conceito superior a 1,União da Vitória - Presencial,3,13,9,0.667,E,Restante do Brasil
2025,47333,47,2,10028,702,1,5210208,52,5,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,MATEMÁTICA ,Presencial,Iporá,GO,6,6,3,0.5,2,Conceito superior a 1,Iporá - Presencial,2,6,6,0.5,E,Restante do Brasil
2025,48289,1813,1,10026,702,1,1501402,15,1,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ",IFPA,MATEMÁTICA ,Presencial,Belém,PA,34,31,16,0.516,2,Conceito superior a 1,Belém - Presencial,2,34,31,0.516,C,Outras IES do Pará
2025,48946,107,1,10028,702,1,3162500,31,3,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,MATEMÁTICA ,Presencial,São João del Rei,MG,11,11,7,0.636,3,Conceito superior a 1,São João del Rei - Presencial,3,11,11,0.636,E,Restante do Brasil
2025,49324,572,1,10028,702,0,3303302,33,3,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,MATEMÁTICA ,EaD,Niterói,RJ,83,27,19,0.704,3,Conceito superior a 1,Niterói - EaD,3,83,27,0.704,E,Restante do Brasil
2025,50439,5285,8,10022,702,1,4321204,43,4,FACULDADES INTEGRADAS DE TAQUARA,FACCAT,MATEMÁTICA ,Presencial,Taquara,RS,3,3,2,0.667,3,Conceito superior a 1,Taquara - Presencial,3,3,3,0.667,E,Restante do Brasil
2025,52068,494,8,10028,702,1,4218707,42,4,UNIVERSIDADE DO SUL DE SANTA CATARINA,UNISUL,MATEMÁTICA ,Presencial,Tubarão,SC,2,1,,,SC,Sem conceito,Tubarão - Presencial,,2,1,,E,Restante do Brasil
2025,52139,694,1,10028,702,1,5006309,50,5,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,MATEMÁTICA ,Presencial,Paranaíba,MS,6,4,3,0.75,4,Conceito superior a 1,Paranaíba - Presencial,4,6,4,0.75,E,Restante do Brasil
2025,52442,1120,1,10026,702,1,3301009,33,3,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE",IF Fluminense,MATEMÁTICA ,Presencial,Campos dos Goytacazes,RJ,40,35,20,0.571,2,Conceito superior a 1,Campos dos Goytacazes - Presencial,2,40,35,0.571,E,Restante do Brasil
2025,55811,15015,2,10028,702,1,4111803,41,4,Universidade Estadual do Norte do Paraná,UENP,MATEMÁTICA ,Presencial,Jacarezinho,PR,18,14,4,0.286,1,Conceito 1,Jacarezinho - Presencial,1,18,14,0.286,E,Restante do Brasil
2025,58522,29,2,10028,702,1,2307601,23,2,UNIVERSIDADE ESTADUAL DO CEARÁ,UECE,MATEMÁTICA ,Presencial,Limoeiro do Norte,CE,13,11,6,0.545,2,Conceito superior a 1,Limoeiro do Norte - Presencial,2,13,11,0.545,E,Restante do Brasil
2025,58526,29,2,10028,702,1,2305506,23,2,UNIVERSIDADE ESTADUAL DO CEARÁ,UECE,MATEMÁTICA ,Presencial,Iguatu,CE,9,7,4,0.571,2,Conceito superior a 1,Iguatu - Presencial,2,9,7,0.571,E,Restante do Brasil
2025,58588,29,2,10028,702,1,2311306,23,2,UNIVERSIDADE ESTADUAL DO CEARÁ,UECE,MATEMÁTICA ,Presencial,Quixadá,CE,19,16,6,0.375,1,Conceito 1,Quixadá - Presencial,1,19,16,0.375,E,Restante do Brasil
2025,59272,409,2,10028,702,1,2611101,26,2,UNIVERSIDADE DE PERNAMBUCO,UPE,MATEMÁTICA ,Presencial,Petrolina,PE,27,24,18,0.75,4,Conceito superior a 1,Petrolina - Presencial,4,27,24,0.75,E,Restante do Brasil
2025,59426,409,2,10028,702,1,2609501,26,2,UNIVERSIDADE DE PERNAMBUCO,UPE,MATEMÁTICA ,Presencial,Nazaré da Mata,PE,69,65,31,0.477,2,Conceito superior a 1,Nazaré da Mata - Presencial,2,69,65,0.477,E,Restante do Brasil
2025,59996,409,2,10028,702,1,2606002,26,2,UNIVERSIDADE DE PERNAMBUCO,UPE,MATEMÁTICA ,Presencial,Garanhuns,PE,54,38,30,0.789,4,Conceito superior a 1,Garanhuns - Presencial,4,54,38,0.789,E,Restante do Brasil
2025,60290,56,2,10028,702,1,3520442,35,3,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNESP,MATEMÁTICA ,Presencial,Ilha Solteira,SP,7,6,5,0.833,4,Conceito superior a 1,Ilha Solteira - Presencial,4,7,6,0.833,E,Restante do Brasil
2025,60760,3172,2,10028,702,1,1304203,13,1,UNIVERSIDADE DO ESTADO DO AMAZONAS,UEA,MATEMÁTICA ,Presencial,Tefé,AM,31,27,2,0.074,1,Conceito 1,Tefé - Presencial,1,31,27,0.074,D,Restante da Região Norte
2025,61024,3172,2,10028,702,1,1304062,13,1,UNIVERSIDADE DO ESTADO DO AMAZONAS,UEA,MATEMÁTICA ,Presencial,Tabatinga,AM,15,15,5,0.333,1,Conceito 1,Tabatinga - Presencial,1,15,15,0.333,D,Restante da Região Norte
2025,61669,3172,2,10028,702,1,1303403,13,1,UNIVERSIDADE DO ESTADO DO AMAZONAS,UEA,MATEMÁTICA ,Presencial,Parintins,AM,18,13,2,0.154,1,Conceito 1,Parintins - Presencial,1,18,13,0.154,D,Restante da Região Norte
2025,63062,1820,1,10026,702,1,2211001,22,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",IFPI,MATEMÁTICA ,Presencial,Teresina,PI,32,25,15,0.6,3,Conceito superior a 1,Teresina - Presencial,3,32,25,0.6,E,Restante do Brasil
2025,63383,1807,1,10026,702,1,2304400,23,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,MATEMÁTICA ,Presencial,Fortaleza,CE,32,22,17,0.773,4,Conceito superior a 1,Fortaleza - Presencial,4,32,22,0.773,E,Restante do Brasil
2025,64604,367,2,10028,702,1,3161106,31,3,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,MATEMÁTICA ,Presencial,São Francisco,MG,11,9,2,0.222,1,Conceito 1,São Francisco - Presencial,1,11,9,0.222,E,Restante do Brasil
2025,68313,1028,2,10028,702,1,5003702,50,5,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,UEMS,MATEMÁTICA ,Presencial,Dourados,MS,6,5,1,0.2,1,Conceito 1,Dourados - Presencial,1,6,5,0.2,E,Restante do Brasil
2025,68511,1036,2,10028,702,1,3129806,31,3,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,UEMG,MATEMÁTICA ,Presencial,Ibirité,MG,37,31,10,0.323,1,Conceito 1,Ibirité - Presencial,1,37,31,0.323,E,Restante do Brasil
2025,70522,547,2,10028,702,1,3301702,33,3,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UERJ,MATEMÁTICA ,Presencial,Duque de Caxias,RJ,21,14,8,0.571,2,Conceito superior a 1,Duque de Caxias - Presencial,2,21,14,0.571,E,Restante do Brasil
2025,71037,756,2,10028,702,1,2211001,22,2,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,MATEMÁTICA ,Presencial,Teresina,PI,9,8,1,0.125,1,Conceito 1,Teresina - Presencial,1,9,8,0.125,E,Restante do Brasil
2025,71419,56,2,10028,702,1,3518404,35,3,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNESP,MATEMÁTICA ,Presencial,Guaratinguetá,SP,15,15,10,0.667,3,Conceito superior a 1,Guaratinguetá - Presencial,3,15,15,0.667,E,Restante do Brasil
2025,74276,1998,4,10022,702,1,3171808,31,3,INSTITUTO SUPERIOR DE EDUCAÇÃO ELVIRA DAYRELL,ISEED,MATEMÁTICA ,Presencial,Virginópolis,MG,6,,,,SC,Sem conceito,Virginópolis - Presencial,,6,,,E,Restante do Brasil
2025,76212,322,4,10028,702,1,3548500,35,3,UNIVERSIDADE PAULISTA,UNIP,MATEMÁTICA ,Presencial,Santos,SP,2,,,,SC,Sem conceito,Santos - Presencial,,2,,,E,Restante do Brasil
2025,80827,15015,2,10028,702,1,4106407,41,4,Universidade Estadual do Norte do Paraná,UENP,MATEMÁTICA ,Presencial,Cornélio Procópio,PR,5,5,0,0,1,Conceito 1,Cornélio Procópio - Presencial,1,5,5,0.0,E,Restante do Brasil
2025,81423,568,2,10028,702,1,2111300,21,2,UNIVERSIDADE ESTADUAL DO MARANHÃO,UEMA,MATEMÁTICA ,Presencial,São Luís,MA,23,18,7,0.389,1,Conceito 1,São Luís - Presencial,1,23,18,0.389,E,Restante do Brasil
2025,81660,1299,5,10022,702,1,3515509,35,3,FACULDADES INTEGRADAS DE FERNANDÓPOLIS,FIFE,MATEMÁTICA ,Presencial,Fernandópolis,SP,9,9,4,0.444,2,Conceito superior a 1,Fernandópolis - Presencial,2,9,9,0.444,E,Restante do Brasil
2025,81812,568,2,10028,702,1,2103000,21,2,UNIVERSIDADE ESTADUAL DO MARANHÃO,UEMA,MATEMÁTICA ,Presencial,Caxias,MA,19,15,5,0.333,1,Conceito 1,Caxias - Presencial,1,19,15,0.333,E,Restante do Brasil
2025,82658,3172,2,10028,702,1,1302603,13,1,UNIVERSIDADE DO ESTADO DO AMAZONAS,UEA,MATEMÁTICA ,Presencial,Manaus,AM,39,37,23,0.622,3,Conceito superior a 1,Manaus - Presencial,3,39,37,0.622,D,Restante da Região Norte
2025,83289,40,2,10028,702,1,2900702,29,2,UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,MATEMÁTICA ,Presencial,Alagoinhas,BA,17,13,9,0.692,3,Conceito superior a 1,Alagoinhas - Presencial,3,17,13,0.692,E,Restante do Brasil
2025,83302,40,2,10028,702,1,2905206,29,2,UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,MATEMÁTICA ,Presencial,Caetité,BA,35,32,19,0.594,2,Conceito superior a 1,Caetité - Presencial,2,35,32,0.594,E,Restante do Brasil
2025,83312,40,2,10028,702,1,2930105,29,2,UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,MATEMÁTICA ,Presencial,Senhor do Bonfim,BA,19,16,5,0.313,1,Conceito 1,Senhor do Bonfim - Presencial,1,19,16,0.313,E,Restante do Brasil
2025,83318,40,2,10028,702,1,2924009,29,2,UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,MATEMÁTICA ,Presencial,Paulo Afonso,BA,22,21,9,0.429,2,Conceito superior a 1,Paulo Afonso - Presencial,2,22,21,0.429,E,Restante do Brasil
2025,83330,40,2,10028,702,1,2931350,29,2,UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,MATEMÁTICA ,Presencial,Teixeira de Freitas,BA,14,11,5,0.455,2,Conceito superior a 1,Teixeira de Freitas - Presencial,2,14,11,0.455,E,Restante do Brasil
2025,83929,1820,1,10026,702,1,2203909,22,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",IFPI,MATEMÁTICA ,Presencial,Floriano,PI,22,22,7,0.318,1,Conceito 1,Floriano - Presencial,1,22,22,0.318,E,Restante do Brasil
2025,84374,1807,1,10026,702,1,2307304,23,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,MATEMÁTICA ,Presencial,Juazeiro do Norte,CE,10,8,5,0.625,3,Conceito superior a 1,Juazeiro do Norte - Presencial,3,10,8,0.625,E,Restante do Brasil
2025,85320,1807,1,10026,702,1,2303808,23,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,MATEMÁTICA ,Presencial,Cedro,CE,22,21,13,0.619,3,Conceito superior a 1,Cedro - Presencial,3,22,21,0.619,E,Restante do Brasil
2025,85760,72,7,10022,702,1,2610004,26,2,FACULDADE DE FORMAÇÃO DE PROFESSORES DA MATA SUL,FAMASUL,MATEMÁTICA ,Presencial,Palmares,PE,19,17,1,0.059,1,Conceito 1,Palmares - Presencial,1,19,17,0.059,E,Restante do Brasil
2025,86396,569,1,10028,702,0,1501402,15,1,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,MATEMÁTICA ,EaD,Belém,PA,34,16,1,0.063,1,Conceito 1,Belém - EaD,1,34,16,0.063,A,UFPA — Conceito 1
2025,88788,143,5,10028,702,0,3170107,31,3,UNIVERSIDADE DE UBERABA,UNIUBE,MATEMÁTICA ,EaD,Uberaba,MG,34,23,9,0.391,1,Conceito 1,Uberaba - EaD,1,34,23,0.391,E,Restante do Brasil
2025,92391,40,2,10028,702,1,2903201,29,2,UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,MATEMÁTICA ,Presencial,Barreiras,BA,12,10,4,0.4,2,Conceito superior a 1,Barreiras - Presencial,2,12,10,0.4,E,Restante do Brasil
2025,94692,576,1,10028,702,0,3136702,31,3,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,MATEMÁTICA ,EaD,Juiz de Fora,MG,5,2,0,0,1,Conceito 1,Juiz de Fora - EaD,1,5,2,0.0,E,Restante do Brasil
2025,95055,3,1,10028,702,1,2802908,28,2,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,MATEMÁTICA ,Presencial,Itabaiana,SE,17,16,12,0.75,4,Conceito superior a 1,Itabaiana - Presencial,4,17,16,0.75,E,Restante do Brasil
2025,95221,494,8,10028,702,0,4218707,42,4,UNIVERSIDADE DO SUL DE SANTA CATARINA,UNISUL,MATEMÁTICA ,EaD,Tubarão,SC,7,5,2,0.4,2,Conceito superior a 1,Tubarão - EaD,2,7,5,0.4,E,Restante do Brasil
2025,96158,574,1,10028,702,1,3303500,33,3,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,UFRRJ,MATEMÁTICA ,Presencial,Nova Iguaçu,RJ,44,35,17,0.486,2,Conceito superior a 1,Nova Iguaçu - Presencial,2,44,35,0.486,E,Restante do Brasil
2025,96913,3183,1,10026,702,1,2800308,28,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SERGIPE",IFS,MATEMÁTICA ,Presencial,Aracaju,SE,17,14,7,0.5,2,Conceito superior a 1,Aracaju - Presencial,2,17,14,0.5,E,Restante do Brasil
2025,96955,595,1,10028,702,1,3101607,31,3,UNIVERSIDADE FEDERAL DE ALFENAS,UNIFAL-MG,MATEMÁTICA ,Presencial,Alfenas,MG,3,3,2,0.667,3,Conceito superior a 1,Alfenas - Presencial,3,3,3,0.667,E,Restante do Brasil
2025,99045,579,1,10028,702,1,2512903,25,2,UNIVERSIDADE FEDERAL DA PARAÍBA,UFPB,MATEMÁTICA ,Presencial,Rio Tinto,PB,47,25,11,0.44,2,Conceito superior a 1,Rio Tinto - Presencial,2,47,25,0.44,E,Restante do Brasil
2025,99503,3188,1,10026,702,1,3135209,31,3,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",IFNMG,MATEMÁTICA ,Presencial,Januária,MG,14,13,8,0.615,3,Conceito superior a 1,Januária - Presencial,3,14,13,0.615,E,Restante do Brasil
2025,99806,2564,1,10028,702,1,2505105,25,2,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,MATEMÁTICA ,Presencial,Cuité,PB,43,37,16,0.432,2,Conceito superior a 1,Cuité - Presencial,2,43,37,0.432,E,Restante do Brasil
2025,99898,570,1,10028,702,0,2408102,24,2,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,MATEMÁTICA ,EaD,Natal,RN,9,7,3,0.429,2,Conceito superior a 1,Natal - EaD,2,9,7,0.429,E,Restante do Brasil
2025,99952,1472,4,10020,702,0,4207502,42,4,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,UNIASSELVI,MATEMÁTICA ,EaD,Indaial,SC,1196,789,260,0.33,1,Conceito 1,Indaial - EaD,1,1196,789,0.33,E,Restante do Brasil
2025,100309,322,4,10028,702,0,3550308,35,3,UNIVERSIDADE PAULISTA,UNIP,MATEMÁTICA ,EaD,São Paulo,SP,109,69,15,0.217,1,Conceito 1,São Paulo - EaD,1,109,69,0.217,E,Restante do Brasil
2025,100369,583,1,10028,702,0,2304400,23,2,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,MATEMÁTICA ,EaD,Fortaleza,CE,8,6,2,0.333,1,Conceito 1,Fortaleza - EaD,1,8,6,0.333,E,Restante do Brasil
2025,100373,71,2,10028,702,1,2409308,24,2,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,UERN,MATEMÁTICA ,Presencial,Patu,RN,21,17,3,0.176,1,Conceito 1,Patu - Presencial,1,21,17,0.176,E,Restante do Brasil
2025,100412,4503,1,10028,702,1,2901007,29,2,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,UFRB,MATEMÁTICA ,Presencial,Amargosa,BA,13,12,9,0.75,4,Conceito superior a 1,Amargosa - Presencial,4,13,12,0.75,E,Restante do Brasil
2025,100620,3368,5,10020,702,0,3170701,31,3,CENTRO UNIVERSITÁRIO DO SUL DE MINAS,UNIS-MG,MATEMÁTICA ,EaD,Varginha,MG,13,7,4,0.571,2,Conceito superior a 1,Varginha - EaD,2,13,7,0.571,E,Restante do Brasil
2025,100690,1809,1,10026,702,1,2610905,26,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO",IFPE,MATEMÁTICA ,Presencial,Pesqueira,PE,51,47,15,0.319,1,Conceito 1,Pesqueira - Presencial,1,51,47,0.319,E,Restante do Brasil
2025,100724,953,5,10028,702,0,3548500,35,3,UNIVERSIDADE METROPOLITANA DE SANTOS,UNIMES,MATEMÁTICA ,EaD,Santos,SP,25,16,7,0.438,2,Conceito superior a 1,Santos - EaD,2,25,16,0.438,E,Restante do Brasil
2025,100775,1,1,10028,702,1,5107909,51,5,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,MATEMÁTICA ,Presencial,Sinop,MT,8,7,5,0.714,3,Conceito superior a 1,Sinop - Presencial,3,8,7,0.714,E,Restante do Brasil
2025,100808,599,1,10026,702,1,2910727,29,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",IFBA,MATEMÁTICA ,Presencial,Eunápolis,BA,10,10,8,0.8,4,Conceito superior a 1,Eunápolis - Presencial,4,10,10,0.8,E,Restante do Brasil
