NU_ANO,CO_CURSO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NO_IES,SG_IES,AREA,MODALIDADE,MUNICIPIO,UF,INSCRITOS,PARTICIPANTES,TOTAL_PADRAO_PROFICIENCIA,PCT_PADRAO_PROFICIENCIA,CONCEITO_ENADE,SITUACAO_CONCEITO,ROTULO_OFERTA,CONCEITO_ENADE_NUM,INSCRITOS_NUM,PARTICIPANTES_NUM,PCT_PADRAO_PROFICIENCIA_NUM,GRUPO_CODIGO,GRUPO
2025,100916,596,1,10028,702,1,3168606,31,3,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,UFVJM,MATEMÁTICA ,Presencial,Teófilo Otoni,MG,10,10,6,0.6,3,Conceito superior a 1,Teófilo Otoni - Presencial,3,10,10,0.6,E,Restante do Brasil
2025,101556,592,1,10028,702,1,3138203,31,3,UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,MATEMÁTICA ,Presencial,Lavras,MG,8,6,3,0.5,2,Conceito superior a 1,Lavras - Presencial,2,8,6,0.5,E,Restante do Brasil
2025,102152,577,1,10028,702,1,2700300,27,2,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,MATEMÁTICA ,Presencial,Arapiraca,AL,28,24,12,0.5,2,Conceito superior a 1,Arapiraca - Presencial,2,28,24,0.5,E,Restante do Brasil
2025,102430,3163,1,10026,702,1,3303203,33,3,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO",IFRJ,MATEMÁTICA ,Presencial,Nilópolis,RJ,29,27,22,0.815,4,Conceito superior a 1,Nilópolis - Presencial,4,29,27,0.815,E,Restante do Brasil
2025,102576,25277,1,10028,702,1,2207702,22,2,UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA,UFDPAR,MATEMÁTICA ,Presencial,Parnaíba,PI,71,64,27,0.422,2,Conceito superior a 1,Parnaíba - Presencial,2,71,64,0.422,E,Restante do Brasil
2025,102588,5,1,10028,702,1,2208007,22,2,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,MATEMÁTICA ,Presencial,Picos,PI,19,13,7,0.538,2,Conceito superior a 1,Picos - Presencial,2,19,13,0.538,E,Restante do Brasil
2025,102944,17,1,10028,702,1,3134202,31,3,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,MATEMÁTICA ,Presencial,Ituiutaba,MG,7,7,5,0.714,3,Conceito superior a 1,Ituiutaba - Presencial,3,7,7,0.714,E,Restante do Brasil
2025,103381,5242,2,10028,702,1,2700300,27,2,UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL,UNEAL,MATEMÁTICA ,Presencial,Arapiraca,AL,31,24,12,0.5,2,Conceito superior a 1,Arapiraca - Presencial,2,31,24,0.5,E,Restante do Brasil
2025,103572,1126,2,10028,702,1,4110706,41,4,UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,MATEMÁTICA ,Presencial,Irati,PR,20,15,8,0.533,2,Conceito superior a 1,Irati - Presencial,2,20,15,0.533,E,Restante do Brasil
2025,104282,5322,1,10028,702,1,4301602,43,4,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,UNIPAMPA,MATEMÁTICA ,Presencial,Bagé,RS,6,6,2,0.333,1,Conceito 1,Bagé - Presencial,1,6,6,0.333,E,Restante do Brasil
2025,104814,5242,2,10028,702,1,2706307,27,2,UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL,UNEAL,MATEMÁTICA ,Presencial,Palmeira dos Índios,AL,21,16,5,0.313,1,Conceito 1,Palmeira dos Índios - Presencial,1,21,16,0.313,E,Restante do Brasil
2025,106404,3,1,10028,702,0,2806701,28,2,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,MATEMÁTICA ,EaD,São Cristóvão,SE,20,12,2,0.167,1,Conceito 1,São Cristóvão - EaD,1,20,12,0.167,E,Restante do Brasil
2025,107520,577,1,10028,702,1,2704302,27,2,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,MATEMÁTICA ,Presencial,Maceió,AL,51,49,31,0.633,3,Conceito superior a 1,Maceió - Presencial,3,51,49,0.633,E,Restante do Brasil
2025,108012,953,5,10028,702,1,3548500,35,3,UNIVERSIDADE METROPOLITANA DE SANTOS,UNIMES,MATEMÁTICA ,Presencial,Santos,SP,2,1,,,SC,Sem conceito,Santos - Presencial,,2,1,,E,Restante do Brasil
2025,108730,1808,1,10026,702,1,3205309,32,3,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",IFES,MATEMÁTICA ,Presencial,Vitória,ES,14,13,9,0.692,3,Conceito superior a 1,Vitória - Presencial,3,14,13,0.692,E,Restante do Brasil
2025,108734,693,1,10028,702,0,3304557,33,3,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,UNIRIO,MATEMÁTICA ,EaD,Rio de Janeiro,RJ,40,27,12,0.444,2,Conceito superior a 1,Rio de Janeiro - EaD,2,40,27,0.444,E,Restante do Brasil
2025,109356,5,1,10028,702,0,2211001,22,2,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,MATEMÁTICA ,EaD,Teresina,PI,27,6,2,0.333,1,Conceito 1,Teresina - EaD,1,27,6,0.333,E,Restante do Brasil
2025,109768,1012,7,10022,702,1,2600104,26,2,FACULDADE DO SERTÃO DO PAJEÚ,FASP,MATEMÁTICA ,Presencial,Afogados da Ingazeira,PE,18,18,8,0.444,2,Conceito superior a 1,Afogados da Ingazeira - Presencial,2,18,18,0.444,E,Restante do Brasil
2025,109948,579,1,10028,702,0,2507507,25,2,UNIVERSIDADE FEDERAL DA PARAÍBA,UFPB,MATEMÁTICA ,EaD,João Pessoa,PB,47,29,11,0.379,1,Conceito 1,João Pessoa - EaD,1,47,29,0.379,E,Restante do Brasil
2025,111506,6,1,10028,702,0,3146107,31,3,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,MATEMÁTICA ,EaD,Ouro Preto,MG,6,5,3,0.6,3,Conceito superior a 1,Ouro Preto - EaD,3,6,5,0.6,E,Restante do Brasil
2025,113030,657,7,10022,702,1,2613909,26,2,FACULDADE DE FORMAÇÃO DE PROFESSORES DE SERRA TALHADA,FAFOPST,MATEMÁTICA ,Presencial,Serra Talhada,PE,18,18,2,0.111,1,Conceito 1,Serra Talhada - Presencial,1,18,18,0.111,E,Restante do Brasil
2025,113295,43,2,10028,702,1,4209102,42,4,FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA,UDESC,MATEMÁTICA ,Presencial,Joinville,SC,14,13,10,0.769,4,Conceito superior a 1,Joinville - Presencial,4,14,13,0.769,E,Restante do Brasil
2025,113490,1810,1,10026,702,1,3550308,35,3,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,MATEMÁTICA ,Presencial,São Paulo,SP,51,40,32,0.8,4,Conceito superior a 1,São Paulo - Presencial,4,51,40,0.8,E,Restante do Brasil
2025,113589,3279,1,10026,702,1,3155801,31,3,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS",IFSEMG,MATEMÁTICA ,Presencial,Rio Pomba,MG,7,7,2,0.286,1,Conceito 1,Rio Pomba - Presencial,1,7,7,0.286,E,Restante do Brasil
2025,113907,634,1,10028,702,0,4314407,43,4,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,MATEMÁTICA ,EaD,Pelotas,RS,81,66,34,0.515,2,Conceito superior a 1,Pelotas - EaD,2,81,66,0.515,E,Restante do Brasil
2025,113953,550,2,10028,702,1,2509701,25,2,UNIVERSIDADE ESTADUAL DA PARAÍBA,UEPB,MATEMÁTICA ,Presencial,Monteiro,PB,30,28,9,0.321,1,Conceito 1,Monteiro - Presencial,1,30,28,0.321,E,Restante do Brasil
2025,114388,3164,1,10026,702,1,5102637,51,5,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO",IFMT,MATEMÁTICA ,Presencial,Campo Novo do Parecis,MT,5,2,2,1,5,Conceito superior a 1,Campo Novo do Parecis - Presencial,5,5,2,1.0,E,Restante do Brasil
2025,114556,597,1,10028,702,1,3170107,31,3,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,UFTM,MATEMÁTICA ,Presencial,Uberaba,MG,13,13,7,0.538,2,Conceito superior a 1,Uberaba - Presencial,2,13,13,0.538,E,Restante do Brasil
2025,114853,569,1,10028,702,1,1500107,15,1,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,MATEMÁTICA ,Presencial,Abaetetuba,PA,135,86,18,0.209,1,Conceito 1,Abaetetuba - Presencial,1,135,86,0.209,A,UFPA — Conceito 1
2025,115086,7,1,10028,702,1,3552205,35,3,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,MATEMÁTICA ,Presencial,Sorocaba,SP,11,9,8,0.889,4,Conceito superior a 1,Sorocaba - Presencial,4,11,9,0.889,E,Restante do Brasil
2025,116144,601,1,10026,702,1,4302105,43,4,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",IFRS,MATEMÁTICA ,Presencial,Bento Gonçalves,RS,13,12,7,0.583,2,Conceito superior a 1,Bento Gonçalves - Presencial,2,13,12,0.583,E,Restante do Brasil
2025,116730,599,1,10026,702,1,2903201,29,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",IFBA,MATEMÁTICA ,Presencial,Barreiras,BA,5,5,5,1,5,Conceito superior a 1,Barreiras - Presencial,5,5,5,1.0,E,Restante do Brasil
2025,116820,3189,1,10026,702,1,3126109,31,3,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS",IFMG,MATEMÁTICA ,Presencial,Formiga,MG,3,3,1,0.333,1,Conceito 1,Formiga - Presencial,1,3,3,0.333,E,Restante do Brasil
2025,116856,573,1,10028,702,1,3200201,32,3,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,MATEMÁTICA ,Presencial,Alegre,ES,11,9,6,0.667,3,Conceito superior a 1,Alegre - Presencial,3,11,9,0.667,E,Restante do Brasil
2025,116882,573,1,10028,702,1,3204906,32,3,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,MATEMÁTICA ,Presencial,São Mateus,ES,16,13,9,0.692,3,Conceito superior a 1,São Mateus - Presencial,3,16,13,0.692,E,Restante do Brasil
2025,117196,578,1,10028,702,0,2927408,29,2,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,MATEMÁTICA ,EaD,Salvador,BA,2,2,1,0.5,2,Conceito superior a 1,Salvador - EaD,2,2,2,0.5,E,Restante do Brasil
2025,118100,580,1,10028,702,1,2604106,26,2,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,MATEMÁTICA ,Presencial,Caruaru,PE,58,57,45,0.789,4,Conceito superior a 1,Caruaru - Presencial,4,58,57,0.789,E,Restante do Brasil
2025,118564,789,1,10028,702,1,1400100,14,1,UNIVERSIDADE FEDERAL DE RORAIMA,UFRR,MATEMÁTICA ,Presencial,Boa Vista,RR,4,4,2,0.5,2,Conceito superior a 1,Boa Vista - Presencial,2,4,4,0.5,D,Restante da Região Norte
2025,120389,598,1,10028,702,1,3132404,31,3,UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI,UNIFEI,MATEMÁTICA ,Presencial,Itajubá,MG,13,8,8,1,5,Conceito superior a 1,Itajubá - Presencial,5,13,8,1.0,E,Restante do Brasil
2025,120767,730,2,10028,702,0,4119905,41,4,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,UEPG,MATEMÁTICA ,EaD,Ponta Grossa,PR,2,2,2,1,5,Conceito superior a 1,Ponta Grossa - EaD,5,2,2,1.0,E,Restante do Brasil
2025,121013,3163,1,10026,702,1,3306305,33,3,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO",IFRJ,MATEMÁTICA ,Presencial,Volta Redonda,RJ,26,23,12,0.522,2,Conceito superior a 1,Volta Redonda - Presencial,2,26,23,0.522,E,Restante do Brasil
2025,121792,694,1,10028,702,1,5006606,50,5,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,MATEMÁTICA ,Presencial,Ponta Porã,MS,6,5,0,0,1,Conceito 1,Ponta Porã - Presencial,1,6,5,0.0,E,Restante do Brasil
2025,122122,1810,1,10026,702,1,3518800,35,3,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,MATEMÁTICA ,Presencial,Guarulhos,SP,29,23,15,0.652,3,Conceito superior a 1,Guarulhos - Presencial,3,29,23,0.652,E,Restante do Brasil
2025,122358,8,1,10028,702,1,3126000,31,3,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,MATEMÁTICA ,Presencial,Florestal,MG,1,1,,,SC,Sem conceito,Florestal - Presencial,,1,1,,E,Restante do Brasil
2025,122746,634,1,10028,702,1,4314407,43,4,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,MATEMÁTICA ,Presencial,Pelotas,RS,19,18,14,0.778,4,Conceito superior a 1,Pelotas - Presencial,4,19,18,0.778,E,Restante do Brasil
2025,123356,1809,1,10026,702,0,2611606,26,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO",IFPE,MATEMÁTICA ,EaD,Recife,PE,31,11,2,0.182,1,Conceito 1,Recife - EaD,1,31,11,0.182,E,Restante do Brasil
2025,123472,135,8,10020,702,0,3505906,35,3,Claretiano - Centro Universitário,CLARETIANOBT,MATEMÁTICA ,EaD,Batatais,SP,78,43,14,0.326,1,Conceito 1,Batatais - EaD,1,78,43,0.326,E,Restante do Brasil
2025,123494,4786,1,10026,702,1,1721000,17,1,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS",IFTO,MATEMÁTICA ,Presencial,Palmas,TO,2,2,1,0.5,2,Conceito superior a 1,Palmas - Presencial,2,2,2,0.5,D,Restante da Região Norte
2025,123519,599,1,10026,702,1,2932903,29,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",IFBA,MATEMÁTICA ,Presencial,Valença,BA,13,12,6,0.5,2,Conceito superior a 1,Valença - Presencial,2,13,12,0.5,E,Restante do Brasil
2025,123787,1082,1,10026,702,1,2408003,24,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",IFRN,MATEMÁTICA ,Presencial,Mossoró,RN,3,2,0,0,1,Conceito 1,Mossoró - Presencial,1,3,2,0.0,E,Restante do Brasil
2025,300520,5,1,10028,702,1,2211001,22,2,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,MATEMÁTICA ,Presencial,Teresina,PI,31,21,11,0.524,2,Conceito superior a 1,Teresina - Presencial,2,31,21,0.524,E,Restante do Brasil
2025,312333,570,1,10028,702,1,2408102,24,2,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,MATEMÁTICA ,Presencial,Natal,RN,43,36,28,0.778,4,Conceito superior a 1,Natal - Presencial,4,43,36,0.778,E,Restante do Brasil
2025,1101770,693,1,10028,702,1,3304557,33,3,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,UNIRIO,MATEMÁTICA ,Presencial,Rio de Janeiro,RJ,46,34,29,0.853,4,Conceito superior a 1,Rio de Janeiro - Presencial,4,46,34,0.853,E,Restante do Brasil
2025,1102402,4925,1,10028,702,1,3547809,35,3,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,UFABC,MATEMÁTICA ,Presencial,Santo André,SP,36,18,18,1,5,Conceito superior a 1,Santo André - Presencial,5,36,18,1.0,E,Restante do Brasil
2025,1102641,3188,1,10026,702,1,3157005,31,3,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",IFNMG,MATEMÁTICA ,Presencial,Salinas,MG,4,4,1,0.25,1,Conceito 1,Salinas - Presencial,1,4,4,0.25,E,Restante do Brasil
2025,1102795,5036,1,10026,702,1,4214805,42,4,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",IF Catarinense,MATEMÁTICA ,Presencial,Rio do Sul,SC,10,9,5,0.556,2,Conceito superior a 1,Rio do Sul - Presencial,2,10,9,0.556,E,Restante do Brasil
2025,1102963,1303,1,10026,702,1,5221809,52,5,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",IF Goiano,MATEMÁTICA ,Presencial,Urutaí,GO,4,4,4,1,5,Conceito superior a 1,Urutaí - Presencial,5,4,4,1.0,E,Restante do Brasil
2025,1103025,5036,1,10026,702,1,4203204,42,4,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",IF Catarinense,MATEMÁTICA ,Presencial,Camboriú,SC,10,9,6,0.667,3,Conceito superior a 1,Camboriú - Presencial,3,10,9,0.667,E,Restante do Brasil
2025,1103031,5036,1,10026,702,1,4204301,42,4,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",IF Catarinense,MATEMÁTICA ,Presencial,Concórdia,SC,10,9,7,0.778,4,Conceito superior a 1,Concórdia - Presencial,4,10,9,0.778,E,Restante do Brasil
2025,1103032,5036,1,10026,702,1,4217709,42,4,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",IF Catarinense,MATEMÁTICA ,Presencial,Sombrio,SC,4,3,2,0.667,3,Conceito superior a 1,Sombrio - Presencial,3,4,3,0.667,E,Restante do Brasil
2025,1103185,4098,1,10026,702,1,4311205,43,4,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA",IFFarroupilha,MATEMÁTICA ,Presencial,Júlio de Castilhos,RS,2,2,0,0,1,Conceito 1,Júlio de Castilhos - Presencial,1,2,2,0.0,E,Restante do Brasil
2025,1103461,1811,1,10026,702,1,5208707,52,5,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",IFG,MATEMÁTICA ,Presencial,Goiânia,GO,15,15,5,0.333,1,Conceito 1,Goiânia - Presencial,1,15,15,0.333,E,Restante do Brasil
2025,1103556,3160,1,10026,702,1,2704302,27,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS",IFAL,MATEMÁTICA ,Presencial,Maceió,AL,20,13,3,0.231,1,Conceito 1,Maceió - Presencial,1,20,13,0.231,E,Restante do Brasil
2025,1103657,1808,1,10026,702,1,3201209,32,3,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",IFES,MATEMÁTICA ,Presencial,Cachoeiro de Itapemirim,ES,15,13,6,0.462,2,Conceito superior a 1,Cachoeiro de Itapemirim - Presencial,2,15,13,0.462,E,Restante do Brasil
2025,1103813,1820,1,10026,702,1,2208403,22,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",IFPI,MATEMÁTICA ,Presencial,Piripiri,PI,30,29,12,0.414,2,Conceito superior a 1,Piripiri - Presencial,2,30,29,0.414,E,Restante do Brasil
2025,1103910,1820,1,10026,702,1,2200608,22,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",IFPI,MATEMÁTICA ,Presencial,Angical do Piauí,PI,24,18,3,0.167,1,Conceito 1,Angical do Piauí - Presencial,1,24,18,0.167,E,Restante do Brasil
2025,1103911,1820,1,10026,702,1,2202901,22,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",IFPI,MATEMÁTICA ,Presencial,Corrente,PI,28,25,2,0.08,1,Conceito 1,Corrente - Presencial,1,28,25,0.08,E,Restante do Brasil
2025,1103912,1820,1,10026,702,1,2211209,22,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",IFPI,MATEMÁTICA ,Presencial,Uruçuí,PI,11,10,1,0.1,1,Conceito 1,Uruçuí - Presencial,1,11,10,0.1,E,Restante do Brasil
2025,1103914,600,1,10026,702,1,2103307,21,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",IFMA,MATEMÁTICA ,Presencial,Codó,MA,26,24,6,0.25,1,Conceito 1,Codó - Presencial,1,26,24,0.25,E,Restante do Brasil
2025,1105218,29118,1,10028,702,1,1702109,17,1,Universidade Federal do Norte do Tocantins,UFNT,MATEMÁTICA ,Presencial,Araguaína,TO,25,22,3,0.136,1,Conceito 1,Araguaína - Presencial,1,25,22,0.136,D,Restante da Região Norte
2025,1106721,4786,1,10026,702,1,1716109,17,1,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS",IFTO,MATEMÁTICA ,Presencial,Paraíso do Tocantins,TO,6,6,3,0.5,2,Conceito superior a 1,Paraíso do Tocantins - Presencial,2,6,6,0.5,D,Restante da Região Norte
2025,1108212,338,8,10028,702,1,3106200,31,3,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,MATEMÁTICA ,Presencial,Belo Horizonte,MG,24,20,16,0.8,4,Conceito superior a 1,Belo Horizonte - Presencial,4,24,20,0.8,E,Restante do Brasil
2025,1111510,18506,1,10028,702,1,2903201,29,2,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,UFOB,MATEMÁTICA ,Presencial,Barreiras,BA,6,5,2,0.4,2,Conceito superior a 1,Barreiras - Presencial,2,6,5,0.4,E,Restante do Brasil
2025,1117203,4358,1,10026,702,1,3130606,31,3,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",IF SUL DE MINAS,MATEMÁTICA ,Presencial,Inconfidentes,MG,10,8,3,0.375,1,Conceito 1,Inconfidentes - Presencial,1,10,8,0.375,E,Restante do Brasil
2025,1122743,599,1,10026,702,1,2927408,29,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",IFBA,MATEMÁTICA ,Presencial,Salvador,BA,17,13,7,0.538,2,Conceito superior a 1,Salvador - Presencial,2,17,13,0.538,E,Restante do Brasil
2025,1123270,1082,1,10026,702,1,2408102,24,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",IFRN,MATEMÁTICA ,Presencial,Natal,RN,24,20,11,0.55,2,Conceito superior a 1,Natal - Presencial,2,24,20,0.55,E,Restante do Brasil
2025,1126144,601,1,10026,702,1,4305108,43,4,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",IFRS,MATEMÁTICA ,Presencial,Caxias do Sul,RS,7,7,6,0.857,4,Conceito superior a 1,Caxias do Sul - Presencial,4,7,7,0.857,E,Restante do Brasil
2025,1127113,1820,1,10026,702,1,2210607,22,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",IFPI,MATEMÁTICA ,Presencial,São Raimundo Nonato,PI,31,23,7,0.304,1,Conceito 1,São Raimundo Nonato - Presencial,1,31,23,0.304,E,Restante do Brasil
2025,1127676,588,1,10028,702,1,4106407,41,4,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,MATEMÁTICA ,Presencial,Cornélio Procópio,PR,10,9,6,0.667,3,Conceito superior a 1,Cornélio Procópio - Presencial,3,10,9,0.667,E,Restante do Brasil
2025,1128030,1166,1,10026,702,1,2504009,25,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA",IFPB,MATEMÁTICA ,Presencial,Campina Grande,PB,17,16,4,0.25,1,Conceito 1,Campina Grande - Presencial,1,17,16,0.25,E,Restante do Brasil
2025,1128096,1166,1,10026,702,1,2503704,25,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA",IFPB,MATEMÁTICA ,Presencial,Cajazeiras,PB,25,25,13,0.52,2,Conceito superior a 1,Cajazeiras - Presencial,2,25,25,0.52,E,Restante do Brasil
2025,1128169,588,1,10028,702,1,4106902,41,4,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,MATEMÁTICA ,Presencial,Curitiba,PR,48,45,38,0.844,4,Conceito superior a 1,Curitiba - Presencial,4,48,45,0.844,E,Restante do Brasil
2025,1128360,1810,1,10026,702,1,3506508,35,3,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,MATEMÁTICA ,Presencial,Birigui,SP,15,13,8,0.615,3,Conceito superior a 1,Birigui - Presencial,3,15,13,0.615,E,Restante do Brasil
2025,1128375,1810,1,10026,702,1,3507605,35,3,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,MATEMÁTICA ,Presencial,Bragança Paulista,SP,8,6,2,0.333,1,Conceito 1,Bragança Paulista - Presencial,1,8,6,0.333,E,Restante do Brasil
2025,1128378,1810,1,10026,702,1,3510500,35,3,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,MATEMÁTICA ,Presencial,Caraguatatuba,SP,14,11,9,0.818,4,Conceito superior a 1,Caraguatatuba - Presencial,4,14,11,0.818,E,Restante do Brasil
2025,1128936,4098,1,10026,702,1,4300406,43,4,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA",IFFarroupilha,MATEMÁTICA ,Presencial,Alegrete,RS,15,12,7,0.583,2,Conceito superior a 1,Alegrete - Presencial,2,15,12,0.583,E,Restante do Brasil
2025,1128938,4098,1,10026,702,1,4317202,43,4,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA",IFFarroupilha,MATEMÁTICA ,Presencial,Santa Rosa,RS,12,12,9,0.75,4,Conceito superior a 1,Santa Rosa - Presencial,4,12,12,0.75,E,Restante do Brasil
2025,1129073,1810,1,10026,702,1,3503208,35,3,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,MATEMÁTICA ,Presencial,Araraquara,SP,11,10,7,0.7,3,Conceito superior a 1,Araraquara - Presencial,3,11,10,0.7,E,Restante do Brasil
2025,1131697,584,1,10028,702,1,5208707,52,5,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,MATEMÁTICA ,Presencial,Goiânia,GO,29,24,16,0.667,3,Conceito superior a 1,Goiânia - Presencial,3,29,24,0.667,E,Restante do Brasil
