CO_CURSO,VARIAVEL,RESPOSTA,n,pct_total
21808,QE_I06,F,1,0.2
21822,QE_I06,B,2,0.2222222222222222
21822,QE_I06,C,2,0.2222222222222222
21822,QE_I06,D,5,0.5555555555555556
21869,QE_I06,B,1,0.1
21869,QE_I06,C,2,0.2
21869,QE_I06,D,2,0.2
21869,QE_I06,E,3,0.3
21869,QE_I06,F,1,0.1
21869,QE_I06,H,1,0.1
21876,QE_I06,B,4,0.4
21876,QE_I06,D,4,0.4
21876,QE_I06,,2,0.2
21879,QE_I06,A,1,0.07142857142857142
21879,QE_I06,C,3,0.21428571428571427
21879,QE_I06,D,6,0.42857142857142855
21879,QE_I06,E,3,0.21428571428571427
21879,QE_I06,F,1,0.07142857142857142
21892,QE_I06,,1,1.0
27518,QE_I06,D,6,0.46153846153846156
27518,QE_I06,E,3,0.23076923076923078
27518,QE_I06,G,1,0.07692307692307693
27518,QE_I06,,3,0.23076923076923078
29447,QE_I06,B,3,0.1875
29447,QE_I06,C,4,0.25
29447,QE_I06,D,7,0.4375
29447,QE_I06,E,2,0.125
38246,QE_I06,B,3,0.13043478260869565
38246,QE_I06,C,4,0.17391304347826086
38246,QE_I06,D,7,0.30434782608695654
38246,QE_I06,E,1,0.043478260869565216
38246,QE_I06,F,3,0.13043478260869565
38246,QE_I06,H,1,0.043478260869565216
38246,QE_I06,,4,0.17391304347826086
38431,QE_I06,B,2,0.25
38431,QE_I06,C,1,0.125
38431,QE_I06,D,2,0.25
38431,QE_I06,F,1,0.125
38431,QE_I06,,2,0.25
38678,QE_I06,A,1,0.06666666666666667
38678,QE_I06,B,8,0.5333333333333333
38678,QE_I06,C,1,0.06666666666666667
38678,QE_I06,D,3,0.2
38678,QE_I06,F,2,0.13333333333333333
39715,QE_I06,B,1,0.25
39715,QE_I06,D,3,0.75
41069,QE_I06,B,2,0.3333333333333333
41069,QE_I06,C,2,0.3333333333333333
41069,QE_I06,D,1,0.16666666666666666
41069,QE_I06,E,1,0.16666666666666666
41490,QE_I06,B,3,0.1875
41490,QE_I06,C,5,0.3125
41490,QE_I06,D,4,0.25
41490,QE_I06,E,3,0.1875
41490,QE_I06,,1,0.0625
43037,QE_I06,A,1,0.038461538461538464
43037,QE_I06,B,1,0.038461538461538464
43037,QE_I06,C,3,0.11538461538461539
43037,QE_I06,D,9,0.34615384615384615
43037,QE_I06,E,5,0.19230769230769232
43037,QE_I06,F,1,0.038461538461538464
43037,QE_I06,G,1,0.038461538461538464
43037,QE_I06,,5,0.19230769230769232
43084,QE_I06,B,1,0.1111111111111111
43084,QE_I06,C,3,0.3333333333333333
43084,QE_I06,D,1,0.1111111111111111
43084,QE_I06,E,1,0.1111111111111111
43084,QE_I06,,3,0.3333333333333333
44372,QE_I06,B,1,0.03125
44372,QE_I06,C,1,0.03125
44372,QE_I06,D,14,0.4375
44372,QE_I06,E,7,0.21875
44372,QE_I06,F,2,0.0625
44372,QE_I06,,7,0.21875
45102,QE_I06,B,1,0.14285714285714285
45102,QE_I06,C,1,0.14285714285714285
45102,QE_I06,D,1,0.14285714285714285
45102,QE_I06,F,2,0.2857142857142857
45102,QE_I06,,2,0.2857142857142857
45701,QE_I06,B,3,0.42857142857142855
45701,QE_I06,C,1,0.14285714285714285
45701,QE_I06,D,3,0.42857142857142855
45703,QE_I06,B,1,0.14285714285714285
45703,QE_I06,D,5,0.7142857142857143
45703,QE_I06,F,1,0.14285714285714285
46729,QE_I06,B,2,0.15384615384615385
46729,QE_I06,C,3,0.23076923076923078
46729,QE_I06,D,5,0.38461538461538464
46729,QE_I06,F,1,0.07692307692307693
46729,QE_I06,,2,0.15384615384615385
47333,QE_I06,B,1,0.16666666666666666
47333,QE_I06,C,2,0.3333333333333333
47333,QE_I06,D,1,0.16666666666666666
47333,QE_I06,E,2,0.3333333333333333
48289,QE_I06,A,1,0.029411764705882353
48289,QE_I06,B,8,0.23529411764705882
48289,QE_I06,C,3,0.08823529411764706
48289,QE_I06,D,14,0.4117647058823529
48289,QE_I06,E,5,0.14705882352941177
48289,QE_I06,F,1,0.029411764705882353
48289,QE_I06,H,1,0.029411764705882353
48289,QE_I06,,1,0.029411764705882353
48946,QE_I06,B,5,0.45454545454545453
48946,QE_I06,C,3,0.2727272727272727
48946,QE_I06,D,2,0.18181818181818182
48946,QE_I06,E,1,0.09090909090909091
49324,QE_I06,A,3,0.03614457831325301
49324,QE_I06,B,11,0.13253012048192772
49324,QE_I06,C,7,0.08433734939759036
49324,QE_I06,D,14,0.1686746987951807
49324,QE_I06,E,2,0.024096385542168676
49324,QE_I06,,46,0.5542168674698795
50439,QE_I06,B,1,0.3333333333333333
50439,QE_I06,C,1,0.3333333333333333
50439,QE_I06,D,1,0.3333333333333333
52068,QE_I06,,2,1.0
52139,QE_I06,C,1,0.16666666666666666
52139,QE_I06,D,1,0.16666666666666666
52139,QE_I06,E,1,0.16666666666666666
52139,QE_I06,F,1,0.16666666666666666
52139,QE_I06,,2,0.3333333333333333
52442,QE_I06,A,2,0.05
52442,QE_I06,B,7,0.175
52442,QE_I06,C,7,0.175
52442,QE_I06,D,19,0.475
52442,QE_I06,E,2,0.05
52442,QE_I06,F,2,0.05
52442,QE_I06,G,1,0.025
55811,QE_I06,B,1,0.05555555555555555
55811,QE_I06,C,3,0.16666666666666666
55811,QE_I06,D,7,0.3888888888888889
55811,QE_I06,E,1,0.05555555555555555
55811,QE_I06,F,2,0.1111111111111111
55811,QE_I06,,4,0.2222222222222222
58522,QE_I06,A,1,0.07692307692307693
58522,QE_I06,B,2,0.15384615384615385
58522,QE_I06,C,3,0.23076923076923078
58522,QE_I06,D,6,0.46153846153846156
58522,QE_I06,,1,0.07692307692307693
58526,QE_I06,B,6,0.6666666666666666
58526,QE_I06,C,2,0.2222222222222222
58526,QE_I06,D,1,0.1111111111111111
58588,QE_I06,B,5,0.2631578947368421
58588,QE_I06,C,5,0.2631578947368421
58588,QE_I06,D,6,0.3157894736842105
58588,QE_I06,E,1,0.05263157894736842
58588,QE_I06,,2,0.10526315789473684
59272,QE_I06,B,5,0.18518518518518517
59272,QE_I06,C,4,0.14814814814814814
59272,QE_I06,D,11,0.4074074074074074
59272,QE_I06,E,5,0.18518518518518517
59272,QE_I06,F,2,0.07407407407407407
59426,QE_I06,A,4,0.057971014492753624
59426,QE_I06,B,14,0.2028985507246377
59426,QE_I06,C,18,0.2608695652173913
59426,QE_I06,D,14,0.2028985507246377
59426,QE_I06,E,5,0.07246376811594203
59426,QE_I06,F,8,0.11594202898550725
59426,QE_I06,H,3,0.043478260869565216
59426,QE_I06,,3,0.043478260869565216
59996,QE_I06,A,4,0.07407407407407407
59996,QE_I06,B,14,0.25925925925925924
59996,QE_I06,C,2,0.037037037037037035
59996,QE_I06,D,14,0.25925925925925924
59996,QE_I06,E,2,0.037037037037037035
59996,QE_I06,F,6,0.1111111111111111
59996,QE_I06,H,1,0.018518518518518517
59996,QE_I06,,11,0.2037037037037037
60290,QE_I06,B,1,0.14285714285714285
60290,QE_I06,C,2,0.2857142857142857
60290,QE_I06,D,3,0.42857142857142855
60290,QE_I06,E,1,0.14285714285714285
60760,QE_I06,A,4,0.12903225806451613
60760,QE_I06,B,8,0.25806451612903225
60760,QE_I06,C,4,0.12903225806451613
60760,QE_I06,D,8,0.25806451612903225
60760,QE_I06,E,4,0.12903225806451613
60760,QE_I06,F,2,0.06451612903225806
60760,QE_I06,,1,0.03225806451612903
61024,QE_I06,A,2,0.13333333333333333
61024,QE_I06,B,2,0.13333333333333333
61024,QE_I06,C,6,0.4
61024,QE_I06,D,3,0.2
61024,QE_I06,E,2,0.13333333333333333
61669,QE_I06,B,2,0.1111111111111111
61669,QE_I06,D,7,0.3888888888888889
61669,QE_I06,E,3,0.16666666666666666
61669,QE_I06,F,2,0.1111111111111111
61669,QE_I06,,4,0.2222222222222222
63062,QE_I06,A,1,0.03125
63062,QE_I06,B,6,0.1875
63062,QE_I06,C,5,0.15625
63062,QE_I06,D,13,0.40625
63062,QE_I06,E,2,0.0625
63062,QE_I06,F,1,0.03125
63062,QE_I06,,4,0.125
63383,QE_I06,A,1,0.03125
63383,QE_I06,B,4,0.125
63383,QE_I06,C,7,0.21875
63383,QE_I06,D,9,0.28125
63383,QE_I06,E,2,0.0625
63383,QE_I06,F,2,0.0625
63383,QE_I06,,7,0.21875
64604,QE_I06,B,7,0.6363636363636364
64604,QE_I06,C,1,0.09090909090909091
64604,QE_I06,D,2,0.18181818181818182
64604,QE_I06,H,1,0.09090909090909091
68313,QE_I06,B,2,0.3333333333333333
68313,QE_I06,C,1,0.16666666666666666
68313,QE_I06,D,1,0.16666666666666666
68313,QE_I06,F,2,0.3333333333333333
68511,QE_I06,A,2,0.05405405405405406
68511,QE_I06,B,9,0.24324324324324326
68511,QE_I06,C,4,0.10810810810810811
68511,QE_I06,D,12,0.32432432432432434
68511,QE_I06,E,5,0.13513513513513514
68511,QE_I06,F,1,0.02702702702702703
68511,QE_I06,,4,0.10810810810810811
70522,QE_I06,A,1,0.047619047619047616
70522,QE_I06,B,7,0.3333333333333333
70522,QE_I06,C,3,0.14285714285714285
70522,QE_I06,D,1,0.047619047619047616
70522,QE_I06,E,3,0.14285714285714285
70522,QE_I06,F,3,0.14285714285714285
70522,QE_I06,,3,0.14285714285714285
71037,QE_I06,A,1,0.1111111111111111
71037,QE_I06,C,1,0.1111111111111111
71037,QE_I06,D,2,0.2222222222222222
71037,QE_I06,E,1,0.1111111111111111
71037,QE_I06,F,3,0.3333333333333333
71037,QE_I06,,1,0.1111111111111111
71419,QE_I06,B,3,0.2
71419,QE_I06,C,1,0.06666666666666667
71419,QE_I06,D,5,0.3333333333333333
71419,QE_I06,E,5,0.3333333333333333
71419,QE_I06,F,1,0.06666666666666667
74276,QE_I06,,6,1.0
76212,QE_I06,C,1,0.5
76212,QE_I06,D,1,0.5
80827,QE_I06,B,2,0.4
80827,QE_I06,D,3,0.6
81423,QE_I06,B,5,0.21739130434782608
81423,QE_I06,C,3,0.13043478260869565
81423,QE_I06,D,12,0.5217391304347826
81423,QE_I06,E,2,0.08695652173913043
81423,QE_I06,,1,0.043478260869565216
81660,QE_I06,B,2,0.2222222222222222
81660,QE_I06,C,1,0.1111111111111111
81660,QE_I06,D,4,0.4444444444444444
81660,QE_I06,E,1,0.1111111111111111
81660,QE_I06,F,1,0.1111111111111111
81812,QE_I06,A,2,0.10526315789473684
81812,QE_I06,B,3,0.15789473684210525
81812,QE_I06,C,2,0.10526315789473684
81812,QE_I06,D,4,0.21052631578947367
81812,QE_I06,E,3,0.15789473684210525
81812,QE_I06,F,3,0.15789473684210525
81812,QE_I06,,2,0.10526315789473684
82658,QE_I06,A,2,0.05128205128205128
82658,QE_I06,B,8,0.20512820512820512
82658,QE_I06,C,7,0.1794871794871795
82658,QE_I06,D,10,0.2564102564102564
82658,QE_I06,E,6,0.15384615384615385
82658,QE_I06,F,5,0.1282051282051282
82658,QE_I06,H,1,0.02564102564102564
83289,QE_I06,A,2,0.11764705882352941
83289,QE_I06,C,4,0.23529411764705882
83289,QE_I06,D,6,0.35294117647058826
83289,QE_I06,F,1,0.058823529411764705
83289,QE_I06,,4,0.23529411764705882
83302,QE_I06,A,1,0.02857142857142857
83302,QE_I06,B,14,0.4
83302,QE_I06,C,9,0.2571428571428571
83302,QE_I06,D,9,0.2571428571428571
83302,QE_I06,E,2,0.05714285714285714
83312,QE_I06,A,3,0.15789473684210525
83312,QE_I06,B,5,0.2631578947368421
83312,QE_I06,C,3,0.15789473684210525
83312,QE_I06,D,6,0.3157894736842105
83312,QE_I06,E,1,0.05263157894736842
83312,QE_I06,,1,0.05263157894736842
83318,QE_I06,A,1,0.045454545454545456
83318,QE_I06,B,1,0.045454545454545456
83318,QE_I06,C,5,0.22727272727272727
83318,QE_I06,D,8,0.36363636363636365
83318,QE_I06,E,1,0.045454545454545456
83318,QE_I06,F,4,0.18181818181818182
83318,QE_I06,H,1,0.045454545454545456
83318,QE_I06,,1,0.045454545454545456
83330,QE_I06,A,1,0.07142857142857142
83330,QE_I06,B,2,0.14285714285714285
83330,QE_I06,D,7,0.5
83330,QE_I06,E,2,0.14285714285714285
83330,QE_I06,,2,0.14285714285714285
83929,QE_I06,A,2,0.09090909090909091
83929,QE_I06,B,8,0.36363636363636365
83929,QE_I06,C,3,0.13636363636363635
83929,QE_I06,D,6,0.2727272727272727
83929,QE_I06,E,1,0.045454545454545456
83929,QE_I06,F,2,0.09090909090909091
84374,QE_I06,A,1,0.1
84374,QE_I06,B,2,0.2
84374,QE_I06,C,2,0.2
84374,QE_I06,D,2,0.2
84374,QE_I06,E,2,0.2
84374,QE_I06,F,1,0.1
85320,QE_I06,A,3,0.13636363636363635
85320,QE_I06,B,5,0.22727272727272727
85320,QE_I06,C,4,0.18181818181818182
85320,QE_I06,D,7,0.3181818181818182
85320,QE_I06,H,3,0.13636363636363635
85760,QE_I06,A,1,0.05263157894736842
85760,QE_I06,B,2,0.10526315789473684
85760,QE_I06,C,3,0.15789473684210525
85760,QE_I06,D,6,0.3157894736842105
85760,QE_I06,E,2,0.10526315789473684
85760,QE_I06,F,1,0.05263157894736842
85760,QE_I06,H,2,0.10526315789473684
85760,QE_I06,,2,0.10526315789473684
86396,QE_I06,A,3,0.08823529411764706
86396,QE_I06,B,3,0.08823529411764706
86396,QE_I06,C,4,0.11764705882352941
86396,QE_I06,D,9,0.2647058823529412
86396,QE_I06,E,1,0.029411764705882353
86396,QE_I06,F,1,0.029411764705882353
86396,QE_I06,,13,0.38235294117647056
88788,QE_I06,A,2,0.058823529411764705
88788,QE_I06,B,9,0.2647058823529412
88788,QE_I06,C,3,0.08823529411764706
88788,QE_I06,D,10,0.29411764705882354
88788,QE_I06,E,3,0.08823529411764706
88788,QE_I06,F,2,0.058823529411764705
88788,QE_I06,,5,0.14705882352941177
92391,QE_I06,B,4,0.3333333333333333
92391,QE_I06,C,1,0.08333333333333333
92391,QE_I06,D,3,0.25
92391,QE_I06,E,2,0.16666666666666666
92391,QE_I06,H,1,0.08333333333333333
92391,QE_I06,,1,0.08333333333333333
94692,QE_I06,C,1,0.2
94692,QE_I06,D,2,0.4
94692,QE_I06,,2,0.4
95055,QE_I06,A,1,0.058823529411764705
95055,QE_I06,B,10,0.5882352941176471
95055,QE_I06,C,1,0.058823529411764705
95055,QE_I06,D,1,0.058823529411764705
95055,QE_I06,E,2,0.11764705882352941
95055,QE_I06,F,1,0.058823529411764705
95055,QE_I06,H,1,0.058823529411764705
95221,QE_I06,B,3,0.42857142857142855
95221,QE_I06,D,2,0.2857142857142857
95221,QE_I06,H,1,0.14285714285714285
95221,QE_I06,,1,0.14285714285714285
96158,QE_I06,A,1,0.022727272727272728
96158,QE_I06,B,1,0.022727272727272728
96158,QE_I06,C,8,0.18181818181818182
96158,QE_I06,D,20,0.45454545454545453
96158,QE_I06,E,2,0.045454545454545456
96158,QE_I06,F,4,0.09090909090909091
96158,QE_I06,H,2,0.045454545454545456
96158,QE_I06,,6,0.13636363636363635
96913,QE_I06,B,3,0.17647058823529413
96913,QE_I06,C,3,0.17647058823529413
96913,QE_I06,D,8,0.47058823529411764
96913,QE_I06,E,2,0.11764705882352941
96913,QE_I06,,1,0.058823529411764705
96955,QE_I06,B,1,0.3333333333333333
96955,QE_I06,D,2,0.6666666666666666
99045,QE_I06,A,2,0.0425531914893617
99045,QE_I06,B,14,0.2978723404255319
99045,QE_I06,C,5,0.10638297872340426
99045,QE_I06,D,13,0.2765957446808511
99045,QE_I06,E,2,0.0425531914893617
99045,QE_I06,F,3,0.06382978723404255
99045,QE_I06,H,2,0.0425531914893617
99045,QE_I06,,6,0.1276595744680851
99503,QE_I06,B,2,0.14285714285714285
99503,QE_I06,C,1,0.07142857142857142
99503,QE_I06,D,6,0.42857142857142855
99503,QE_I06,F,4,0.2857142857142857
99503,QE_I06,,1,0.07142857142857142
99806,QE_I06,A,4,0.09302325581395349
99806,QE_I06,B,9,0.20930232558139536
99806,QE_I06,C,12,0.27906976744186046
99806,QE_I06,D,11,0.2558139534883721
99806,QE_I06,E,4,0.09302325581395349
99806,QE_I06,F,1,0.023255813953488372
99806,QE_I06,H,2,0.046511627906976744
99898,QE_I06,B,4,0.4444444444444444
99898,QE_I06,C,2,0.2222222222222222
99898,QE_I06,D,1,0.1111111111111111
99898,QE_I06,F,1,0.1111111111111111
99898,QE_I06,,1,0.1111111111111111
99952,QE_I06,A,66,0.05518394648829431
99952,QE_I06,B,314,0.2625418060200669
99952,QE_I06,C,168,0.14046822742474915
99952,QE_I06,D,235,0.19648829431438128
99952,QE_I06,E,90,0.07525083612040134
99952,QE_I06,F,82,0.06856187290969899
99952,QE_I06,G,3,0.002508361204013378
99952,QE_I06,H,22,0.01839464882943144
99952,QE_I06,,216,0.1806020066889632
100309,QE_I06,A,8,0.07339449541284404
100309,QE_I06,B,27,0.24770642201834864
100309,QE_I06,C,9,0.08256880733944955
100309,QE_I06,D,20,0.1834862385321101
100309,QE_I06,E,6,0.05504587155963303
100309,QE_I06,F,5,0.045871559633027525
100309,QE_I06,H,1,0.009174311926605505
100309,QE_I06,,33,0.30275229357798167
100369,QE_I06,A,1,0.125
100369,QE_I06,B,1,0.125
100369,QE_I06,C,2,0.25
100369,QE_I06,D,1,0.125
100369,QE_I06,E,1,0.125
100369,QE_I06,H,1,0.125
100369,QE_I06,,1,0.125
100373,QE_I06,A,3,0.14285714285714285
100373,QE_I06,B,3,0.14285714285714285
100373,QE_I06,C,3,0.14285714285714285
100373,QE_I06,D,6,0.2857142857142857
100373,QE_I06,E,1,0.047619047619047616
100373,QE_I06,H,1,0.047619047619047616
100373,QE_I06,,4,0.19047619047619047
100412,QE_I06,A,1,0.07692307692307693
100412,QE_I06,B,2,0.15384615384615385
100412,QE_I06,C,3,0.23076923076923078
100412,QE_I06,D,6,0.46153846153846156
100412,QE_I06,,1,0.07692307692307693
100620,QE_I06,B,4,0.3076923076923077
100620,QE_I06,C,1,0.07692307692307693
100620,QE_I06,E,1,0.07692307692307693
100620,QE_I06,F,2,0.15384615384615385
100620,QE_I06,H,2,0.15384615384615385
100620,QE_I06,,3,0.23076923076923078
100690,QE_I06,A,3,0.058823529411764705
100690,QE_I06,B,21,0.4117647058823529
100690,QE_I06,C,5,0.09803921568627451
100690,QE_I06,D,16,0.3137254901960784
100690,QE_I06,E,1,0.0196078431372549
100690,QE_I06,F,2,0.0392156862745098
100690,QE_I06,H,2,0.0392156862745098
100690,QE_I06,,1,0.0196078431372549
100724,QE_I06,A,1,0.04
100724,QE_I06,B,3,0.12
100724,QE_I06,C,3,0.12
100724,QE_I06,D,7,0.28
100724,QE_I06,E,3,0.12
100724,QE_I06,F,2,0.08
100724,QE_I06,,6,0.24
100775,QE_I06,B,1,0.125
100775,QE_I06,C,1,0.125
100775,QE_I06,D,5,0.625
100775,QE_I06,F,1,0.125
100808,QE_I06,A,1,0.1
100808,QE_I06,B,3,0.3
100808,QE_I06,D,5,0.5
100808,QE_I06,F,1,0.1
100916,QE_I06,B,2,0.2
100916,QE_I06,C,3,0.3
100916,QE_I06,D,4,0.4
100916,QE_I06,E,1,0.1
101556,QE_I06,B,2,0.25
101556,QE_I06,C,3,0.375
101556,QE_I06,D,2,0.25
101556,QE_I06,,1,0.125
102152,QE_I06,A,6,0.21428571428571427
102152,QE_I06,B,7,0.25
102152,QE_I06,C,7,0.25
102152,QE_I06,D,3,0.10714285714285714
102152,QE_I06,F,2,0.07142857142857142
102152,QE_I06,,3,0.10714285714285714
102430,QE_I06,B,4,0.13793103448275862
102430,QE_I06,C,3,0.10344827586206896
102430,QE_I06,D,13,0.4482758620689655
102430,QE_I06,E,6,0.20689655172413793
102430,QE_I06,F,3,0.10344827586206896
102576,QE_I06,A,3,0.04225352112676056
102576,QE_I06,B,27,0.38028169014084506
102576,QE_I06,C,13,0.18309859154929578
102576,QE_I06,D,18,0.2535211267605634
102576,QE_I06,E,3,0.04225352112676056
102576,QE_I06,F,6,0.08450704225352113
102576,QE_I06,H,1,0.014084507042253521
102588,QE_I06,A,1,0.05263157894736842
102588,QE_I06,B,2,0.10526315789473684
102588,QE_I06,C,2,0.10526315789473684
102588,QE_I06,D,5,0.2631578947368421
102588,QE_I06,E,2,0.10526315789473684
102588,QE_I06,H,1,0.05263157894736842
102588,QE_I06,,6,0.3157894736842105
102944,QE_I06,B,2,0.2857142857142857
102944,QE_I06,C,2,0.2857142857142857
102944,QE_I06,D,1,0.14285714285714285
102944,QE_I06,E,2,0.2857142857142857
103381,QE_I06,A,4,0.12903225806451613
103381,QE_I06,B,11,0.3548387096774194
103381,QE_I06,C,3,0.0967741935483871
103381,QE_I06,D,8,0.25806451612903225
103381,QE_I06,E,2,0.06451612903225806
103381,QE_I06,F,1,0.03225806451612903
103381,QE_I06,,2,0.06451612903225806
103572,QE_I06,A,1,0.05
103572,QE_I06,B,6,0.3
103572,QE_I06,C,3,0.15
103572,QE_I06,D,8,0.4
103572,QE_I06,E,2,0.1
104282,QE_I06,B,3,0.5
104282,QE_I06,C,1,0.16666666666666666
104282,QE_I06,D,1,0.16666666666666666
104282,QE_I06,F,1,0.16666666666666666
104814,QE_I06,A,2,0.09523809523809523
104814,QE_I06,B,9,0.42857142857142855
104814,QE_I06,C,2,0.09523809523809523
104814,QE_I06,D,3,0.14285714285714285
104814,QE_I06,F,1,0.047619047619047616
104814,QE_I06,,4,0.19047619047619047
106404,QE_I06,B,6,0.3
106404,QE_I06,C,3,0.15
106404,QE_I06,D,4,0.2
106404,QE_I06,E,3,0.15
106404,QE_I06,F,1,0.05
106404,QE_I06,,3,0.15
107520,QE_I06,A,1,0.0196078431372549
107520,QE_I06,B,12,0.23529411764705882
107520,QE_I06,C,6,0.11764705882352941
107520,QE_I06,D,16,0.3137254901960784
107520,QE_I06,E,9,0.17647058823529413
107520,QE_I06,F,3,0.058823529411764705
107520,QE_I06,H,2,0.0392156862745098
107520,QE_I06,,2,0.0392156862745098
108012,QE_I06,F,1,0.5
108012,QE_I06,,1,0.5
108730,QE_I06,B,1,0.07142857142857142
108730,QE_I06,C,2,0.14285714285714285
108730,QE_I06,D,4,0.2857142857142857
108730,QE_I06,E,4,0.2857142857142857
108730,QE_I06,F,3,0.21428571428571427
108734,QE_I06,A,1,0.025
108734,QE_I06,B,14,0.35
108734,QE_I06,C,4,0.1
108734,QE_I06,D,8,0.2
108734,QE_I06,E,4,0.1
108734,QE_I06,F,3,0.075
108734,QE_I06,G,1,0.025
108734,QE_I06,,5,0.125
109356,QE_I06,A,1,0.037037037037037035
109356,QE_I06,B,6,0.2222222222222222
109356,QE_I06,D,1,0.037037037037037035
109356,QE_I06,H,1,0.037037037037037035
109356,QE_I06,,18,0.6666666666666666
109768,QE_I06,B,5,0.2777777777777778
109768,QE_I06,C,3,0.16666666666666666
109768,QE_I06,D,5,0.2777777777777778
109768,QE_I06,E,2,0.1111111111111111
109768,QE_I06,F,3,0.16666666666666666
109948,QE_I06,A,3,0.06382978723404255
109948,QE_I06,B,15,0.3191489361702128
109948,QE_I06,C,4,0.0851063829787234
109948,QE_I06,D,7,0.14893617021276595
109948,QE_I06,E,3,0.06382978723404255
109948,QE_I06,F,2,0.0425531914893617
109948,QE_I06,H,1,0.02127659574468085
109948,QE_I06,,12,0.2553191489361702
111506,QE_I06,B,1,0.16666666666666666
111506,QE_I06,C,1,0.16666666666666666
111506,QE_I06,D,1,0.16666666666666666
111506,QE_I06,E,2,0.3333333333333333
111506,QE_I06,,1,0.16666666666666666
113030,QE_I06,B,5,0.2777777777777778
113030,QE_I06,C,3,0.16666666666666666
113030,QE_I06,D,6,0.3333333333333333
113030,QE_I06,F,2,0.1111111111111111
113030,QE_I06,H,2,0.1111111111111111
113295,QE_I06,B,2,0.14285714285714285
113295,QE_I06,C,1,0.07142857142857142
113295,QE_I06,D,8,0.5714285714285714
113295,QE_I06,E,1,0.07142857142857142
113295,QE_I06,F,2,0.14285714285714285
113490,QE_I06,A,1,0.0196078431372549
113490,QE_I06,B,4,0.0784313725490196
113490,QE_I06,C,4,0.0784313725490196
113490,QE_I06,D,15,0.29411764705882354
113490,QE_I06,E,13,0.2549019607843137
113490,QE_I06,F,9,0.17647058823529413
113490,QE_I06,G,1,0.0196078431372549
113490,QE_I06,,4,0.0784313725490196
113589,QE_I06,B,4,0.5714285714285714
113589,QE_I06,D,3,0.42857142857142855
113907,QE_I06,A,3,0.037037037037037035
113907,QE_I06,B,26,0.32098765432098764
113907,QE_I06,C,14,0.1728395061728395
113907,QE_I06,D,17,0.20987654320987653
113907,QE_I06,E,2,0.024691358024691357
113907,QE_I06,F,2,0.024691358024691357
113907,QE_I06,G,1,0.012345679012345678
113907,QE_I06,H,1,0.012345679012345678
113907,QE_I06,,15,0.18518518518518517
113953,QE_I06,A,2,0.06666666666666667
113953,QE_I06,B,9,0.3
113953,QE_I06,C,2,0.06666666666666667
113953,QE_I06,D,14,0.4666666666666667
113953,QE_I06,E,1,0.03333333333333333
113953,QE_I06,H,2,0.06666666666666667
114388,QE_I06,D,1,0.2
114388,QE_I06,F,1,0.2
114388,QE_I06,H,1,0.2
114388,QE_I06,,2,0.4
114556,QE_I06,B,2,0.15384615384615385
114556,QE_I06,C,2,0.15384615384615385
114556,QE_I06,D,4,0.3076923076923077
114556,QE_I06,E,2,0.15384615384615385
114556,QE_I06,F,1,0.07692307692307693
114556,QE_I06,H,2,0.15384615384615385
114853,QE_I06,A,5,0.037037037037037035
114853,QE_I06,B,25,0.18518518518518517
114853,QE_I06,C,14,0.1037037037037037
114853,QE_I06,D,31,0.22962962962962963
114853,QE_I06,E,8,0.05925925925925926
114853,QE_I06,F,7,0.05185185185185185
114853,QE_I06,H,1,0.007407407407407408
114853,QE_I06,,44,0.32592592592592595
115086,QE_I06,B,2,0.18181818181818182
115086,QE_I06,D,4,0.36363636363636365
115086,QE_I06,E,1,0.09090909090909091
115086,QE_I06,F,2,0.18181818181818182
115086,QE_I06,,2,0.18181818181818182
116144,QE_I06,A,2,0.15384615384615385
116144,QE_I06,B,3,0.23076923076923078
116144,QE_I06,C,3,0.23076923076923078
116144,QE_I06,D,4,0.3076923076923077
116144,QE_I06,F,1,0.07692307692307693
116730,QE_I06,C,2,0.4
116730,QE_I06,D,3,0.6
116820,QE_I06,B,1,0.3333333333333333
116820,QE_I06,C,1,0.3333333333333333
116820,QE_I06,D,1,0.3333333333333333
116856,QE_I06,A,1,0.09090909090909091
116856,QE_I06,C,3,0.2727272727272727
116856,QE_I06,D,4,0.36363636363636365
116856,QE_I06,E,2,0.18181818181818182
116856,QE_I06,,1,0.09090909090909091
116882,QE_I06,A,1,0.0625
116882,QE_I06,B,2,0.125
116882,QE_I06,C,2,0.125
116882,QE_I06,D,6,0.375
116882,QE_I06,F,4,0.25
116882,QE_I06,G,1,0.0625
117196,QE_I06,D,1,0.5
117196,QE_I06,F,1,0.5
118100,QE_I06,A,2,0.034482758620689655
118100,QE_I06,B,23,0.39655172413793105
118100,QE_I06,C,11,0.1896551724137931
118100,QE_I06,D,18,0.3103448275862069
118100,QE_I06,E,2,0.034482758620689655
118100,QE_I06,F,2,0.034482758620689655
118564,QE_I06,B,1,0.25
118564,QE_I06,C,1,0.25
118564,QE_I06,D,2,0.5
120389,QE_I06,B,4,0.3076923076923077
120389,QE_I06,C,2,0.15384615384615385
120389,QE_I06,D,1,0.07692307692307693
120389,QE_I06,E,2,0.15384615384615385
120389,QE_I06,F,1,0.07692307692307693
120389,QE_I06,G,1,0.07692307692307693
120389,QE_I06,,2,0.15384615384615385
120767,QE_I06,B,1,0.5
120767,QE_I06,F,1,0.5
121013,QE_I06,A,1,0.038461538461538464
121013,QE_I06,B,5,0.19230769230769232
121013,QE_I06,C,5,0.19230769230769232
