CO_CURSO,VARIAVEL,RESPOSTA,n,pct_total
70522,QE_I10,B,3,0.14285714285714285
70522,QE_I10,C,3,0.14285714285714285
70522,QE_I10,D,3,0.14285714285714285
70522,QE_I10,E,4,0.19047619047619047
70522,QE_I10,,3,0.14285714285714285
71037,QE_I10,A,2,0.2222222222222222
71037,QE_I10,B,1,0.1111111111111111
71037,QE_I10,C,1,0.1111111111111111
71037,QE_I10,D,2,0.2222222222222222
71037,QE_I10,E,2,0.2222222222222222
71037,QE_I10,,1,0.1111111111111111
71419,QE_I10,A,4,0.26666666666666666
71419,QE_I10,B,1,0.06666666666666667
71419,QE_I10,C,3,0.2
71419,QE_I10,D,4,0.26666666666666666
71419,QE_I10,E,3,0.2
74276,QE_I10,,6,1.0
76212,QE_I10,A,2,1.0
80827,QE_I10,A,1,0.2
80827,QE_I10,B,1,0.2
80827,QE_I10,D,3,0.6
81423,QE_I10,A,8,0.34782608695652173
81423,QE_I10,B,2,0.08695652173913043
81423,QE_I10,C,2,0.08695652173913043
81423,QE_I10,D,7,0.30434782608695654
81423,QE_I10,E,3,0.13043478260869565
81423,QE_I10,,1,0.043478260869565216
81660,QE_I10,A,1,0.1111111111111111
81660,QE_I10,B,1,0.1111111111111111
81660,QE_I10,C,1,0.1111111111111111
81660,QE_I10,D,5,0.5555555555555556
81660,QE_I10,E,1,0.1111111111111111
81812,QE_I10,A,9,0.47368421052631576
81812,QE_I10,B,1,0.05263157894736842
81812,QE_I10,C,2,0.10526315789473684
81812,QE_I10,D,3,0.15789473684210525
81812,QE_I10,E,2,0.10526315789473684
81812,QE_I10,,2,0.10526315789473684
82658,QE_I10,A,6,0.15384615384615385
82658,QE_I10,B,13,0.3333333333333333
82658,QE_I10,C,9,0.23076923076923078
82658,QE_I10,D,7,0.1794871794871795
82658,QE_I10,E,4,0.10256410256410256
83289,QE_I10,A,5,0.29411764705882354
83289,QE_I10,B,4,0.23529411764705882
83289,QE_I10,D,1,0.058823529411764705
83289,QE_I10,E,3,0.17647058823529413
83289,QE_I10,,4,0.23529411764705882
83302,QE_I10,A,20,0.5714285714285714
83302,QE_I10,B,7,0.2
83302,QE_I10,C,1,0.02857142857142857
83302,QE_I10,D,4,0.11428571428571428
83302,QE_I10,E,3,0.08571428571428572
83312,QE_I10,A,5,0.2631578947368421
83312,QE_I10,B,7,0.3684210526315789
83312,QE_I10,C,1,0.05263157894736842
83312,QE_I10,D,3,0.15789473684210525
83312,QE_I10,E,2,0.10526315789473684
83312,QE_I10,,1,0.05263157894736842
83318,QE_I10,A,10,0.45454545454545453
83318,QE_I10,B,5,0.22727272727272727
83318,QE_I10,D,5,0.22727272727272727
83318,QE_I10,E,1,0.045454545454545456
83318,QE_I10,,1,0.045454545454545456
83330,QE_I10,A,2,0.14285714285714285
83330,QE_I10,B,3,0.21428571428571427
83330,QE_I10,C,1,0.07142857142857142
83330,QE_I10,D,5,0.35714285714285715
83330,QE_I10,E,1,0.07142857142857142
83330,QE_I10,,2,0.14285714285714285
83929,QE_I10,A,7,0.3181818181818182
83929,QE_I10,B,4,0.18181818181818182
83929,QE_I10,D,7,0.3181818181818182
83929,QE_I10,E,4,0.18181818181818182
84374,QE_I10,A,5,0.5
84374,QE_I10,B,3,0.3
84374,QE_I10,E,2,0.2
85320,QE_I10,A,10,0.45454545454545453
85320,QE_I10,B,4,0.18181818181818182
85320,QE_I10,C,1,0.045454545454545456
85320,QE_I10,D,2,0.09090909090909091
85320,QE_I10,E,5,0.22727272727272727
85760,QE_I10,A,3,0.15789473684210525
85760,QE_I10,B,2,0.10526315789473684
85760,QE_I10,C,2,0.10526315789473684
85760,QE_I10,D,7,0.3684210526315789
85760,QE_I10,E,3,0.15789473684210525
85760,QE_I10,,2,0.10526315789473684
86396,QE_I10,A,4,0.11764705882352941
86396,QE_I10,B,1,0.029411764705882353
86396,QE_I10,C,2,0.058823529411764705
86396,QE_I10,D,12,0.35294117647058826
86396,QE_I10,E,2,0.058823529411764705
86396,QE_I10,,13,0.38235294117647056
88788,QE_I10,A,3,0.08823529411764706
88788,QE_I10,B,3,0.08823529411764706
88788,QE_I10,C,4,0.11764705882352941
88788,QE_I10,D,15,0.4411764705882353
88788,QE_I10,E,4,0.11764705882352941
88788,QE_I10,,5,0.14705882352941177
92391,QE_I10,A,5,0.4166666666666667
92391,QE_I10,B,2,0.16666666666666666
92391,QE_I10,D,2,0.16666666666666666
92391,QE_I10,E,2,0.16666666666666666
92391,QE_I10,,1,0.08333333333333333
94692,QE_I10,A,1,0.2
94692,QE_I10,D,2,0.4
94692,QE_I10,,2,0.4
95055,QE_I10,A,10,0.5882352941176471
95055,QE_I10,C,3,0.17647058823529413
95055,QE_I10,D,2,0.11764705882352941
95055,QE_I10,E,2,0.11764705882352941
95221,QE_I10,C,1,0.14285714285714285
95221,QE_I10,D,2,0.2857142857142857
95221,QE_I10,E,3,0.42857142857142855
95221,QE_I10,,1,0.14285714285714285
96158,QE_I10,A,6,0.13636363636363635
96158,QE_I10,B,7,0.1590909090909091
96158,QE_I10,C,12,0.2727272727272727
96158,QE_I10,D,9,0.20454545454545456
96158,QE_I10,E,4,0.09090909090909091
96158,QE_I10,,6,0.13636363636363635
96913,QE_I10,A,7,0.4117647058823529
96913,QE_I10,B,4,0.23529411764705882
96913,QE_I10,C,2,0.11764705882352941
96913,QE_I10,D,2,0.11764705882352941
96913,QE_I10,E,1,0.058823529411764705
96913,QE_I10,,1,0.058823529411764705
96955,QE_I10,B,1,0.3333333333333333
96955,QE_I10,C,1,0.3333333333333333
96955,QE_I10,D,1,0.3333333333333333
99045,QE_I10,A,13,0.2765957446808511
99045,QE_I10,B,8,0.1702127659574468
99045,QE_I10,C,3,0.06382978723404255
99045,QE_I10,D,13,0.2765957446808511
99045,QE_I10,E,4,0.0851063829787234
99045,QE_I10,,6,0.1276595744680851
99503,QE_I10,A,8,0.5714285714285714
99503,QE_I10,B,1,0.07142857142857142
99503,QE_I10,C,1,0.07142857142857142
99503,QE_I10,D,1,0.07142857142857142
99503,QE_I10,E,2,0.14285714285714285
99503,QE_I10,,1,0.07142857142857142
99806,QE_I10,A,28,0.6511627906976745
99806,QE_I10,B,5,0.11627906976744186
99806,QE_I10,C,3,0.06976744186046512
99806,QE_I10,D,3,0.06976744186046512
99806,QE_I10,E,4,0.09302325581395349
99898,QE_I10,B,1,0.1111111111111111
99898,QE_I10,D,7,0.7777777777777778
99898,QE_I10,,1,0.1111111111111111
99952,QE_I10,A,124,0.10367892976588629
99952,QE_I10,B,100,0.08361204013377926
99952,QE_I10,C,100,0.08361204013377926
99952,QE_I10,D,553,0.46237458193979936
99952,QE_I10,E,103,0.08612040133779264
99952,QE_I10,,216,0.1806020066889632
100309,QE_I10,A,7,0.06422018348623854
100309,QE_I10,B,9,0.08256880733944955
100309,QE_I10,C,8,0.07339449541284404
100309,QE_I10,D,38,0.3486238532110092
100309,QE_I10,E,14,0.12844036697247707
100309,QE_I10,,33,0.30275229357798167
100369,QE_I10,A,1,0.125
100369,QE_I10,B,1,0.125
100369,QE_I10,D,4,0.5
100369,QE_I10,E,1,0.125
100369,QE_I10,,1,0.125
100373,QE_I10,A,5,0.23809523809523808
100373,QE_I10,B,4,0.19047619047619047
100373,QE_I10,C,3,0.14285714285714285
100373,QE_I10,D,4,0.19047619047619047
100373,QE_I10,E,1,0.047619047619047616
100373,QE_I10,,4,0.19047619047619047
100412,QE_I10,A,4,0.3076923076923077
100412,QE_I10,B,3,0.23076923076923078
100412,QE_I10,D,2,0.15384615384615385
100412,QE_I10,E,3,0.23076923076923078
100412,QE_I10,,1,0.07692307692307693
100620,QE_I10,A,1,0.07692307692307693
100620,QE_I10,C,1,0.07692307692307693
100620,QE_I10,D,8,0.6153846153846154
100620,QE_I10,,3,0.23076923076923078
100690,QE_I10,A,10,0.19607843137254902
100690,QE_I10,B,7,0.13725490196078433
100690,QE_I10,C,6,0.11764705882352941
100690,QE_I10,D,17,0.3333333333333333
100690,QE_I10,E,10,0.19607843137254902
100690,QE_I10,,1,0.0196078431372549
100724,QE_I10,A,1,0.04
100724,QE_I10,B,1,0.04
100724,QE_I10,C,3,0.12
100724,QE_I10,D,13,0.52
100724,QE_I10,E,1,0.04
100724,QE_I10,,6,0.24
100775,QE_I10,C,2,0.25
100775,QE_I10,D,5,0.625
100775,QE_I10,E,1,0.125
100808,QE_I10,A,4,0.4
100808,QE_I10,B,3,0.3
100808,QE_I10,D,2,0.2
100808,QE_I10,E,1,0.1
100916,QE_I10,A,2,0.2
100916,QE_I10,C,2,0.2
100916,QE_I10,D,4,0.4
100916,QE_I10,E,2,0.2
101556,QE_I10,A,3,0.375
101556,QE_I10,D,3,0.375
101556,QE_I10,E,1,0.125
101556,QE_I10,,1,0.125
102152,QE_I10,A,13,0.4642857142857143
102152,QE_I10,B,2,0.07142857142857142
102152,QE_I10,C,3,0.10714285714285714
102152,QE_I10,D,3,0.10714285714285714
102152,QE_I10,E,4,0.14285714285714285
102152,QE_I10,,3,0.10714285714285714
102430,QE_I10,A,6,0.20689655172413793
102430,QE_I10,B,5,0.1724137931034483
102430,QE_I10,C,5,0.1724137931034483
102430,QE_I10,D,10,0.3448275862068966
102430,QE_I10,E,3,0.10344827586206896
102576,QE_I10,A,36,0.5070422535211268
102576,QE_I10,B,10,0.14084507042253522
102576,QE_I10,C,1,0.014084507042253521
102576,QE_I10,D,11,0.15492957746478872
102576,QE_I10,E,13,0.18309859154929578
102588,QE_I10,A,7,0.3684210526315789
102588,QE_I10,B,2,0.10526315789473684
102588,QE_I10,D,2,0.10526315789473684
102588,QE_I10,E,2,0.10526315789473684
102588,QE_I10,,6,0.3157894736842105
102944,QE_I10,A,1,0.14285714285714285
102944,QE_I10,B,1,0.14285714285714285
102944,QE_I10,D,3,0.42857142857142855
102944,QE_I10,E,2,0.2857142857142857
103381,QE_I10,A,2,0.06451612903225806
103381,QE_I10,B,8,0.25806451612903225
103381,QE_I10,C,5,0.16129032258064516
103381,QE_I10,D,12,0.3870967741935484
103381,QE_I10,E,2,0.06451612903225806
103381,QE_I10,,2,0.06451612903225806
103572,QE_I10,A,1,0.05
103572,QE_I10,B,3,0.15
103572,QE_I10,C,3,0.15
103572,QE_I10,D,10,0.5
103572,QE_I10,E,3,0.15
104282,QE_I10,A,2,0.3333333333333333
104282,QE_I10,C,1,0.16666666666666666
104282,QE_I10,D,3,0.5
104814,QE_I10,A,7,0.3333333333333333
104814,QE_I10,B,3,0.14285714285714285
104814,QE_I10,D,4,0.19047619047619047
104814,QE_I10,E,3,0.14285714285714285
104814,QE_I10,,4,0.19047619047619047
106404,QE_I10,A,2,0.1
106404,QE_I10,B,4,0.2
106404,QE_I10,C,3,0.15
106404,QE_I10,D,8,0.4
106404,QE_I10,,3,0.15
107520,QE_I10,A,12,0.23529411764705882
107520,QE_I10,B,14,0.27450980392156865
107520,QE_I10,C,6,0.11764705882352941
107520,QE_I10,D,13,0.2549019607843137
107520,QE_I10,E,4,0.0784313725490196
107520,QE_I10,,2,0.0392156862745098
108012,QE_I10,D,1,0.5
108012,QE_I10,,1,0.5
108730,QE_I10,A,5,0.35714285714285715
108730,QE_I10,B,1,0.07142857142857142
108730,QE_I10,C,3,0.21428571428571427
108730,QE_I10,D,5,0.35714285714285715
108734,QE_I10,A,7,0.175
108734,QE_I10,B,2,0.05
108734,QE_I10,C,4,0.1
108734,QE_I10,D,16,0.4
108734,QE_I10,E,6,0.15
108734,QE_I10,,5,0.125
109356,QE_I10,A,1,0.037037037037037035
109356,QE_I10,B,2,0.07407407407407407
109356,QE_I10,C,1,0.037037037037037035
109356,QE_I10,D,5,0.18518518518518517
109356,QE_I10,,18,0.6666666666666666
109768,QE_I10,A,7,0.3888888888888889
109768,QE_I10,B,3,0.16666666666666666
109768,QE_I10,C,4,0.2222222222222222
109768,QE_I10,D,1,0.05555555555555555
109768,QE_I10,E,3,0.16666666666666666
109948,QE_I10,A,5,0.10638297872340426
109948,QE_I10,B,6,0.1276595744680851
109948,QE_I10,C,4,0.0851063829787234
109948,QE_I10,D,17,0.3617021276595745
109948,QE_I10,E,3,0.06382978723404255
109948,QE_I10,,12,0.2553191489361702
111506,QE_I10,B,1,0.16666666666666666
111506,QE_I10,D,3,0.5
111506,QE_I10,E,1,0.16666666666666666
111506,QE_I10,,1,0.16666666666666666
113030,QE_I10,A,5,0.2777777777777778
113030,QE_I10,B,3,0.16666666666666666
113030,QE_I10,C,2,0.1111111111111111
113030,QE_I10,D,6,0.3333333333333333
113030,QE_I10,E,2,0.1111111111111111
113295,QE_I10,A,5,0.35714285714285715
113295,QE_I10,B,2,0.14285714285714285
113295,QE_I10,C,5,0.35714285714285715
113295,QE_I10,E,2,0.14285714285714285
113490,QE_I10,A,7,0.13725490196078433
113490,QE_I10,B,6,0.11764705882352941
113490,QE_I10,C,14,0.27450980392156865
113490,QE_I10,D,12,0.23529411764705882
113490,QE_I10,E,8,0.1568627450980392
113490,QE_I10,,4,0.0784313725490196
113589,QE_I10,A,2,0.2857142857142857
113589,QE_I10,C,3,0.42857142857142855
113589,QE_I10,E,2,0.2857142857142857
113907,QE_I10,A,5,0.06172839506172839
113907,QE_I10,B,4,0.04938271604938271
113907,QE_I10,C,8,0.09876543209876543
113907,QE_I10,D,46,0.5679012345679012
113907,QE_I10,E,3,0.037037037037037035
113907,QE_I10,,15,0.18518518518518517
113953,QE_I10,A,15,0.5
113953,QE_I10,B,7,0.23333333333333334
113953,QE_I10,C,1,0.03333333333333333
113953,QE_I10,D,1,0.03333333333333333
113953,QE_I10,E,6,0.2
114388,QE_I10,D,3,0.6
114388,QE_I10,,2,0.4
114556,QE_I10,A,6,0.46153846153846156
114556,QE_I10,C,1,0.07692307692307693
114556,QE_I10,D,3,0.23076923076923078
114556,QE_I10,E,3,0.23076923076923078
114853,QE_I10,A,61,0.45185185185185184
114853,QE_I10,B,3,0.022222222222222223
114853,QE_I10,C,2,0.014814814814814815
114853,QE_I10,D,12,0.08888888888888889
114853,QE_I10,E,13,0.0962962962962963
114853,QE_I10,,44,0.32592592592592595
115086,QE_I10,A,2,0.18181818181818182
115086,QE_I10,B,1,0.09090909090909091
115086,QE_I10,D,4,0.36363636363636365
115086,QE_I10,E,2,0.18181818181818182
115086,QE_I10,,2,0.18181818181818182
116144,QE_I10,A,1,0.07692307692307693
116144,QE_I10,C,3,0.23076923076923078
116144,QE_I10,D,9,0.6923076923076923
116730,QE_I10,B,1,0.2
116730,QE_I10,C,1,0.2
116730,QE_I10,D,2,0.4
116730,QE_I10,E,1,0.2
116820,QE_I10,D,3,1.0
116856,QE_I10,A,7,0.6363636363636364
116856,QE_I10,B,1,0.09090909090909091
116856,QE_I10,D,2,0.18181818181818182
116856,QE_I10,,1,0.09090909090909091
116882,QE_I10,A,3,0.1875
116882,QE_I10,B,4,0.25
116882,QE_I10,C,2,0.125
116882,QE_I10,D,5,0.3125
116882,QE_I10,E,2,0.125
117196,QE_I10,D,2,1.0
118100,QE_I10,A,18,0.3103448275862069
118100,QE_I10,B,3,0.05172413793103448
118100,QE_I10,C,8,0.13793103448275862
118100,QE_I10,D,24,0.41379310344827586
118100,QE_I10,E,5,0.08620689655172414
118564,QE_I10,A,1,0.25
118564,QE_I10,B,1,0.25
118564,QE_I10,C,1,0.25
118564,QE_I10,D,1,0.25
120389,QE_I10,A,6,0.46153846153846156
120389,QE_I10,B,1,0.07692307692307693
120389,QE_I10,C,3,0.23076923076923078
120389,QE_I10,D,1,0.07692307692307693
120389,QE_I10,,2,0.15384615384615385
120767,QE_I10,B,1,0.5
120767,QE_I10,D,1,0.5
121013,QE_I10,A,3,0.11538461538461539
121013,QE_I10,B,2,0.07692307692307693
121013,QE_I10,C,2,0.07692307692307693
121013,QE_I10,D,12,0.46153846153846156
121013,QE_I10,E,4,0.15384615384615385
121013,QE_I10,,3,0.11538461538461539
121792,QE_I10,A,2,0.3333333333333333
121792,QE_I10,D,3,0.5
121792,QE_I10,E,1,0.16666666666666666
122122,QE_I10,A,6,0.20689655172413793
122122,QE_I10,B,2,0.06896551724137931
122122,QE_I10,C,4,0.13793103448275862
122122,QE_I10,D,7,0.2413793103448276
122122,QE_I10,E,9,0.3103448275862069
122122,QE_I10,,1,0.034482758620689655
122358,QE_I10,,1,1.0
122746,QE_I10,A,6,0.3157894736842105
122746,QE_I10,B,1,0.05263157894736842
122746,QE_I10,C,1,0.05263157894736842
122746,QE_I10,D,6,0.3157894736842105
122746,QE_I10,E,4,0.21052631578947367
122746,QE_I10,,1,0.05263157894736842
123356,QE_I10,A,2,0.06451612903225806
123356,QE_I10,B,1,0.03225806451612903
123356,QE_I10,C,3,0.0967741935483871
123356,QE_I10,D,7,0.22580645161290322
123356,QE_I10,,18,0.5806451612903226
123472,QE_I10,A,3,0.038461538461538464
123472,QE_I10,B,3,0.038461538461538464
123472,QE_I10,C,4,0.05128205128205128
123472,QE_I10,D,40,0.5128205128205128
123472,QE_I10,E,6,0.07692307692307693
123472,QE_I10,,22,0.28205128205128205
123494,QE_I10,D,2,1.0
123519,QE_I10,A,3,0.23076923076923078
123519,QE_I10,B,3,0.23076923076923078
123519,QE_I10,C,2,0.15384615384615385
123519,QE_I10,D,4,0.3076923076923077
123519,QE_I10,E,1,0.07692307692307693
123787,QE_I10,B,1,0.3333333333333333
123787,QE_I10,D,1,0.3333333333333333
123787,QE_I10,,1,0.3333333333333333
300520,QE_I10,A,11,0.3548387096774194
300520,QE_I10,B,4,0.12903225806451613
300520,QE_I10,C,1,0.03225806451612903
300520,QE_I10,D,1,0.03225806451612903
300520,QE_I10,E,5,0.16129032258064516
300520,QE_I10,,9,0.2903225806451613
312333,QE_I10,A,16,0.37209302325581395
312333,QE_I10,B,4,0.09302325581395349
312333,QE_I10,C,7,0.16279069767441862
312333,QE_I10,D,5,0.11627906976744186
312333,QE_I10,E,8,0.18604651162790697
312333,QE_I10,,3,0.06976744186046512
1101770,QE_I10,A,5,0.10869565217391304
1101770,QE_I10,B,7,0.15217391304347827
1101770,QE_I10,C,9,0.1956521739130435
1101770,QE_I10,D,15,0.32608695652173914
1101770,QE_I10,E,7,0.15217391304347827
1101770,QE_I10,,3,0.06521739130434782
1102402,QE_I10,A,2,0.05555555555555555
1102402,QE_I10,C,7,0.19444444444444445
1102402,QE_I10,D,11,0.3055555555555556
1102402,QE_I10,E,1,0.027777777777777776
1102402,QE_I10,,15,0.4166666666666667
1102641,QE_I10,A,1,0.25
1102641,QE_I10,D,2,0.5
1102641,QE_I10,E,1,0.25
1102795,QE_I10,B,2,0.2
1102795,QE_I10,C,3,0.3
1102795,QE_I10,D,4,0.4
1102795,QE_I10,,1,0.1
1102963,QE_I10,A,2,0.5
1102963,QE_I10,D,1,0.25
1102963,QE_I10,E,1,0.25
1103025,QE_I10,B,1,0.1
1103025,QE_I10,C,2,0.2
1103025,QE_I10,D,7,0.7
1103031,QE_I10,B,1,0.1
1103031,QE_I10,D,9,0.9
1103032,QE_I10,C,1,0.25
1103032,QE_I10,D,1,0.25
1103032,QE_I10,E,2,0.5
1103185,QE_I10,A,2,1.0
1103461,QE_I10,A,3,0.2
1103461,QE_I10,B,3,0.2
1103461,QE_I10,C,3,0.2
1103461,QE_I10,D,2,0.13333333333333333
1103461,QE_I10,E,4,0.26666666666666666
1103556,QE_I10,A,2,0.1
1103556,QE_I10,B,1,0.05
1103556,QE_I10,C,2,0.1
1103556,QE_I10,D,5,0.25
1103556,QE_I10,E,4,0.2
1103556,QE_I10,,6,0.3
1103657,QE_I10,A,5,0.3333333333333333
1103657,QE_I10,B,1,0.06666666666666667
1103657,QE_I10,D,5,0.3333333333333333
1103657,QE_I10,E,3,0.2
1103657,QE_I10,,1,0.06666666666666667
1103813,QE_I10,A,11,0.36666666666666664
1103813,QE_I10,B,5,0.16666666666666666
1103813,QE_I10,C,1,0.03333333333333333
1103813,QE_I10,D,7,0.23333333333333334
1103813,QE_I10,E,5,0.16666666666666666
1103813,QE_I10,,1,0.03333333333333333
1103910,QE_I10,A,7,0.2916666666666667
1103910,QE_I10,B,3,0.125
1103910,QE_I10,D,6,0.25
1103910,QE_I10,E,2,0.08333333333333333
1103910,QE_I10,,6,0.25
1103911,QE_I10,A,9,0.32142857142857145
1103911,QE_I10,B,7,0.25
1103911,QE_I10,D,9,0.32142857142857145
1103911,QE_I10,E,3,0.10714285714285714
1103912,QE_I10,A,2,0.18181818181818182
1103912,QE_I10,B,1,0.09090909090909091
1103912,QE_I10,D,3,0.2727272727272727
1103912,QE_I10,E,4,0.36363636363636365
1103912,QE_I10,,1,0.09090909090909091
1103914,QE_I10,A,14,0.5384615384615384
1103914,QE_I10,B,3,0.11538461538461539
1103914,QE_I10,D,7,0.2692307692307692
1103914,QE_I10,E,1,0.038461538461538464
1103914,QE_I10,,1,0.038461538461538464
1105218,QE_I10,A,9,0.36
1105218,QE_I10,B,1,0.04
1105218,QE_I10,C,1,0.04
1105218,QE_I10,D,9,0.36
1105218,QE_I10,E,2,0.08
1105218,QE_I10,,3,0.12
1106721,QE_I10,A,3,0.5
1106721,QE_I10,C,1,0.16666666666666666
1106721,QE_I10,D,2,0.3333333333333333
1108212,QE_I10,A,8,0.3333333333333333
1108212,QE_I10,B,4,0.16666666666666666
1108212,QE_I10,C,5,0.20833333333333334
1108212,QE_I10,D,1,0.041666666666666664
1108212,QE_I10,E,5,0.20833333333333334
1108212,QE_I10,,1,0.041666666666666664
1111510,QE_I10,A,5,0.8333333333333334
1111510,QE_I10,,1,0.16666666666666666
1117203,QE_I10,A,2,0.2
1117203,QE_I10,C,1,0.1
1117203,QE_I10,D,6,0.6
1117203,QE_I10,E,1,0.1
1122743,QE_I10,A,3,0.17647058823529413
1122743,QE_I10,B,2,0.11764705882352941
1122743,QE_I10,C,1,0.058823529411764705
1122743,QE_I10,D,6,0.35294117647058826
1122743,QE_I10,E,3,0.17647058823529413
1122743,QE_I10,,2,0.11764705882352941
1123270,QE_I10,A,14,0.5833333333333334
1123270,QE_I10,B,4,0.16666666666666666
1123270,QE_I10,C,2,0.08333333333333333
1123270,QE_I10,D,1,0.041666666666666664
1123270,QE_I10,E,1,0.041666666666666664
1123270,QE_I10,,2,0.08333333333333333
1126144,QE_I10,C,3,0.42857142857142855
1126144,QE_I10,D,3,0.42857142857142855
1126144,QE_I10,E,1,0.14285714285714285
1127113,QE_I10,A,7,0.22580645161290322
1127113,QE_I10,B,8,0.25806451612903225
1127113,QE_I10,C,1,0.03225806451612903
1127113,QE_I10,D,6,0.1935483870967742
1127113,QE_I10,E,4,0.12903225806451613
1127113,QE_I10,,5,0.16129032258064516
1127676,QE_I10,A,1,0.1
1127676,QE_I10,B,3,0.3
1127676,QE_I10,C,1,0.1
1127676,QE_I10,D,3,0.3
1127676,QE_I10,E,2,0.2
1128030,QE_I10,A,4,0.23529411764705882
1128030,QE_I10,B,4,0.23529411764705882
1128030,QE_I10,C,1,0.058823529411764705
1128030,QE_I10,D,4,0.23529411764705882
1128030,QE_I10,E,4,0.23529411764705882
1128096,QE_I10,A,2,0.08
1128096,QE_I10,B,4,0.16
1128096,QE_I10,C,2,0.08
1128096,QE_I10,D,11,0.44
1128096,QE_I10,E,6,0.24
1128169,QE_I10,A,17,0.3541666666666667
1128169,QE_I10,B,11,0.22916666666666666
1128169,QE_I10,C,7,0.14583333333333334
1128169,QE_I10,D,5,0.10416666666666667
1128169,QE_I10,E,7,0.14583333333333334
1128169,QE_I10,,1,0.020833333333333332
1128360,QE_I10,C,3,0.2
1128360,QE_I10,D,8,0.5333333333333333
1128360,QE_I10,E,2,0.13333333333333333
1128360,QE_I10,,2,0.13333333333333333
1128375,QE_I10,A,2,0.25
1128375,QE_I10,B,1,0.125
1128375,QE_I10,C,2,0.25
1128375,QE_I10,D,1,0.125
1128375,QE_I10,,2,0.25
1128378,QE_I10,A,6,0.42857142857142855
1128378,QE_I10,B,1,0.07142857142857142
1128378,QE_I10,C,1,0.07142857142857142
1128378,QE_I10,D,2,0.14285714285714285
1128378,QE_I10,E,1,0.07142857142857142
1128378,QE_I10,,3,0.21428571428571427
1128936,QE_I10,A,4,0.26666666666666666
1128936,QE_I10,B,2,0.13333333333333333
1128936,QE_I10,C,2,0.13333333333333333
1128936,QE_I10,D,3,0.2
1128936,QE_I10,E,1,0.06666666666666667
1128936,QE_I10,,3,0.2
1128938,QE_I10,A,1,0.08333333333333333
1128938,QE_I10,B,2,0.16666666666666666
1128938,QE_I10,D,8,0.6666666666666666
1128938,QE_I10,E,1,0.08333333333333333
1129073,QE_I10,A,4,0.36363636363636365
1129073,QE_I10,B,2,0.18181818181818182
1129073,QE_I10,C,2,0.18181818181818182
1129073,QE_I10,D,3,0.2727272727272727
1131697,QE_I10,A,6,0.20689655172413793
1131697,QE_I10,B,2,0.06896551724137931
1131697,QE_I10,C,4,0.13793103448275862
1131697,QE_I10,D,8,0.27586206896551724
1131697,QE_I10,E,6,0.20689655172413793
1131697,QE_I10,,3,0.10344827586206896
1135958,QE_I10,A,1,0.3333333333333333
1135958,QE_I10,B,1,0.3333333333333333
1135958,QE_I10,C,1,0.3333333333333333
1137846,QE_I10,A,4,0.14814814814814814
1137846,QE_I10,B,2,0.07407407407407407
1137846,QE_I10,C,2,0.07407407407407407
1137846,QE_I10,D,10,0.37037037037037035
1137846,QE_I10,E,4,0.14814814814814814
1137846,QE_I10,,5,0.18518518518518517
1139335,QE_I10,C,1,0.2
1139335,QE_I10,D,2,0.4
1139335,QE_I10,E,1,0.2
1139335,QE_I10,,1,0.2
1140021,QE_I10,A,1,0.05263157894736842
1140021,QE_I10,B,1,0.05263157894736842
1140021,QE_I10,C,3,0.15789473684210525
1140021,QE_I10,D,13,0.6842105263157895
1140021,QE_I10,,1,0.05263157894736842
1142320,QE_I10,A,3,0.3
1142320,QE_I10,B,1,0.1
1142320,QE_I10,C,1,0.1
1142320,QE_I10,D,5,0.5
1151457,QE_I10,B,2,0.125
1151457,QE_I10,C,1,0.0625
1151457,QE_I10,D,3,0.1875
1151457,QE_I10,,10,0.625
1152312,QE_I10,A,1,0.25
1152312,QE_I10,C,1,0.25
1152312,QE_I10,D,2,0.5
1152591,QE_I10,B,2,0.2222222222222222
1152591,QE_I10,D,2,0.2222222222222222
1152591,QE_I10,E,3,0.3333333333333333
1152591,QE_I10,,2,0.2222222222222222
1152637,QE_I10,B,5,0.3333333333333333
1152637,QE_I10,C,2,0.13333333333333333
1152637,QE_I10,D,6,0.4
1152637,QE_I10,E,2,0.13333333333333333
1152880,QE_I10,A,19,0.7307692307692307
1152880,QE_I10,B,1,0.038461538461538464
1152880,QE_I10,C,1,0.038461538461538464
1152880,QE_I10,D,3,0.11538461538461539
1152880,QE_I10,E,2,0.07692307692307693
1153801,QE_I10,A,8,0.18181818181818182
1153801,QE_I10,B,10,0.22727272727272727
1153801,QE_I10,D,9,0.20454545454545456
1153801,QE_I10,E,6,0.13636363636363635
1153801,QE_I10,,11,0.25
1154825,QE_I10,A,4,0.18181818181818182
1154825,QE_I10,B,2,0.09090909090909091
1154825,QE_I10,C,2,0.09090909090909091
1154825,QE_I10,D,9,0.4090909090909091
1154825,QE_I10,E,1,0.045454545454545456
1154825,QE_I10,,4,0.18181818181818182
1155366,QE_I10,A,5,0.23809523809523808
1155366,QE_I10,B,2,0.09523809523809523
1155366,QE_I10,C,2,0.09523809523809523
1155366,QE_I10,D,5,0.23809523809523808
1155366,QE_I10,E,2,0.09523809523809523
1155366,QE_I10,,5,0.23809523809523808
1156565,QE_I10,A,2,0.5
1156565,QE_I10,D,2,0.5
1156623,QE_I10,C,2,0.2857142857142857
1156623,QE_I10,D,5,0.7142857142857143
1160182,QE_I10,B,2,0.15384615384615385
1160182,QE_I10,D,4,0.3076923076923077
